shadow_name,subset,target,best_iou,mean_iou,std_iou,min_iou,n_runs,best_run,n_robots,arm_gap_m,seconds,best_iou_vs_original,mean_iou_vs_original,fit_scale,fit_dx,fit_dy,uncastable_before,uncastable_after,best_shadow_png,q_rad_json,a_rot_deg,a_pitch_deg,a_elbow_deg,a_wristpitch_deg,a_wristroll_deg,a_grip_deg,b_rot_deg,b_pitch_deg,b_elbow_deg,b_wristpitch_deg,b_wristroll_deg,b_grip_deg,c_rot_deg,c_pitch_deg,c_elbow_deg,c_wristpitch_deg,c_wristroll_deg,c_grip_deg
abstract/hcircle_mpeg7-02,abstract,targets/abstract/hcircle_mpeg7-02.png,0.8867,0.852,0.0268,0.7983,10,4,3,0.2,65.1,0.3452,0.3242,0.7346,4.02,28.16,0.10778,0.08374,abstract/hcircle_mpeg7-02/hcircle_mpeg7-02_best.png,"[1.060373, -1.588462, -0.322704, 1.65806, 2.810539, 1.74533, -1.91986, -0.105445, 0.747212, -1.502614, -1.327355, 1.74533, 1.392692, -1.74533, 0.625066, 0.496266, 2.40942, 0.069118]",60.75,-91.01,-18.49,95.0,161.03,100.0,-110.0,-6.04,42.81,-86.09,-76.05,100.0,79.8,-100.0,35.81,28.43,138.05,3.96
figures/face_mpeg7-05,figures,targets/figures/face_mpeg7-05.png,0.8865,0.8263,0.0436,0.7387,10,3,3,0.2,65.3,0.3931,0.3192,0.7346,-8.05,28.16,0.02272,0.17972,figures/face_mpeg7-05/face_mpeg7-05_best.png,"[1.259517, -1.42553, -0.159329, 1.65806, 2.785661, 0.866885, -1.91986, -0.815398, 1.223049, -1.65806, -1.486386, 0.139389, 1.256785, -1.047826, 1.281591, -1.10524, 2.84121, 0.550248]",72.17,-81.68,-9.13,95.0,159.61,49.67,-110.0,-46.72,70.08,-95.0,-85.16,7.99,72.01,-60.04,73.43,-63.33,162.79,31.53
abstract/device3_mpeg7-01,abstract,targets/abstract/device3_mpeg7-01.png,0.8838,0.8279,0.043,0.7203,10,4,3,0.2,65.0,0.3022,0.286,0.7346,-24.14,28.16,0.22695,0.25118,abstract/device3_mpeg7-01/device3_mpeg7-01_best.png,"[-1.325492, 0.299201, -0.677968, 1.476104, -0.911383, 0.516146, -0.901604, -1.602023, 0.044863, 1.310211, -2.222199, 1.410423, -0.929269, -0.109688, -0.659206, 1.583509, 0.50211, 1.634423]",-75.95,17.14,-38.84,84.57,-52.22,29.57,-51.66,-91.79,2.57,75.07,-127.32,80.81,-53.24,-6.28,-37.77,90.73,28.77,93.65
objects/bell_mpeg7-02,objects,targets/objects/bell_mpeg7-02.png,0.8832,0.8504,0.03,0.7946,10,8,3,0.2,65.2,0.3382,0.3237,0.8308,-20.11,24.14,0.1505,0.25269,objects/bell_mpeg7-02/bell_mpeg7-02_best.png,"[0.906126, -1.16378, -0.065613, 1.607713, 0.573348, -0.170998, -0.974965, -0.20358, 0.771885, 1.456001, -1.197534, 0.001716, -0.86798, -0.981891, 0.343406, 1.391313, -2.492686, 0.244696]",51.92,-66.68,-3.76,92.12,32.85,-9.8,-55.86,-11.66,44.23,83.42,-68.61,0.1,-49.73,-56.26,19.68,79.72,-142.82,14.02
objects/jar_mpeg7-01,objects,targets/objects/jar_mpeg7-01.png,0.8829,0.8412,0.0222,0.8015,10,4,3,0.2,65.7,0.375,0.3537,0.7346,-4.02,28.16,0.03588,0.15381,objects/jar_mpeg7-01/jar_mpeg7-01_best.png,"[1.293177, -1.725536, -0.376636, 1.636878, 2.696631, 1.12185, 1.91986, -0.7355, -0.001239, 1.49963, 1.807955, 1.613149, 1.910322, 0.435626, -0.758135, 1.528994, -1.863969, -0.08386]",74.09,-98.87,-21.58,93.79,154.51,64.28,110.0,-42.14,-0.07,85.92,103.59,92.43,109.45,24.96,-43.44,87.6,-106.8,-4.8
objects/jar_mpeg7-05,objects,targets/objects/jar_mpeg7-05.png,0.8797,0.8667,0.0128,0.8378,10,7,3,0.2,65.4,0.4108,0.3867,0.7346,-4.02,28.16,0.05198,0.14461,objects/jar_mpeg7-05/jar_mpeg7-05_best.png,"[-1.692112, -0.65892, 0.043501, 1.491205, 2.716615, 1.566081, -1.038358, -1.74533, -0.438427, 1.488539, -0.22786, 1.659009, 1.744344, -1.085367, -0.115361, 1.448632, 2.323138, 1.732529]",-96.95,-37.75,2.49,85.44,155.65,89.73,-59.49,-100.0,-25.12,85.29,-13.06,95.05,99.94,-62.19,-6.61,83.0,133.11,99.27
objects/jar_mpeg7-04,objects,targets/objects/jar_mpeg7-04.png,0.8775,0.8577,0.017,0.8266,10,5,3,0.2,65.3,0.4126,0.3919,0.7346,-4.02,28.16,0.05109,0.14501,objects/jar_mpeg7-04/jar_mpeg7-04_best.png,"[1.180122, -1.565868, -0.505205, 1.65806, -0.292666, -0.093876, -1.169047, -1.74533, 1.323857, -1.501523, 0.147278, 0.457849, -1.138308, -1.285424, 1.342921, -1.486646, -0.49328, 1.492355]",67.62,-89.72,-28.95,95.0,-16.77,-5.38,-66.98,-100.0,75.85,-86.03,8.44,26.23,-65.22,-73.65,76.94,-85.18,-28.26,85.51
figures/face_mpeg7-02,figures,targets/figures/face_mpeg7-02.png,0.8755,0.8493,0.0221,0.8057,10,3,3,0.2,65.4,0.3495,0.3214,0.7346,-8.05,28.16,0.02016,0.17473,figures/face_mpeg7-02/face_mpeg7-02_best.png,"[1.391043, -1.74533, -0.41564, 1.65256, 2.528073, 0.563571, -1.91986, -0.880031, 1.150996, -1.283067, -2.546444, 0.254718, -1.750925, -1.349604, -0.817017, -0.80361, -0.170081, 1.394878]",79.7,-100.0,-23.81,94.68,144.85,32.29,-110.0,-50.42,65.95,-73.51,-145.9,14.59,-100.32,-77.33,-46.81,-46.04,-9.74,79.92
figures/face_mpeg7-01,figures,targets/figures/face_mpeg7-01.png,0.8754,0.8401,0.0234,0.7999,10,7,3,0.2,65.6,0.3247,0.3145,0.7346,-8.05,28.16,0.01642,0.17744,figures/face_mpeg7-01/face_mpeg7-01_best.png,"[1.486658, -1.204223, -0.991438, -1.533304, 2.45111, -0.000924, -1.907208, -0.918366, 0.077262, 1.60767, -1.0927, 1.491527, -1.048467, -1.74533, -0.280994, 1.509688, -2.74385, 0.344805]",85.18,-69.0,-56.81,-87.85,140.44,-0.05,-109.27,-52.62,4.43,92.11,-62.61,85.46,-60.07,-100.0,-16.1,86.5,-157.21,19.76
abstract/hcircle_mpeg7-05,abstract,targets/abstract/hcircle_mpeg7-05.png,0.8709,0.8027,0.0378,0.7511,10,9,3,0.2,65.8,0.3551,0.3342,0.6385,0.0,28.16,0.09994,0.07359,abstract/hcircle_mpeg7-05/hcircle_mpeg7-05_best.png,"[1.168329, -1.737974, -0.123384, 1.61309, -2.480193, 0.929716, 1.860095, 0.665027, -0.085893, -0.76473, -0.488246, 0.040126, 1.549737, 0.394174, -0.3542, 0.233925, -2.695866, 0.562914]",66.94,-99.58,-7.07,92.42,-142.1,53.27,106.58,38.1,-4.92,-43.82,-27.97,2.3,88.79,22.58,-20.29,13.4,-154.46,32.25
abstract/device9_mpeg7-01,abstract,targets/abstract/device9_mpeg7-01.png,0.8683,0.8165,0.0419,0.7387,10,1,3,0.2,64.9,0.3123,0.2931,0.7346,-20.11,28.16,0.15694,0.27984,abstract/device9_mpeg7-01/device9_mpeg7-01_best.png,"[1.782151, -0.913356, -1.412061, -1.627225, -0.11623, 0.344744, -1.91986, -0.724911, 0.131875, 1.596578, 2.071975, 0.075733, -0.517376, -1.555453, 1.239615, 0.110145, -2.025587, 1.692212]",102.11,-52.33,-80.91,-93.23,-6.66,19.75,-110.0,-41.53,7.56,91.48,118.72,4.34,-29.64,-89.12,71.02,6.31,-116.06,96.96
objects/bell_mpeg7-03,objects,targets/objects/bell_mpeg7-03.png,0.8654,0.8295,0.0276,0.767,10,1,3,0.2,64.7,0.3889,0.3613,0.8308,-12.07,24.14,0.12921,0.24113,objects/bell_mpeg7-03/bell_mpeg7-03_best.png,"[1.266793, -1.74533, 0.016156, 1.151606, -2.353696, 0.059186, 0.440855, -0.039166, 1.332993, -0.613376, 1.614935, 0.692983, 0.522706, -1.653317, 0.437663, 1.10343, -0.765889, 0.055182]",72.58,-100.0,0.93,65.98,-134.86,3.39,25.26,-2.24,76.37,-35.14,92.53,39.71,29.95,-94.73,25.08,63.22,-43.88,3.16
abstract/comma_mpeg7-04,abstract,targets/abstract/comma_mpeg7-04.png,0.8636,0.8205,0.0241,0.7879,10,2,3,0.2,67.0,0.3434,0.3195,0.7346,-8.05,28.16,0.08479,0.06608,abstract/comma_mpeg7-04/comma_mpeg7-04_best.png,"[1.255756, -1.74533, 0.355228, -1.414394, 1.021356, 0.788207, -1.27069, -1.499821, -1.69, 1.075997, -0.990564, 0.547241, 1.582529, -0.020802, -0.689164, 1.615097, -0.009822, 0.797148]",71.95,-100.0,20.35,-81.04,58.52,45.16,-72.81,-85.93,-96.83,61.65,-56.76,31.35,90.67,-1.19,-39.49,92.54,-0.56,45.67
objects/bottle_mpeg7-02,objects,targets/objects/bottle_mpeg7-02.png,0.8631,0.7952,0.0388,0.7188,10,0,3,0.2,66.0,0.6114,0.5836,0.9269,-4.02,16.09,0.00871,0.06039,objects/bottle_mpeg7-02/bottle_mpeg7-02_best.png,"[-1.372465, -1.74533, -0.97147, 1.22992, 0.96868, -0.154604, 1.794372, 0.214411, -1.220153, 0.573217, 2.616564, 0.1878, -1.425849, -1.74533, -0.139763, -0.71274, -0.111682, 0.100279]",-78.64,-100.0,-55.66,70.47,55.5,-8.86,102.81,12.28,-69.91,32.84,149.92,10.76,-81.7,-100.0,-8.01,-40.84,-6.4,5.75
abstract/device3_mpeg7-03,abstract,targets/abstract/device3_mpeg7-03.png,0.8624,0.82,0.0283,0.7538,10,4,3,0.2,64.7,0.3156,0.2818,0.7346,-24.14,28.16,0.21404,0.256,abstract/device3_mpeg7-03/device3_mpeg7-03_best.png,"[-1.023143, -0.830785, 1.220992, -1.631943, -1.671963, -0.138029, 0.839672, -1.337202, -0.106133, 1.609517, 1.102265, 0.564379, -0.944374, 0.029853, 0.10067, 0.973246, -0.237719, 1.286727]",-58.62,-47.6,69.96,-93.5,-95.8,-7.91,48.11,-76.62,-6.08,92.22,63.16,32.34,-54.11,1.71,5.77,55.76,-13.62,73.72
abstract/device4_mpeg7-04,abstract,targets/abstract/device4_mpeg7-04.png,0.8605,0.8265,0.0273,0.7694,10,3,3,0.2,65.0,0.3252,0.303,0.8308,-16.09,24.14,0.18955,0.28341,abstract/device4_mpeg7-04/device4_mpeg7-04_best.png,"[0.813036, -1.523613, 0.550073, 1.36429, -0.815689, 0.013238, -0.98803, 0.121144, 0.646081, 1.610619, -2.316496, 1.740271, -1.321679, -1.673441, 0.283499, 1.072963, -2.580398, 0.599672]",46.58,-87.3,31.52,78.17,-46.74,0.76,-56.61,6.94,37.02,92.28,-132.73,99.71,-75.73,-95.88,16.24,61.48,-147.85,34.36
objects/bell_mpeg7-04,objects,targets/objects/bell_mpeg7-04.png,0.8604,0.8274,0.021,0.8018,10,0,3,0.2,64.9,0.3908,0.3676,0.9269,-16.09,20.11,0.14097,0.22402,objects/bell_mpeg7-04/bell_mpeg7-04_best.png,"[-0.93464, -1.144682, 0.97747, -1.65806, 1.972126, 0.318619, -1.079573, -0.508764, 0.715248, 1.159794, 1.860445, 0.868385, 0.475511, -1.598863, 0.55063, -0.25937, 1.338217, 1.59296]",-53.55,-65.59,56.0,-95.0,112.99,18.26,-61.85,-29.15,40.98,66.45,106.6,49.75,27.24,-91.61,31.55,-14.86,76.67,91.27
objects/apple_mpeg7-05,objects,targets/objects/apple_mpeg7-05.png,0.8598,0.8314,0.0247,0.7942,10,1,3,0.2,65.5,0.3108,0.2884,0.7346,-20.11,28.16,0.15438,0.32579,objects/apple_mpeg7-05/apple_mpeg7-05_best.png,"[1.897983, -0.733996, 1.353749, -1.232033, 0.279414, 0.974613, -1.135853, -0.579391, -0.009306, 1.569461, 2.791957, -0.018208, -0.802445, -0.083013, 0.562483, 1.65806, 1.659714, 1.442368]",108.75,-42.05,77.56,-70.59,16.01,55.84,-65.08,-33.2,-0.53,89.92,159.97,-1.04,-45.98,-4.76,32.23,95.0,95.09,82.64
objects/apple_mpeg7-03,objects,targets/objects/apple_mpeg7-03.png,0.859,0.8161,0.0239,0.7717,10,8,3,0.2,65.1,0.2964,0.2835,0.7346,-20.11,28.16,0.14924,0.31596,objects/apple_mpeg7-03/apple_mpeg7-03_best.png,"[0.847634, -0.95412, 0.267867, 1.577531, -1.366333, -0.174533, 0.963199, -0.068949, 1.348228, -1.65806, -0.830005, -0.17026, 1.821191, 0.354327, -0.526856, 1.417981, 2.590373, 1.113942]",48.57,-54.67,15.35,90.39,-78.29,-10.0,55.19,-3.95,77.25,-95.0,-47.56,-9.76,104.35,20.3,-30.19,81.24,148.42,63.82
abstract/device1_mpeg7-02,abstract,targets/abstract/device1_mpeg7-02.png,0.8584,0.8008,0.0319,0.7539,10,5,3,0.2,65.0,0.2832,0.2573,0.8308,-20.11,28.16,0.08664,0.29024,abstract/device1_mpeg7-02/device1_mpeg7-02_best.png,"[0.864729, -0.841266, 0.151024, 1.610724, -2.512672, 1.695831, 0.534968, 0.551588, 1.287113, -1.524453, 1.364615, 0.717094, -1.858803, -0.717468, -0.002553, 1.65806, 2.239248, 1.088611]",49.55,-48.2,8.65,92.29,-143.97,97.16,30.65,31.6,73.75,-87.34,78.19,41.09,-106.5,-41.11,-0.15,95.0,128.3,62.37
letters_lower/l_dejavusans-bold,letters_lower,targets/letters_lower/l_dejavusans-bold.png,0.8556,0.8274,0.0203,0.7854,10,9,3,0.2,65.4,0.3975,0.3659,0.9269,-8.05,16.09,0.0,0.07592,letters_lower/l_dejavusans-bold/l_dejavusans-bold_best.png,"[-1.304331, -1.74533, 0.326829, 0.36127, 2.821423, 0.560098, -1.852909, 0.116833, -1.626675, -1.54667, -0.489975, -0.115642, 1.678451, -0.366398, -0.633462, 0.651766, 1.296495, 0.766254]",-74.73,-100.0,18.73,20.7,161.66,32.09,-106.16,6.69,-93.2,-88.62,-28.07,-6.63,96.17,-20.99,-36.29,37.34,74.28,43.9
abstract/device3_mpeg7-02,abstract,targets/abstract/device3_mpeg7-02.png,0.8534,0.8179,0.0406,0.7087,10,6,3,0.2,64.8,0.3265,0.3108,0.7346,-20.11,28.16,0.22072,0.24059,abstract/device3_mpeg7-02/device3_mpeg7-02_best.png,"[0.854375, -1.336701, 0.255658, 1.089109, -2.191356, 1.209465, -1.308007, 0.763207, -0.547541, -1.624795, -2.559697, 1.286722, 0.314105, -1.372371, -0.232164, 1.65806, 0.711838, 0.006733]",48.95,-76.59,14.65,62.4,-125.56,69.3,-74.94,43.73,-31.37,-93.09,-146.66,73.72,18.0,-78.63,-13.3,95.0,40.79,0.39
abstract/device3_mpeg7-04,abstract,targets/abstract/device3_mpeg7-04.png,0.8534,0.8155,0.0275,0.7682,10,8,3,0.2,64.9,0.3257,0.3106,0.7346,-16.09,28.16,0.19889,0.23274,abstract/device3_mpeg7-04/device3_mpeg7-04_best.png,"[0.730788, -1.417516, -0.056971, 1.594138, 0.613905, -0.002907, -0.683142, 0.055897, 1.093445, -0.1342, -0.871238, 1.683861, -0.91838, -0.33319, -0.090208, 1.640313, -1.881108, -0.091845]",41.87,-81.22,-3.26,91.34,35.17,-0.17,-39.14,3.2,62.65,-7.69,-49.92,96.48,-52.62,-19.09,-5.17,93.98,-107.78,-5.26
objects/apple_mpeg7-04,objects,targets/objects/apple_mpeg7-04.png,0.8533,0.829,0.0163,0.7994,10,8,3,0.2,64.9,0.2937,0.2639,0.7346,-20.11,28.16,0.1577,0.31986,objects/apple_mpeg7-04/apple_mpeg7-04_best.png,"[0.77269, -1.053607, 0.721794, 1.65806, -0.217166, 0.391013, 1.91986, -0.876531, 0.557836, 0.893018, 0.685795, 0.085981, 0.758999, -0.297341, 0.082203, 1.355989, -1.799285, 1.694781]",44.27,-60.37,41.36,95.0,-12.44,22.4,110.0,-50.22,31.96,51.17,39.29,4.93,43.49,-17.04,4.71,77.69,-103.09,97.1
figures/face_mpeg7-03,figures,targets/figures/face_mpeg7-03.png,0.8525,0.831,0.0199,0.7905,10,0,3,0.2,65.5,0.3414,0.3181,0.7346,-8.05,28.16,0.01743,0.16714,figures/face_mpeg7-03/face_mpeg7-03_best.png,"[1.444725, -1.74533, 0.53011, -1.65806, -2.324222, 0.183767, -1.262481, -1.713615, -0.964421, 1.499936, -0.114946, 1.4166, -1.739065, -1.382923, -0.098531, -1.619172, -0.597951, 0.489648]",82.78,-100.0,30.37,-95.0,-133.17,10.53,-72.33,-98.18,-55.26,85.94,-6.59,81.17,-99.64,-79.24,-5.65,-92.77,-34.26,28.05
letters_upper/J_dejavusans-bold,letters_upper,targets/letters_upper/J_dejavusans-bold.png,0.8507,0.8094,0.0244,0.7703,10,3,3,0.2,66.1,0.4941,0.4515,1.1192,-8.05,12.07,0.05837,0.09952,letters_upper/J_dejavusans-bold/J_dejavusans-bold_best.png,"[-1.91986, -1.612323, 1.342727, -0.703664, 0.064885, 1.407722, -1.20642, -1.206347, -0.119157, -0.597639, 1.51561, 0.112678, 1.611278, 1.024385, -0.201579, -1.236666, 2.203038, 1.337074]",-110.0,-92.38,76.93,-40.32,3.72,80.66,-69.12,-69.12,-6.83,-34.24,86.84,6.46,92.32,58.69,-11.55,-70.86,126.22,76.61
objects/hat_mpeg7-04,objects,targets/objects/hat_mpeg7-04.png,0.8505,0.7946,0.0355,0.7285,10,9,3,0.2,64.8,0.2797,0.2577,0.9269,-20.11,28.16,0.14514,0.22332,objects/hat_mpeg7-04/hat_mpeg7-04_best.png,"[-0.517437, -1.19241, -0.183266, 1.57826, 2.108231, 0.322714, 1.888122, -1.031434, -1.689089, -1.609353, 1.09441, 1.097049, -0.918377, -1.102547, 0.495527, 0.705129, -2.74385, 0.141234]",-29.65,-68.32,-10.5,90.43,120.79,18.49,108.18,-59.1,-96.78,-92.21,62.71,62.86,-52.62,-63.17,28.39,40.4,-157.21,8.09
letters_upper/I_dejavusans-bold,letters_upper,targets/letters_upper/I_dejavusans-bold.png,0.8503,0.8149,0.0272,0.7727,10,1,3,0.2,65.1,0.5737,0.5256,0.9269,-4.02,16.09,0.0,0.00443,letters_upper/I_dejavusans-bold/I_dejavusans-bold_best.png,"[-1.261447, -1.700451, 0.077183, 0.590706, -0.099008, 1.277938, -1.124488, -1.74533, 0.608344, -0.896809, 1.544833, -0.009022, 1.74221, 0.498454, -0.685907, 1.58324, 2.697538, 0.900532]",-72.28,-97.43,4.42,33.84,-5.67,73.22,-64.43,-100.0,34.86,-51.38,88.51,-0.52,99.82,28.56,-39.3,90.71,154.56,51.6
abstract/hcircle_mpeg7-04,abstract,targets/abstract/hcircle_mpeg7-04.png,0.8495,0.8089,0.027,0.7585,10,4,3,0.2,65.0,0.3548,0.3108,0.7346,4.02,28.16,0.09087,0.01611,abstract/hcircle_mpeg7-04/hcircle_mpeg7-04_best.png,"[-1.247886, -1.551839, -1.211575, 0.617077, 2.472423, 0.998371, -1.353202, -1.334438, -0.878418, -0.556771, 0.941898, 1.041455, 1.582169, -0.065264, -0.137988, -0.327662, -1.980965, -0.097455]",-71.5,-88.91,-69.42,35.36,141.66,57.2,-77.53,-76.46,-50.33,-31.9,53.97,59.67,90.65,-3.74,-7.91,-18.77,-113.5,-5.58
abstract/comma_mpeg7-01,abstract,targets/abstract/comma_mpeg7-01.png,0.8489,0.7876,0.043,0.6829,10,2,3,0.2,61.9,0.3479,0.3093,0.7346,-8.05,28.16,0.06138,0.05417,abstract/comma_mpeg7-01/comma_mpeg7-01_best.png,"[-1.198044, -1.594027, 0.182736, -1.634965, 0.138281, -0.174533, -1.290531, -1.701242, -1.218026, 1.456141, -0.058657, 1.690941, 1.589674, 0.386481, -0.478221, -0.487216, -2.74385, 0.210953]",-68.64,-91.33,10.47,-93.68,7.92,-10.0,-73.94,-97.47,-69.79,83.43,-3.36,96.88,91.08,22.14,-27.4,-27.92,-157.21,12.09
abstract/device2_mpeg7-01,abstract,targets/abstract/device2_mpeg7-01.png,0.8483,0.7994,0.0254,0.7696,10,0,3,0.2,65.1,0.3583,0.3249,0.8308,-12.07,28.16,0.10037,0.24889,abstract/device2_mpeg7-01/device2_mpeg7-01_best.png,"[-1.830126, -0.41755, -0.125599, 1.287883, -1.16064, 1.644765, -1.103097, -0.71358, 0.155274, 1.50117, -0.023817, 0.305367, 0.433291, -1.650047, 1.254816, 1.14413, -0.182984, 1.48051]",-104.86,-23.92,-7.2,73.79,-66.5,94.24,-63.2,-40.89,8.9,86.01,-1.36,17.5,24.83,-94.54,71.9,65.55,-10.48,84.83
