frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg,q_r3_j0_deg,q_r3_j1_deg,q_r3_j2_deg,q_r3_j3_deg,q_r3_j4_deg,q_r3_j5_deg,q_r4_j0_deg,q_r4_j1_deg,q_r4_j2_deg,q_r4_j3_deg,q_r4_j4_deg,q_r4_j5_deg
12,f11.png,0.7742,0.2262,40659,0,31.3,-82.54,-100.0,-24.47,36.29,38.84,-10.0,69.53,-72.91,33.9,58.66,-106.93,-4.33,-63.49,-83.54,-69.15,-94.21,-43.7,76.74,-82.88,-9.22,45.79,89.05,54.8,8.5,-63.51,-76.91,11.84,22.89,74.92,79.27
13,f12.png,0.7759,0.2245,40659,0,30.9,-82.54,-100.0,-24.54,36.43,38.86,-10.0,69.62,-72.48,33.51,59.11,-106.92,-4.35,-63.33,-82.62,-69.15,-94.43,-27.68,74.65,-82.9,-9.22,45.79,89.05,54.8,8.5,-63.13,-75.9,12.62,23.11,74.81,79.11
14,f13.png,0.7769,0.2235,39581,0,29.8,-82.54,-100.0,-24.54,36.43,38.86,-10.0,69.62,-72.48,33.51,59.11,-106.92,-4.35,-63.33,-82.62,-69.15,-94.43,-27.68,74.65,-82.9,-9.22,45.79,89.05,54.8,8.5,-63.13,-75.9,12.62,23.11,74.81,79.11
15,f14.png,0.7764,0.224,39966,0,30.3,-82.54,-100.0,-24.54,36.43,38.86,-10.0,69.62,-72.48,33.51,59.11,-106.92,-4.35,-63.33,-82.62,-69.15,-94.43,-27.68,74.65,-82.9,-9.22,45.79,89.05,54.8,8.5,-63.13,-75.9,12.62,23.11,74.81,79.11
16,f15.png,0.7766,0.2238,40120,0,30.3,-82.54,-100.0,-24.54,36.43,38.86,-10.0,69.62,-72.48,33.51,59.11,-106.92,-4.35,-63.33,-82.62,-69.15,-94.43,-27.68,74.65,-82.9,-9.22,45.79,89.05,54.8,8.5,-63.13,-75.9,12.62,23.11,74.81,79.11
17,f16.png,0.7777,0.2228,39966,0,30.2,-82.54,-100.0,-24.54,36.43,38.86,-10.0,69.62,-72.48,33.51,59.11,-106.92,-4.35,-63.33,-82.62,-69.15,-94.43,-27.68,74.65,-82.9,-9.22,45.79,89.05,54.8,8.5,-63.13,-75.9,12.62,23.11,74.81,79.11
18,f17.png,0.7781,0.2224,39889,0,29.7,-82.53,-100.0,-24.48,36.48,38.76,-10.0,69.54,-71.0,33.42,61.58,-111.52,-5.64,-64.07,-82.49,-69.14,-94.53,-27.67,74.65,-81.0,-17.41,42.8,94.65,54.01,7.79,-63.09,-75.96,12.66,23.13,74.81,79.1
19,f18.png,0.7813,0.2191,43083,0,31.9,-82.54,-100.0,-24.66,36.69,38.67,-10.0,71.25,-66.58,36.47,75.68,-125.45,-9.68,-64.08,-82.49,-69.14,-94.53,-27.67,74.65,-73.37,-19.2,42.8,94.95,49.45,7.93,-63.62,-77.07,11.72,22.78,74.86,79.21
20,f19.png,0.7676,0.2329,42159,0,31.2,-81.18,-100.0,-24.41,37.83,38.35,-10.0,66.95,-79.0,42.69,79.03,-99.52,-10.0,-63.5,-83.29,-69.58,-94.53,-27.67,74.64,-77.71,-18.97,44.55,94.59,46.73,8.45,-67.09,-77.64,11.64,22.98,73.66,79.46
21,f20.png,0.7666,0.2339,39966,0,29.6,-81.1,-100.0,-24.52,38.85,38.22,-10.0,59.31,-86.52,36.78,94.22,-86.24,-10.0,-63.36,-82.66,-69.15,-94.5,-27.68,74.64,-77.72,-19.31,44.67,94.7,46.45,8.5,-67.71,-78.56,10.73,22.29,73.63,79.47
22,f21.png,0.7681,0.2323,40351,0,29.9,-79.76,-100.0,-23.93,40.16,38.2,-10.0,59.32,-86.52,36.77,94.22,-86.24,-10.0,-62.95,-83.04,-69.39,-94.47,-27.7,74.64,-77.92,-19.03,44.6,94.9,46.4,8.38,-66.97,-77.06,11.22,22.58,73.32,79.02
23,f22.png,0.7579,0.2426,50442,0,37.7,-80.84,-100.0,-24.01,34.66,36.42,-9.11,49.01,-83.03,37.87,80.86,-90.48,-9.09,-63.23,-83.69,-68.79,-87.19,-14.97,78.63,-80.72,-19.97,44.21,94.99,53.59,8.76,-67.11,-77.17,11.11,22.48,73.39,79.09
24,f23.png,0.7646,0.2359,42621,0,31.5,-80.82,-100.0,-24.1,35.62,35.85,-10.0,45.04,-64.1,32.28,41.0,-103.5,-8.53,-64.08,-82.93,-68.3,-87.19,-14.98,78.67,-81.69,-20.51,45.25,94.35,60.13,8.94,-67.06,-77.16,11.11,22.47,73.38,79.08
25,f24.png,0.7512,0.2493,42005,0,31.2,-80.22,-100.0,-22.79,36.97,35.23,-10.0,54.16,-64.72,34.63,10.47,-140.23,-9.99,-64.07,-82.93,-68.29,-87.19,-14.97,78.67,-81.64,-20.51,45.23,94.35,60.13,8.94,-67.16,-77.11,10.97,22.37,73.38,79.07
26,f25.png,0.7527,0.2478,42852,0,31.9,-80.23,-100.0,-22.8,36.92,34.84,-10.0,59.79,-55.98,32.7,-5.76,-156.95,-10.0,-64.08,-82.92,-68.3,-87.19,-14.98,78.67,-81.92,-19.57,44.36,94.92,63.37,9.28,-67.07,-77.0,10.94,22.38,73.37,79.06
27,f26.png,0.7529,0.2476,39812,0,29.6,-80.23,-100.0,-22.8,36.92,34.84,-10.0,59.79,-55.98,32.7,-5.76,-156.95,-10.0,-64.08,-82.92,-68.3,-87.19,-14.98,78.67,-81.92,-19.57,44.36,94.92,63.37,9.28,-67.07,-77.0,10.94,22.38,73.37,79.06
28,f27.png,0.7525,0.248,39889,0,29.7,-80.23,-100.0,-22.8,36.92,34.84,-10.0,59.79,-55.98,32.7,-5.76,-156.95,-10.0,-64.08,-82.92,-68.3,-87.19,-14.98,78.67,-81.92,-19.57,44.36,94.92,63.37,9.28,-67.07,-77.0,10.94,22.38,73.37,79.06
29,f28.png,0.7534,0.2471,39273,0,29.1,-80.22,-100.0,-22.84,37.08,34.65,-10.0,59.79,-55.99,32.7,-5.77,-156.95,-10.0,-64.07,-82.91,-68.32,-87.17,-14.98,78.67,-82.46,-19.54,44.2,94.85,63.61,9.29,-66.97,-76.92,10.78,22.26,73.36,79.04
30,f29.png,0.7532,0.2473,39658,0,29.6,-80.22,-100.0,-22.84,37.08,34.65,-10.0,59.79,-55.99,32.7,-5.77,-156.95,-10.0,-64.07,-82.91,-68.32,-87.17,-14.98,78.67,-82.46,-19.54,44.2,94.85,63.61,9.29,-66.97,-76.92,10.78,22.26,73.36,79.04
31,f30.png,0.753,0.2475,39735,0,29.7,-80.22,-100.0,-22.84,37.08,34.65,-10.0,59.79,-55.99,32.7,-5.77,-156.95,-10.0,-64.07,-82.91,-68.32,-87.17,-14.98,78.67,-82.46,-19.54,44.2,94.85,63.61,9.29,-66.97,-76.92,10.78,22.26,73.36,79.04
32,f31.png,0.7535,0.247,39966,0,29.9,-80.22,-100.0,-22.84,37.08,34.65,-10.0,59.79,-55.99,32.7,-5.77,-156.95,-10.0,-64.07,-82.91,-68.32,-87.17,-14.98,78.67,-82.46,-19.54,44.2,94.85,63.61,9.29,-66.97,-76.92,10.78,22.26,73.36,79.04
