frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
16,f15.png,0.567,0.4333,51655,0,39.3,-92.38,56.51,-34.45,-56.98,-32.74,59.55,-84.32,-97.21,72.67,61.8,19.53,-9.95,66.9,72.51,-74.59,15.99,-65.93,-9.98
17,f16.png,0.5015,0.499,39751,0,29.4,-84.74,49.14,14.76,-61.87,-45.36,84.03,-88.06,-98.93,68.14,77.61,6.89,-8.23,63.95,69.94,-80.87,10.35,-103.01,17.91
18,f17.png,0.5069,0.4934,49735,0,37.6,-84.74,49.14,14.76,-61.87,-45.36,84.03,-88.87,-99.51,71.91,78.86,7.72,-9.81,61.74,70.56,-74.79,-1.72,-113.75,17.3
19,f18.png,0.575,0.4251,51655,0,38.9,-83.58,51.59,22.3,-79.42,-69.41,87.72,-78.83,-90.17,85.66,55.6,2.31,-4.98,64.89,75.39,-71.42,9.35,-82.45,19.38
20,f19.png,0.5809,0.4192,49735,0,38.1,-84.6,49.8,22.96,-79.51,-69.59,87.68,-79.68,-99.67,86.69,60.65,-8.15,-4.43,74.58,87.49,-80.62,-20.55,-56.77,38.41
21,f20.png,0.5558,0.4445,42055,0,31.3,-85.56,46.08,70.09,-94.94,-75.99,71.84,-86.62,-82.31,69.29,74.56,-1.93,-9.68,67.53,66.11,-64.11,-7.76,-71.38,-0.22
22,f21.png,0.4779,0.5225,49735,0,38.2,-85.56,46.08,70.09,-94.94,-75.99,71.84,-89.28,-95.63,69.2,75.69,2.89,-9.84,64.16,69.04,-75.32,-4.25,-105.76,-0.8
23,f22.png,0.4981,0.5022,37831,0,28.0,-83.69,47.77,65.31,-94.99,-85.05,77.24,-78.22,-84.45,84.56,54.27,13.42,-4.01,43.9,69.92,-69.27,6.42,-157.04,29.02
24,f23.png,0.5391,0.461,51655,0,40.3,-86.04,47.09,65.27,-94.49,-82.57,77.42,-78.35,-99.62,90.62,55.8,11.03,-4.0,72.14,80.98,-76.03,4.87,-154.35,28.65
25,f24.png,0.5836,0.4165,49735,0,39.0,-84.82,43.87,65.99,-94.89,-82.99,77.2,-83.98,-99.28,76.54,72.9,9.06,-7.3,70.27,88.16,-92.92,-0.45,-141.6,28.99
26,f25.png,0.5057,0.4947,51655,0,39.1,-84.6,41.08,60.62,-93.62,-87.15,77.35,-88.75,-98.51,69.99,75.27,8.49,-9.06,66.34,74.61,-87.16,13.11,-96.4,28.19
27,f26.png,0.4894,0.511,49735,0,37.5,-85.19,46.09,61.6,-94.76,-88.49,77.99,-88.87,-98.2,69.39,76.96,5.33,-7.15,63.25,70.89,-79.76,1.98,-119.31,28.72
28,f27.png,0.5252,0.4751,51655,0,40.6,-84.58,44.19,72.11,-94.9,-85.52,74.81,-81.99,-76.56,75.41,70.07,6.56,-6.86,60.61,75.78,-78.88,2.48,-110.07,28.11
29,f28.png,0.5344,0.4658,51655,0,36.0,-83.86,47.09,65.94,-94.52,-85.03,76.9,-77.0,-93.49,87.37,60.4,6.53,-3.92,64.86,79.42,-72.74,6.4,-78.61,29.68
30,f29.png,0.5698,0.4303,49735,0,34.8,-84.66,47.08,59.17,-93.99,-77.69,74.22,-79.5,-96.56,86.33,61.4,11.41,-7.07,72.58,77.02,-76.39,12.41,-73.97,30.17
31,f30.png,0.5354,0.4648,51655,0,35.9,-85.04,45.23,59.48,-94.29,-77.3,74.38,-85.35,-92.83,71.77,76.84,12.96,-8.63,69.42,77.95,-83.45,4.79,-66.27,28.31
32,f31.png,0.4803,0.5201,49735,0,33.3,-85.5,43.91,62.63,-94.8,-83.65,95.93,-88.31,-99.97,70.55,77.63,-6.89,-9.1,18.38,48.07,-53.2,-11.83,-50.36,25.48
