frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
15,f14.png,0.4838,0.5166,16513,0,10.8,-94.61,-49.59,52.8,74.75,160.63,9.83,94.07,-85.75,83.85,-26.04,-85.93,64.67,-94.54,-64.32,-96.82,-7.09,21.12,46.26
16,f15.png,0.4526,0.5478,51655,0,32.3,-93.32,-42.14,54.97,75.52,160.88,8.95,96.79,-99.57,89.79,-26.62,-100.82,67.1,-91.26,-69.94,-88.83,-5.19,12.11,46.77
17,f16.png,0.4537,0.5468,51655,0,32.6,-95.08,-32.86,56.02,75.85,161.77,8.71,99.83,-97.12,89.65,-24.14,-111.43,68.12,-86.19,-73.46,-86.07,0.1,7.72,46.61
18,f17.png,0.5131,0.4871,49735,0,31.6,-95.41,-99.85,85.33,48.74,161.47,44.88,93.56,-100.0,85.48,-6.53,-107.32,80.48,-83.84,-75.98,-96.79,28.03,-12.36,67.94
19,f18.png,0.5144,0.4858,49735,0,31.2,-95.41,-99.85,85.33,48.74,161.47,44.88,94.0,-98.78,85.52,-4.89,-115.25,81.44,-81.04,-75.99,-94.88,20.32,-17.23,67.55
20,f19.png,0.515,0.4852,49735,0,30.9,-93.27,-88.73,74.16,61.98,162.73,53.37,92.37,-90.13,75.31,4.45,-127.36,99.41,-78.85,-69.74,-96.77,-0.91,-40.84,53.94
21,f20.png,0.4796,0.5208,51655,0,31.7,-98.7,-69.2,60.0,31.25,162.69,69.95,78.29,-92.4,62.72,11.69,-148.16,99.98,-76.02,-70.13,-96.83,-5.56,-46.05,80.01
22,f21.png,0.4705,0.5299,11521,0,7.5,-95.01,-60.85,56.75,27.67,162.68,57.65,80.75,-93.73,61.84,11.97,-157.12,99.55,-74.25,-72.87,-96.83,-6.35,-54.16,88.37
23,f22.png,0.4559,0.5446,27073,0,17.9,-93.83,-51.96,51.73,86.01,135.01,-9.09,86.93,-100.0,64.23,10.94,-157.21,93.19,-73.32,-74.81,-96.83,-7.23,-63.41,93.54
24,f23.png,0.4463,0.5542,51655,0,32.2,-94.53,-40.73,56.71,73.55,136.51,-9.79,92.95,-100.0,79.58,-19.74,-157.19,99.67,-72.94,-75.0,-96.81,-12.8,-81.16,65.16
25,f24.png,0.4492,0.5513,51655,0,32.2,-94.64,-33.43,55.99,41.74,119.84,-7.75,101.18,-100.0,87.62,-35.64,-157.17,72.39,-72.98,-75.5,-96.83,-18.7,-94.44,99.56
26,f25.png,0.454,0.5464,51655,0,32.3,-97.64,-17.43,63.55,40.7,122.14,-7.93,106.39,-98.78,88.02,-35.63,-156.86,83.89,-74.08,-79.98,-96.81,-17.23,-100.41,98.83
27,f26.png,0.5108,0.4894,49735,0,31.3,-87.58,-81.49,82.56,40.75,123.28,-7.75,108.07,-99.36,88.77,-29.56,-157.19,84.48,-96.61,-75.65,-93.88,-17.85,-111.08,97.78
28,f27.png,0.5116,0.4887,27073,0,18.0,-87.42,-77.24,90.57,39.58,106.44,-7.02,108.12,-98.65,82.68,-8.38,-156.56,73.03,-96.0,-74.18,-96.83,-11.2,-120.22,66.94
29,f28.png,0.4797,0.5206,51655,0,32.3,-91.19,-65.81,83.31,43.25,110.23,-9.96,105.24,-99.93,86.23,-8.73,-156.77,72.33,-93.79,-76.29,-92.88,-10.22,-124.13,68.41
30,f29.png,0.4543,0.5461,51655,0,32.0,-99.36,-65.57,75.68,44.6,111.2,-9.19,103.43,-97.71,86.8,-8.49,-157.19,72.26,-92.96,-75.46,-96.79,-3.4,-136.0,68.91
31,f30.png,0.462,0.5385,51655,0,32.3,-107.2,-60.74,67.91,84.72,88.12,-6.68,82.66,-99.95,78.42,-13.73,-154.37,87.27,-74.83,-70.56,-96.83,-10.77,-67.9,27.02
32,f31.png,0.4594,0.541,11329,0,7.5,-95.07,-52.1,53.24,85.75,60.6,-5.48,86.88,-99.99,80.68,-18.31,-157.05,94.36,-73.66,-72.07,-96.83,-13.13,-70.72,31.61
