frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
13,f12.png,0.5339,0.4668,49735,0,33.2,-104.57,-33.97,-1.53,75.16,-101.75,65.04,104.2,-49.2,-89.53,-77.1,23.04,-9.11,-51.02,-56.21,-96.76,-94.81,-91.29,-9.16
14,f13.png,0.5364,0.4642,49735,0,32.9,-102.89,-7.17,-23.98,70.25,-100.88,70.5,103.01,-49.32,-90.25,-72.97,15.05,-0.67,-51.31,-56.07,-96.71,-94.78,-91.09,-9.31
15,f14.png,0.5564,0.4442,49735,0,32.3,-98.49,10.1,-44.6,63.68,-106.28,59.42,104.56,-44.85,-95.56,-75.17,0.68,0.81,-54.44,-56.25,-94.55,-94.64,-94.89,-7.64
16,f15.png,0.5524,0.4481,49735,0,32.0,-97.71,12.94,-49.32,65.13,-106.1,55.19,105.21,-45.56,-96.72,-72.67,1.22,-1.41,-56.88,-54.28,-95.39,-93.22,-87.43,-9.77
17,f16.png,0.5574,0.4431,49735,0,32.0,-96.09,13.61,-50.93,66.03,-110.29,46.74,105.0,-45.84,-96.22,-73.72,-2.29,0.32,-56.88,-54.28,-95.39,-93.22,-87.43,-9.77
18,f17.png,0.5585,0.442,49735,0,31.5,-95.86,18.12,-57.99,69.09,-108.47,44.73,104.77,-46.78,-96.57,-71.0,-1.59,-0.62,-57.6,-53.27,-96.73,-95.0,-72.72,1.72
19,f18.png,0.5572,0.4434,49735,0,31.8,-96.19,20.62,-61.7,69.24,-105.32,44.28,104.77,-46.78,-96.57,-71.0,-1.59,-0.62,-55.93,-53.98,-96.82,-94.97,-18.48,3.11
20,f19.png,0.5588,0.4417,49735,0,31.4,-97.43,26.04,-70.5,72.5,-102.87,46.67,104.77,-46.78,-96.57,-71.0,-1.59,-0.62,-56.59,-54.19,-96.81,-94.21,-21.65,1.49
21,f20.png,0.5477,0.4529,49735,0,31.3,-96.25,29.8,-78.94,77.23,-102.8,41.46,102.99,-47.18,-96.81,-67.08,-6.19,-2.62,-53.79,-53.98,-96.82,-94.78,-16.05,5.67
22,f21.png,0.5472,0.4534,49735,0,31.5,-96.25,29.8,-78.94,77.23,-102.8,41.46,102.25,-47.0,-96.48,-65.72,0.26,-0.97,-53.78,-55.64,-96.77,-94.9,-15.56,5.05
23,f22.png,0.5496,0.4509,49735,0,31.3,-96.25,29.8,-78.94,77.23,-102.8,41.46,102.25,-47.0,-96.48,-65.72,0.26,-0.97,-53.78,-55.64,-96.77,-94.9,-15.56,5.05
24,f23.png,0.5512,0.4493,49735,0,31.3,-96.25,29.8,-78.94,77.23,-102.8,41.46,102.25,-47.0,-96.48,-65.72,0.26,-0.97,-54.43,-55.68,-96.8,-94.97,-27.42,4.16
25,f24.png,0.5443,0.4562,49735,0,31.3,-96.15,28.58,-77.41,78.46,-99.85,40.3,102.25,-47.0,-96.48,-65.72,0.26,-0.97,-54.43,-55.68,-96.8,-94.97,-27.42,4.16
26,f25.png,0.5538,0.4467,49735,0,31.3,-97.37,27.22,-72.24,72.24,-105.52,49.89,104.61,-46.09,-95.66,-71.9,6.83,-1.23,-56.55,-54.14,-96.83,-94.17,-20.85,2.48
27,f26.png,0.5574,0.4431,49735,0,31.2,-96.17,27.69,-73.87,73.85,-106.28,45.53,104.28,-47.32,-96.79,-69.42,-3.98,-1.64,-56.55,-54.14,-96.83,-94.17,-20.85,2.48
28,f27.png,0.5563,0.4442,49735,0,31.1,-96.17,27.69,-73.87,73.85,-106.28,45.53,104.25,-47.54,-96.48,-69.26,-5.88,-1.91,-56.55,-54.14,-96.83,-94.17,-20.85,2.48
29,f28.png,0.5617,0.4389,49735,0,30.9,-96.98,27.29,-73.95,76.19,-102.65,45.11,104.25,-47.54,-96.48,-69.26,-5.88,-1.91,-56.55,-54.14,-96.83,-94.17,-20.85,2.48
30,f29.png,0.5534,0.4471,49735,0,31.0,-96.98,27.29,-73.95,76.19,-102.65,45.11,103.94,-45.5,-96.82,-72.5,-2.95,-1.43,-56.59,-54.18,-96.79,-94.8,-26.39,-0.05
31,f30.png,0.5674,0.4331,49735,0,30.9,-98.19,28.1,-75.5,77.18,-102.93,50.94,103.94,-45.5,-96.82,-72.5,-2.95,-1.43,-54.92,-54.21,-96.82,-95.0,-73.66,4.8
32,f31.png,0.5701,0.4304,49735,0,30.8,-98.04,28.68,-74.92,74.6,-101.8,50.61,103.94,-45.11,-96.83,-72.44,-3.89,-1.07,-54.86,-54.95,-96.44,-94.9,-80.99,7.83
