mask,roughness_before,roughness_after,area_before,area_after,cc_before,cc_after
f0428_M_mask.png,2.047,2.027,142455,142409,1,1
f0433_M_mask.png,2.017,2.002,141618,141601,1,1
f0438_M_mask.png,2.051,2.03,139848,139825,1,1
f0443_M_mask.png,2.025,2.006,138397,138367,1,1
f0448_M_mask.png,2.007,1.988,133900,133869,1,1
f0453_M_mask.png,2.021,1.998,126584,126537,1,1
f0458_M_mask.png,2.03,2.001,120052,120037,1,1
f0463_M_mask.png,2.018,1.996,113829,113799,1,1
f0468_M_mask.png,2.018,1.992,107853,107830,1,1
f0473_M_mask.png,1.996,1.976,101915,101884,1,1
f0478_M_mask.png,1.994,1.973,100783,100752,1,1
f0483_M_mask.png,1.997,1.972,100757,100739,1,1
f0537_I_mask.png,1.989,1.962,72959,72925,1,1
f0537_M_mask.png,1.983,1.96,79273,79257,1,1
f0542_I_mask.png,1.986,1.966,72798,72772,1,1
f0542_M_mask.png,1.997,1.974,78400,78396,1,1
f0547_I_mask.png,1.993,1.965,72559,72546,1,1
f0547_M_mask.png,2.072,2.047,81333,81303,1,1
f0552_I_mask.png,1.993,1.968,72619,72599,1,1
f0552_M_mask.png,2.0,1.976,78576,78551,1,1
f0557_I_mask.png,1.993,1.972,72359,72333,1,1
f0557_M_mask.png,1.992,1.965,78981,78971,1,1
f0562_I_mask.png,1.99,1.969,72296,72274,1,1
f0562_M_mask.png,2.004,1.978,78338,78321,1,1
f0567_I_mask.png,1.986,1.962,72399,72366,1,1
f0567_M_mask.png,2.079,2.047,81085,81055,1,1
f0572_I_mask.png,1.984,1.965,72184,72159,1,1
f0572_M_mask.png,1.999,1.974,78685,78679,1,1
f0577_I_mask.png,1.992,1.963,72647,72621,1,1
f0577_M_mask.png,2.086,2.047,81186,81169,1,1
f0582_I_mask.png,1.993,1.971,72080,72057,1,1
f0582_M_mask.png,2.002,1.975,78677,78653,1,1
f0587_I_mask.png,1.994,1.971,71970,71947,1,1
f0587_M_mask.png,1.987,1.965,78979,78964,1,1
f0592_I_mask.png,1.993,1.969,71862,71851,1,1
f0592_M_mask.png,2.005,1.981,78334,78324,1,1
f0597_I_mask.png,1.992,1.969,72487,72467,1,1
f0597_M_mask.png,2.077,2.046,81318,81302,1,1
f0682_A_mask.png,1.631,1.564,15044,15832,1,1
f0682_F_mask.png,1.756,1.716,15459,15443,1,1
f0682_I_mask.png,1.678,1.625,11379,11366,1,1
f0682_M_mask.png,1.819,1.779,19872,19844,1,1
f0687_A_mask.png,1.654,1.561,14879,15719,1,1
f0687_F_mask.png,1.791,1.669,17797,17839,1,1
f0687_I_mask.png,1.582,1.518,14418,14395,1,1
f0687_M_mask.png,1.734,1.686,20609,20594,1,1
f0692_A_mask.png,1.486,1.475,18667,18650,1,1
f0692_F_mask.png,1.79,1.672,17776,17827,2,1
f0692_I_mask.png,1.696,1.641,11790,11755,1,1
f0692_M_mask.png,1.723,1.686,20609,20589,1,1
f0697_A_mask.png,1.669,1.559,14919,15993,2,1
f0697_F_mask.png,1.75,1.638,17892,17922,1,1
f0697_I_mask.png,2.071,1.903,15188,15118,3,1
f0697_M_mask.png,1.999,1.934,15891,15860,1,1
f0702_A_mask.png,1.621,1.558,15612,16326,1,1
f0702_F_mask.png,1.661,1.635,18534,18512,1,1
f0702_I_mask.png,2.242,2.151,22834,22806,2,1
f0702_M_mask.png,1.698,1.661,21063,21047,1,1
f0707_A_mask.png,1.609,1.542,16379,16867,1,1
f0707_F_mask.png,1.928,1.734,16058,15966,2,1
f0707_I_mask.png,2.518,2.427,27690,27667,1,1
f0707_M_mask.png,1.804,1.729,19326,19299,1,1
f0712_A_mask.png,1.607,1.542,16505,16895,1,1
f0712_F_mask.png,1.82,1.756,15401,15370,1,1
f0712_I_mask.png,2.724,2.361,23406,23069,17,1
f0712_L_mask.png,1.921,1.55,10900,10700,17,1
f0712_M_mask.png,1.702,1.668,20796,20774,1,1
f0717_A_mask.png,1.608,1.549,16091,16662,1,1
f0717_F_mask.png,1.815,1.76,15276,15257,1,1
f0717_I_mask.png,1.857,1.78,15561,15532,1,1
f0717_L_mask.png,1.488,1.448,12930,12913,1,1
f0717_M_mask.png,1.791,1.74,19211,19175,2,1
f0717_Y_mask.png,1.593,1.552,11030,11010,1,1
f0722_A_mask.png,1.611,1.547,15988,16623,1,1
f0722_F_mask.png,1.809,1.763,15258,15236,1,1
f0722_I_mask.png,1.728,1.632,15066,15036,1,1
f0722_L_mask.png,1.48,1.45,13360,13335,1,1
f0722_M_mask.png,1.719,1.678,20654,20630,1,1
f0722_Y_mask.png,1.589,1.508,13140,13106,1,1
f0727_A_mask.png,1.68,1.57,14696,15629,1,1
f0727_F_mask.png,1.826,1.757,15403,15380,1,1
f0727_I_mask.png,1.721,1.66,12227,12210,1,1
f0727_L_mask.png,1.46,1.442,13140,13121,1,1
f0727_M_mask.png,1.78,1.733,19313,19283,1,1
f0727_Y_mask.png,1.605,1.529,12546,12545,1,1
