frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg,q_r3_j0_deg,q_r3_j1_deg,q_r3_j2_deg,q_r3_j3_deg,q_r3_j4_deg,q_r3_j5_deg,q_r4_j0_deg,q_r4_j1_deg,q_r4_j2_deg,q_r4_j3_deg,q_r4_j4_deg,q_r4_j5_deg
14,f13.png,0.7041,0.2962,45834,0,32.3,64.91,-41.74,49.56,11.45,-107.33,90.07,48.71,48.24,-44.89,-31.28,-86.3,-4.39,89.11,-96.42,20.89,76.79,-57.25,39.18,81.98,-7.22,44.13,76.7,-64.75,-1.37,52.41,95.06,-94.59,-11.15,133.32,64.87
15,f14.png,0.6992,0.3012,50058,0,35.6,62.5,-40.67,49.19,8.98,-107.27,90.07,48.58,48.59,-44.79,-31.28,-86.3,-4.39,88.81,-99.72,31.11,68.36,-44.67,43.55,82.15,-7.43,44.28,76.8,-64.02,-1.47,52.42,95.08,-94.58,-11.27,133.32,64.86
16,f15.png,0.6935,0.3069,45642,0,32.0,62.09,-40.28,48.91,8.14,-107.93,90.1,48.6,48.64,-44.78,-31.28,-86.3,-4.39,89.95,-97.01,34.13,62.69,-45.84,47.56,82.71,-7.46,44.2,76.65,-63.85,-1.6,52.39,95.06,-94.59,-11.28,133.32,64.86
17,f16.png,0.692,0.3084,47946,0,33.7,62.05,-40.4,48.97,8.06,-107.95,90.1,49.3,48.57,-42.1,-28.97,-85.98,-4.35,90.17,-98.6,40.0,57.64,-39.76,52.38,81.81,-7.77,44.65,77.42,-63.27,-2.16,52.39,95.08,-94.57,-11.27,133.32,64.86
18,f17.png,0.6852,0.3152,47370,0,33.5,61.46,-40.18,49.09,7.95,-108.04,90.1,49.3,48.57,-42.1,-28.97,-85.98,-4.35,89.5,-99.18,39.09,56.82,-39.19,52.35,82.38,-7.86,44.09,77.09,-63.56,-2.5,52.4,95.09,-94.57,-11.27,133.32,64.86
19,f18.png,0.6779,0.3225,45834,0,32.4,61.46,-40.18,49.09,7.95,-108.04,90.1,49.3,48.57,-42.1,-28.97,-85.98,-4.35,89.5,-99.18,39.09,56.82,-39.19,52.35,82.38,-7.86,44.09,77.09,-63.56,-2.5,52.4,95.09,-94.57,-11.27,133.32,64.86
20,f19.png,0.6807,0.3195,44490,0,31.3,62.1,-42.38,49.79,10.2,-108.41,90.05,49.3,48.61,-42.07,-28.97,-85.98,-4.35,93.47,-87.94,78.36,65.13,-28.93,50.03,94.96,-10.71,40.9,77.31,-63.53,-2.38,52.61,95.07,-94.6,-11.27,133.31,64.86
21,f20.png,0.6801,0.3202,45258,0,32.4,61.22,-42.12,48.96,11.65,-108.71,90.05,49.29,48.57,-42.06,-28.97,-85.98,-4.35,93.36,-88.08,78.07,65.21,-29.24,50.0,98.87,1.72,41.08,77.66,-62.96,-2.39,52.57,95.07,-94.6,-11.28,133.32,64.86
22,f21.png,0.6813,0.319,44490,0,32.0,61.24,-42.21,49.07,11.53,-108.67,90.06,49.3,48.56,-42.05,-28.97,-85.98,-4.35,93.43,-87.92,78.21,65.3,-28.97,50.02,98.84,16.02,36.18,75.86,-63.08,0.45,52.58,95.07,-94.6,-11.28,133.31,64.86
23,f22.png,0.6801,0.3202,44874,0,32.3,61.24,-42.21,49.07,11.53,-108.67,90.06,49.3,48.56,-42.05,-28.97,-85.98,-4.35,93.43,-87.92,78.21,65.3,-28.97,50.02,100.24,22.48,34.5,77.91,-63.54,0.39,52.58,95.07,-94.6,-11.28,133.31,64.86
24,f23.png,0.6833,0.317,43914,0,31.8,61.09,-42.63,49.49,11.2,-108.62,90.06,49.29,48.57,-42.05,-28.97,-85.98,-4.35,93.55,-87.84,78.39,65.36,-29.02,49.97,99.95,33.61,22.46,90.44,-66.14,0.42,52.6,95.09,-94.58,-11.26,133.3,64.86
25,f24.png,0.6858,0.3145,46026,0,33.8,61.19,-42.64,49.53,11.12,-108.6,90.06,49.29,48.56,-42.05,-28.97,-85.98,-4.35,93.58,-87.89,78.32,65.46,-29.03,49.96,99.89,39.64,17.16,94.37,-69.53,0.49,52.6,95.07,-94.59,-11.26,133.3,64.86
26,f25.png,0.683,0.3173,45642,0,33.5,61.08,-43.01,49.87,10.88,-108.58,90.07,49.26,48.6,-42.03,-28.97,-85.98,-4.35,93.5,-88.75,77.95,65.05,-28.32,50.2,101.42,43.0,14.47,95.0,-82.2,0.41,52.61,95.04,-94.61,-11.26,133.29,64.86
27,f26.png,0.6819,0.3184,46794,0,34.3,61.78,-42.74,50.09,9.81,-110.69,90.62,49.44,48.56,-42.13,-28.97,-85.98,-4.35,93.5,-88.81,77.8,65.05,-28.32,50.2,101.66,43.15,14.47,95.0,-82.2,0.41,52.7,95.07,-94.59,-11.24,133.28,64.86
28,f27.png,0.6807,0.3196,47178,0,34.5,61.78,-42.74,50.09,9.81,-110.69,90.62,49.44,48.56,-42.13,-28.97,-85.98,-4.35,93.44,-88.82,77.81,65.03,-28.38,50.18,101.66,43.15,14.47,95.0,-82.2,0.41,52.7,95.07,-94.59,-11.24,133.28,64.86
29,f28.png,0.6788,0.3215,47178,0,34.3,61.78,-42.74,50.09,9.81,-110.69,90.62,49.44,48.56,-42.13,-28.97,-85.98,-4.35,93.26,-88.82,77.81,65.02,-28.15,50.14,101.66,43.15,14.47,95.0,-82.2,0.41,52.7,95.07,-94.59,-11.24,133.28,64.86
30,f29.png,0.6756,0.3247,46410,0,34.1,61.78,-42.74,50.09,9.81,-110.69,90.62,49.44,48.56,-42.13,-28.97,-85.98,-4.35,93.07,-88.68,77.82,65.06,-28.07,50.12,101.66,43.15,14.47,95.0,-82.2,0.41,52.7,95.07,-94.59,-11.24,133.28,64.86
31,f30.png,0.6795,0.3208,46218,0,33.9,61.78,-42.74,50.09,9.81,-110.69,90.62,49.44,48.56,-42.13,-28.97,-85.98,-4.35,93.35,-87.96,78.09,67.21,-26.32,50.83,101.66,43.15,14.47,95.0,-82.2,0.41,52.7,95.07,-94.59,-11.24,133.28,64.86
32,f31.png,0.6788,0.3215,46218,0,33.9,61.78,-42.74,50.09,9.81,-110.69,90.62,49.44,48.56,-42.13,-28.97,-85.98,-4.35,93.36,-87.98,78.17,67.12,-26.33,50.81,101.66,43.15,14.47,95.0,-82.2,0.41,52.7,95.07,-94.59,-11.24,133.28,64.86
