frame_id,scene,letter,status,x,y,w,h,area,cx,cy,refined,s_lo,v_lo,cutout,mask
f0249,scene_03,c00,unlabelled,982,460,331,452,60460,1111.3,633.8,0,165,140,by_frame/f0249/f0249_c00.png,by_frame/f0249/f0249_c00_mask.png
f0254,scene_03,c00,unlabelled,990,469,328,437,57334,1118.4,638.0,0,165,140,by_frame/f0254/f0254_c00.png,by_frame/f0254/f0254_c00_mask.png
f0259,scene_03,c00,unlabelled,992,482,332,430,57896,1122.0,646.9,0,165,140,by_frame/f0259/f0259_c00.png,by_frame/f0259/f0259_c00_mask.png
f0264,scene_03,c00,unlabelled,706,378,160,536,25255,787.0,759.0,0,165,140,by_frame/f0264/f0264_c00.png,by_frame/f0264/f0264_c00_mask.png
f0264,scene_03,c01,unlabelled,998,490,332,422,57660,1128.1,653.2,0,165,140,by_frame/f0264/f0264_c01.png,by_frame/f0264/f0264_c01_mask.png
f0269,scene_03,c00,unlabelled,672,348,254,566,54173,797.1,603.5,0,165,140,by_frame/f0269/f0269_c00.png,by_frame/f0269/f0269_c00_mask.png
f0269,scene_03,c01,unlabelled,1006,478,332,418,58731,1137.1,645.5,0,165,140,by_frame/f0269/f0269_c01.png,by_frame/f0269/f0269_c01_mask.png
f0274,scene_03,c00,unlabelled,683,346,257,568,55892,809.0,600.6,0,165,140,by_frame/f0274/f0274_c00.png,by_frame/f0274/f0274_c00_mask.png
f0274,scene_03,c01,unlabelled,1015,464,329,437,59190,1144.9,636.2,0,165,140,by_frame/f0274/f0274_c01.png,by_frame/f0274/f0274_c01_mask.png
f0279,scene_03,c00,unlabelled,694,346,258,568,55941,820.7,600.5,0,165,140,by_frame/f0279/f0279_c00.png,by_frame/f0279/f0279_c00_mask.png
f0279,scene_03,c01,unlabelled,1018,460,330,452,60267,1147.6,633.0,0,165,140,by_frame/f0279/f0279_c01.png,by_frame/f0279/f0279_c01_mask.png
f0284,scene_03,c00,unlabelled,705,346,259,568,56179,832.5,600.2,0,165,140,by_frame/f0284/f0284_c00.png,by_frame/f0284/f0284_c00_mask.png
f0284,scene_03,c01,unlabelled,1022,458,332,445,59921,1150.8,631.6,0,165,140,by_frame/f0284/f0284_c01.png,by_frame/f0284/f0284_c01_mask.png
f0289,scene_03,c00,unlabelled,717,346,259,568,53870,844.3,587.1,0,165,140,by_frame/f0289/f0289_c00.png,by_frame/f0289/f0289_c00_mask.png
f0289,scene_03,c01,unlabelled,1028,458,333,439,59874,1157.1,630.8,0,165,140,by_frame/f0289/f0289_c01.png,by_frame/f0289/f0289_c01_mask.png
f0294,scene_03,c00,unlabelled,720,346,258,551,52420,846.7,577.8,0,165,140,by_frame/f0294/f0294_c00.png,by_frame/f0294/f0294_c00_mask.png
f0294,scene_03,c01,unlabelled,976,488,375,408,57178,1132.5,657.2,0,165,140,by_frame/f0294/f0294_c01.png,by_frame/f0294/f0294_c01_mask.png
f0299,scene_03,c00,unlabelled,720,346,258,551,52507,846.7,577.6,0,165,140,by_frame/f0299/f0299_c00.png,by_frame/f0299/f0299_c00_mask.png
f0299,scene_03,c01,unlabelled,928,508,373,389,66698,1095.4,680.1,0,165,140,by_frame/f0299/f0299_c01.png,by_frame/f0299/f0299_c01_mask.png
f0304,scene_03,c00,unlabelled,720,346,259,550,51471,845.0,570.7,0,165,140,by_frame/f0304/f0304_c00.png,by_frame/f0304/f0304_c00_mask.png
f0304,scene_03,c01,unlabelled,886,518,330,376,67094,1017.6,696.3,0,165,140,by_frame/f0304/f0304_c01.png,by_frame/f0304/f0304_c01_mask.png
f0309,scene_03,c00,unlabelled,720,346,259,550,51929,844.8,573.6,0,165,140,by_frame/f0309/f0309_c00.png,by_frame/f0309/f0309_c00_mask.png
f0309,scene_03,c01,unlabelled,884,520,319,380,66900,1000.5,703.4,0,165,140,by_frame/f0309/f0309_c01.png,by_frame/f0309/f0309_c01_mask.png
f0314,scene_03,c00,unlabelled,720,346,259,550,51068,844.3,570.1,0,165,140,by_frame/f0314/f0314_c00.png,by_frame/f0314/f0314_c00_mask.png
f0314,scene_03,c01,unlabelled,877,526,311,380,65980,1000.3,705.1,0,165,140,by_frame/f0314/f0314_c01.png,by_frame/f0314/f0314_c01_mask.png
f0319,scene_03,c00,unlabelled,720,346,259,550,51335,844.5,571.3,0,165,140,by_frame/f0319/f0319_c00.png,by_frame/f0319/f0319_c00_mask.png
f0319,scene_03,c01,unlabelled,878,528,316,368,66696,1005.8,705.3,0,165,140,by_frame/f0319/f0319_c01.png,by_frame/f0319/f0319_c01_mask.png
f0324,scene_03,c00,unlabelled,720,346,259,550,50909,844.2,569.2,0,165,140,by_frame/f0324/f0324_c00.png,by_frame/f0324/f0324_c00_mask.png
f0324,scene_03,c01,unlabelled,876,536,318,367,65504,1005.9,709.5,0,165,140,by_frame/f0324/f0324_c01.png,by_frame/f0324/f0324_c01_mask.png
f0329,scene_03,c00,unlabelled,748,328,265,568,53091,857.9,557.8,0,165,140,by_frame/f0329/f0329_c00.png,by_frame/f0329/f0329_c00_mask.png
f0329,scene_03,c01,unlabelled,876,536,318,365,65388,1006.0,709.1,0,165,140,by_frame/f0329/f0329_c01.png,by_frame/f0329/f0329_c01_mask.png
f0334,scene_03,c00,unlabelled,762,324,272,580,52175,869.0,572.5,0,165,140,by_frame/f0334/f0334_c00.png,by_frame/f0334/f0334_c00_mask.png
f0334,scene_03,c01,unlabelled,876,536,318,370,65396,1005.9,709.1,0,165,140,by_frame/f0334/f0334_c01.png,by_frame/f0334/f0334_c01_mask.png
f0339,scene_03,c00,unlabelled,762,324,272,588,52994,868.6,578.4,0,165,140,by_frame/f0339/f0339_c00.png,by_frame/f0339/f0339_c00_mask.png
f0339,scene_03,c01,unlabelled,876,536,318,375,67001,1006.6,713.9,0,165,140,by_frame/f0339/f0339_c01.png,by_frame/f0339/f0339_c01_mask.png
f0418,scene_04,M,ok,770,402,456,526,122717,998.3,616.5,0,165,140,by_frame/f0418/f0418_M.png,by_frame/f0418/f0418_M_mask.png
f0423,scene_04,M,ok,770,402,456,526,122591,998.3,616.5,0,165,140,by_frame/f0423/f0423_M.png,by_frame/f0423/f0423_M_mask.png
f0428,scene_04,M,ok,768,405,465,520,122122,999.0,619.1,0,165,140,by_frame/f0428/f0428_M.png,by_frame/f0428/f0428_M_mask.png
f0433,scene_04,M,ok,766,416,464,512,121394,1000.0,627.2,0,165,140,by_frame/f0433/f0433_M.png,by_frame/f0433/f0433_M_mask.png
f0438,scene_04,M,ok,768,416,469,512,118590,1003.1,628.0,0,165,140,by_frame/f0438/f0438_M.png,by_frame/f0438/f0438_M_mask.png
f0443,scene_04,M,ok,766,422,474,506,117208,1004.2,632.8,0,165,140,by_frame/f0443/f0443_M.png,by_frame/f0443/f0443_M_mask.png
f0448,scene_04,M,ok,758,436,483,492,113369,1000.8,642.8,0,165,140,by_frame/f0448/f0448_M.png,by_frame/f0448/f0448_M_mask.png
f0453,scene_04,M,ok,762,452,476,476,105739,1003.0,650.0,0,165,140,by_frame/f0453/f0453_M.png,by_frame/f0453/f0453_M_mask.png
f0458,scene_04,M,ok,768,464,465,464,99661,1002.7,656.7,0,165,140,by_frame/f0458/f0458_M.png,by_frame/f0458/f0458_M_mask.png
f0463,scene_04,M,ok,774,476,452,452,94388,1002.7,663.5,0,165,140,by_frame/f0463/f0463_M.png,by_frame/f0463/f0463_M_mask.png
f0468,scene_04,M,ok,782,488,438,440,89135,1002.7,670.4,0,165,140,by_frame/f0468/f0468_M.png,by_frame/f0468/f0468_M_mask.png
f0473,scene_04,M,ok,788,500,427,428,83663,1002.6,676.9,0,165,140,by_frame/f0473/f0473_M.png,by_frame/f0473/f0473_M_mask.png
f0478,scene_04,M,ok,790,502,423,426,82761,1002.8,678.4,0,165,140,by_frame/f0478/f0478_M.png,by_frame/f0478/f0478_M_mask.png
f0483,scene_04,M,ok,788,502,425,426,83153,1002.9,678.4,0,165,140,by_frame/f0483/f0483_M.png,by_frame/f0483/f0483_M_mask.png
f0537,scene_05,M,ok,588,578,390,302,58255,782.9,716.8,0,165,140,by_frame/f0537/f0537_M.png,by_frame/f0537/f0537_M_mask.png
f0537,scene_05,I,ok,939,328,262,596,58048,1064.9,589.6,0,165,140,by_frame/f0537/f0537_I.png,by_frame/f0537/f0537_I_mask.png
f0542,scene_05,M,ok,586,578,394,316,59305,784.5,717.9,0,165,140,by_frame/f0542/f0542_M.png,by_frame/f0542/f0542_M_mask.png
f0542,scene_05,I,ok,930,328,271,598,59613,1065.2,592.3,0,165,140,by_frame/f0542/f0542_I.png,by_frame/f0542/f0542_I_mask.png
f0547,scene_05,M,ok,586,578,394,315,59976,783.3,719.0,0,165,140,by_frame/f0547/f0547_M.png,by_frame/f0547/f0547_M_mask.png
f0547,scene_05,I,ok,930,328,271,597,60819,1066.4,596.3,0,165,140,by_frame/f0547/f0547_I.png,by_frame/f0547/f0547_I_mask.png
f0552,scene_05,M,ok,586,578,394,309,59257,782.9,716.9,0,165,140,by_frame/f0552/f0552_M.png,by_frame/f0552/f0552_M_mask.png
f0552,scene_05,I,ok,930,328,271,596,61309,1066.7,597.4,0,165,140,by_frame/f0552/f0552_I.png,by_frame/f0552/f0552_I_mask.png
f0557,scene_05,M,ok,586,578,394,302,59179,782.4,716.7,0,165,140,by_frame/f0557/f0557_M.png,by_frame/f0557/f0557_M_mask.png
f0557,scene_05,I,ok,930,328,271,598,61262,1066.9,596.6,0,165,140,by_frame/f0557/f0557_I.png,by_frame/f0557/f0557_I_mask.png
f0562,scene_05,M,ok,586,578,394,295,58742,781.9,715.5,0,165,140,by_frame/f0562/f0562_M.png,by_frame/f0562/f0562_M_mask.png
f0562,scene_05,I,ok,930,328,271,598,61248,1066.9,595.6,0,165,140,by_frame/f0562/f0562_I.png,by_frame/f0562/f0562_I_mask.png
f0567,scene_05,M,ok,586,578,394,296,58734,781.4,715.5,0,165,140,by_frame/f0567/f0567_M.png,by_frame/f0567/f0567_M_mask.png
f0567,scene_05,I,ok,930,328,271,598,61148,1067.0,595.0,0,165,140,by_frame/f0567/f0567_I.png,by_frame/f0567/f0567_I_mask.png
f0572,scene_05,M,ok,586,578,394,289,59060,781.4,715.3,0,165,140,by_frame/f0572/f0572_M.png,by_frame/f0572/f0572_M_mask.png
f0572,scene_05,I,ok,930,326,271,600,61359,1067.8,591.5,0,165,140,by_frame/f0572/f0572_I.png,by_frame/f0572/f0572_I_mask.png
f0577,scene_05,M,ok,586,578,394,316,59343,781.0,716.0,0,165,140,by_frame/f0577/f0577_M.png,by_frame/f0577/f0577_M_mask.png
f0577,scene_05,I,ok,930,326,272,600,60541,1068.6,587.0,0,165,140,by_frame/f0577/f0577_I.png,by_frame/f0577/f0577_I_mask.png
f0582,scene_05,M,ok,586,578,394,295,59031,781.4,715.2,0,165,140,by_frame/f0582/f0582_M.png,by_frame/f0582/f0582_M_mask.png
f0582,scene_05,I,ok,930,326,272,600,59665,1069.4,582.2,0,165,140,by_frame/f0582/f0582_I.png,by_frame/f0582/f0582_I_mask.png
f0587,scene_05,M,ok,586,578,394,294,59039,781.5,715.2,0,165,140,by_frame/f0587/f0587_M.png,by_frame/f0587/f0587_M_mask.png
f0587,scene_05,I,ok,930,326,272,600,58548,1069.9,576.4,0,165,140,by_frame/f0587/f0587_I.png,by_frame/f0587/f0587_I_mask.png
f0592,scene_05,M,ok,586,578,394,294,59109,781.1,715.4,0,165,140,by_frame/f0592/f0592_M.png,by_frame/f0592/f0592_M_mask.png
f0592,scene_05,I,ok,930,326,272,600,57551,1070.4,570.2,0,165,140,by_frame/f0592/f0592_I.png,by_frame/f0592/f0592_I_mask.png
f0597,scene_05,M,ok,586,578,394,294,59239,781.1,715.7,0,165,140,by_frame/f0597/f0597_M.png,by_frame/f0597/f0597_M_mask.png
f0597,scene_05,I,ok,930,326,272,600,56057,1071.1,561.2,0,165,140,by_frame/f0597/f0597_I.png,by_frame/f0597/f0597_I_mask.png
f0682,scene_06,c00,"mismatch(word=6,found=4)",176,298,128,210,10516,229.0,374.4,0,165,140,by_frame/f0682/f0682_c00.png,by_frame/f0682/f0682_c00_mask.png
f0682,scene_06,c01,"mismatch(word=6,found=4)",490,340,134,162,8830,558.4,422.3,0,165,140,by_frame/f0682/f0682_c01.png,by_frame/f0682/f0682_c01_mask.png
f0682,scene_06,c02,"mismatch(word=6,found=4)",818,340,148,158,9868,892.7,401.1,0,165,140,by_frame/f0682/f0682_c02.png,by_frame/f0682/f0682_c02_mask.png
f0682,scene_06,c03,"mismatch(word=6,found=4)",1198,323,82,185,7535,1237.2,409.2,0,165,140,by_frame/f0682/f0682_c03.png,by_frame/f0682/f0682_c03_mask.png
f0687,scene_06,F,ok,0,295,305,633,17568,228.3,379.3,0,95,100,by_frame/f0687/f0687_F.png,by_frame/f0687/f0687_F_mask.png
f0687,scene_06,A,ok,0,21,69,126,4096,18.8,70.9,0,95,100,by_frame/f0687/f0687_A.png,by_frame/f0687/f0687_A_mask.png
f0687,scene_06,M,ok,484,336,150,172,12226,558.3,424.3,0,95,100,by_frame/f0687/f0687_M.png,by_frame/f0687/f0687_M_mask.png
f0687,scene_06,I,ok,805,336,150,173,13362,880.3,407.0,0,95,100,by_frame/f0687/f0687_I.png,by_frame/f0687/f0687_I_mask.png
f0687,scene_06,L,ok,1194,320,134,372,11179,1236.4,402.3,0,95,100,by_frame/f0687/f0687_L.png,by_frame/f0687/f0687_L_mask.png
f0687,scene_06,Y,ok,1625,436,75,265,7687,1657.8,564.0,0,95,100,by_frame/f0687/f0687_Y.png,by_frame/f0687/f0687_Y_mask.png
f0692,scene_06,F,ok,0,295,305,633,18024,228.2,380.0,0,95,100,by_frame/f0692/f0692_F.png,by_frame/f0692/f0692_F_mask.png
f0692,scene_06,A,ok,0,21,69,126,4012,18.6,70.5,0,95,100,by_frame/f0692/f0692_A.png,by_frame/f0692/f0692_A_mask.png
f0692,scene_06,M,ok,484,336,150,173,12262,558.5,424.7,0,95,100,by_frame/f0692/f0692_M.png,by_frame/f0692/f0692_M_mask.png
f0692,scene_06,I,ok,805,336,150,173,13343,880.0,406.8,0,95,100,by_frame/f0692/f0692_I.png,by_frame/f0692/f0692_I_mask.png
f0692,scene_06,L,ok,1194,320,134,372,10927,1235.9,401.3,0,95,100,by_frame/f0692/f0692_L.png,by_frame/f0692/f0692_L_mask.png
f0692,scene_06,Y,ok,1624,432,76,268,7508,1658.5,564.7,0,95,100,by_frame/f0692/f0692_Y.png,by_frame/f0692/f0692_Y_mask.png
f0697,scene_06,F,ok,0,293,302,635,17625,227.5,377.5,0,95,100,by_frame/f0697/f0697_F.png,by_frame/f0697/f0697_F_mask.png
f0697,scene_06,A,ok,0,21,69,131,4050,18.5,71.2,0,95,100,by_frame/f0697/f0697_A.png,by_frame/f0697/f0697_A_mask.png
f0697,scene_06,M,ok,484,336,150,350,12926,558.7,425.1,0,95,100,by_frame/f0697/f0697_M.png,by_frame/f0697/f0697_M_mask.png
f0697,scene_06,I,ok,797,353,168,152,12304,879.1,413.0,0,95,100,by_frame/f0697/f0697_I.png,by_frame/f0697/f0697_I_mask.png
f0697,scene_06,L,ok,1188,283,198,406,14383,1284.9,396.9,0,95,100,by_frame/f0697/f0697_L.png,by_frame/f0697/f0697_L_mask.png
f0697,scene_06,Y,ok,1624,432,80,267,7519,1658.8,563.9,0,95,100,by_frame/f0697/f0697_Y.png,by_frame/f0697/f0697_Y_mask.png
f0702,scene_06,F,ok,0,285,295,643,17455,218.4,401.1,0,95,100,by_frame/f0702/f0702_F.png,by_frame/f0702/f0702_F_mask.png
f0702,scene_06,A,ok,0,21,69,124,3859,18.8,69.0,0,95,100,by_frame/f0702/f0702_A.png,by_frame/f0702/f0702_A_mask.png
f0702,scene_06,M,ok,484,336,150,350,12912,558.9,425.0,0,95,100,by_frame/f0702/f0702_M.png,by_frame/f0702/f0702_M_mask.png
f0702,scene_06,I,ok,805,336,150,170,13444,880.3,407.0,0,95,100,by_frame/f0702/f0702_I.png,by_frame/f0702/f0702_I_mask.png
f0702,scene_06,L,ok,1196,252,404,434,21100,1376.0,372.6,0,95,100,by_frame/f0702/f0702_L.png,by_frame/f0702/f0702_L_mask.png
f0702,scene_06,Y,ok,1620,432,82,270,7606,1658.3,564.3,0,95,100,by_frame/f0702/f0702_Y.png,by_frame/f0702/f0702_Y_mask.png
f0707,scene_06,F,ok,0,285,292,643,17467,217.6,403.4,0,95,100,by_frame/f0707/f0707_F.png,by_frame/f0707/f0707_F_mask.png
f0707,scene_06,A,ok,0,21,69,124,3824,18.5,68.9,0,95,100,by_frame/f0707/f0707_A.png,by_frame/f0707/f0707_A_mask.png
f0707,scene_06,M,ok,484,336,149,350,12873,558.7,424.9,0,95,100,by_frame/f0707/f0707_M.png,by_frame/f0707/f0707_M_mask.png
f0707,scene_06,I,ok,797,352,168,150,12328,880.4,413.0,0,95,100,by_frame/f0707/f0707_I.png,by_frame/f0707/f0707_I_mask.png
f0707,scene_06,L,ok,1191,321,582,365,23544,1449.4,386.8,0,95,100,by_frame/f0707/f0707_L.png,by_frame/f0707/f0707_L_mask.png
f0707,scene_06,Y,ok,1620,432,83,270,7754,1657.8,563.6,0,95,100,by_frame/f0707/f0707_Y.png,by_frame/f0707/f0707_Y_mask.png
f0712,scene_06,F,ok,0,284,287,644,17136,220.3,381.7,0,95,100,by_frame/f0712/f0712_F.png,by_frame/f0712/f0712_F_mask.png
f0712,scene_06,A,ok,0,21,69,131,3942,18.7,70.1,0,95,100,by_frame/f0712/f0712_A.png,by_frame/f0712/f0712_A_mask.png
f0712,scene_06,M,ok,484,336,149,350,12988,558.9,425.2,0,95,100,by_frame/f0712/f0712_M.png,by_frame/f0712/f0712_M_mask.png
f0712,scene_06,I,ok,805,336,150,173,13396,881.0,406.8,0,95,100,by_frame/f0712/f0712_I.png,by_frame/f0712/f0712_I_mask.png
f0712,scene_06,L,ok,1188,287,596,403,32817,1511.9,391.5,0,95,100,by_frame/f0712/f0712_L.png,by_frame/f0712/f0712_L_mask.png
f0712,scene_06,Y,ok,1620,432,83,270,7836,1657.6,563.7,0,95,100,by_frame/f0712/f0712_Y.png,by_frame/f0712/f0712_Y_mask.png
f0717,scene_06,F,ok,166,288,118,213,10191,220.5,374.2,0,165,140,by_frame/f0717/f0717_F.png,by_frame/f0717/f0717_F_mask.png
f0717,scene_06,A,ok,486,338,141,166,9425,558.4,422.0,0,165,140,by_frame/f0717/f0717_A.png,by_frame/f0717/f0717_A_mask.png
f0717,scene_06,M,ok,800,356,163,145,10258,880.4,411.1,0,165,140,by_frame/f0717/f0717_M.png,by_frame/f0717/f0717_M_mask.png
f0717,scene_06,I,ok,1192,302,237,202,9944,1308.2,407.0,0,165,140,by_frame/f0717/f0717_I.png,by_frame/f0717/f0717_I_mask.png
f0717,scene_06,L,ok,1422,328,111,168,8528,1458.8,422.6,0,165,140,by_frame/f0717/f0717_L.png,by_frame/f0717/f0717_L_mask.png
f0717,scene_06,Y,ok,1630,320,114,170,8045,1690.5,388.2,0,165,140,by_frame/f0717/f0717_Y.png,by_frame/f0717/f0717_Y_mask.png
f0722,scene_06,F,ok,166,288,118,213,10197,220.5,373.9,0,165,140,by_frame/f0722/f0722_F.png,by_frame/f0722/f0722_F_mask.png
f0722,scene_06,A,ok,486,338,141,166,9360,558.4,421.4,0,165,140,by_frame/f0722/f0722_A.png,by_frame/f0722/f0722_A_mask.png
f0722,scene_06,M,ok,808,340,146,158,11066,880.9,404.4,0,165,140,by_frame/f0722/f0722_M.png,by_frame/f0722/f0722_M_mask.png
f0722,scene_06,I,ok,1194,312,145,184,8378,1265.5,402.4,0,165,140,by_frame/f0722/f0722_I.png,by_frame/f0722/f0722_I_mask.png
f0722,scene_06,L,ok,1370,350,106,156,6791,1409.9,436.0,0,165,140,by_frame/f0722/f0722_L.png,by_frame/f0722/f0722_L_mask.png
f0722,scene_06,Y,ok,1573,340,118,164,7551,1636.8,404.6,0,165,140,by_frame/f0722/f0722_Y.png,by_frame/f0722/f0722_Y_mask.png
f0727,scene_06,F,ok,166,288,118,213,10207,220.6,373.9,0,165,140,by_frame/f0727/f0727_F.png,by_frame/f0727/f0727_F_mask.png
f0727,scene_06,A,ok,486,338,141,166,9363,558.4,421.5,0,165,140,by_frame/f0727/f0727_A.png,by_frame/f0727/f0727_A_mask.png
f0727,scene_06,M,ok,800,356,164,140,10261,880.4,410.7,0,165,140,by_frame/f0727/f0727_M.png,by_frame/f0727/f0727_M_mask.png
f0727,scene_06,I,ok,1196,323,85,175,7377,1238.3,406.0,0,165,140,by_frame/f0727/f0727_I.png,by_frame/f0727/f0727_I_mask.png
f0727,scene_06,L,ok,1372,350,106,157,6725,1410.8,436.3,0,165,140,by_frame/f0727/f0727_L.png,by_frame/f0727/f0727_L_mask.png
f0727,scene_06,Y,ok,1574,341,116,163,7347,1636.3,405.0,0,165,140,by_frame/f0727/f0727_Y.png,by_frame/f0727/f0727_Y_mask.png
