frame,arm0_q0,arm0_q1,arm0_q2,arm0_q3,arm0_q4,arm0_q5,arm1_q0,arm1_q1,arm1_q2,arm1_q3,arm1_q4,arm1_q5,arm2_q0,arm2_q1,arm2_q2,arm2_q3,arm2_q4,arm2_q5
50,-1.627871,1.343378,-0.376091,-1.658002,1.569155,1.261855,1.602319,0.847501,-0.848653,-0.007587,-2.730173,1.550924,-1.607602,-1.741790,-1.689505,-0.459240,-1.348306,1.745290
51,-1.891531,1.372653,-0.590595,-1.606297,1.121855,1.462669,1.616351,0.751048,-0.714906,0.192871,-2.738594,0.674321,-1.589668,-1.745217,-1.689893,-0.380022,-1.235638,1.717054
52,-1.909153,1.369850,-0.582392,-1.608732,1.133971,1.462146,1.616351,0.751048,-0.714906,0.192871,-2.738594,0.674321,-1.570956,-1.744598,-1.684090,-0.151515,-1.013561,1.701083
53,-1.917680,1.375436,-0.579950,-1.611406,1.131880,1.461746,1.632517,0.762183,-0.731295,0.071388,-2.736066,0.634590,-1.527506,-1.714149,-1.666333,-0.137556,-0.944219,1.718770
54,-1.615897,1.396407,-0.708143,-1.207701,0.992494,1.330419,1.652319,0.698161,-0.652538,0.150261,-2.743736,0.227614,-1.518284,-1.740339,-1.688539,0.032394,-0.792944,0.986784
55,-1.341402,1.392959,-0.694384,-0.938533,1.053702,0.788689,1.657750,0.679130,-0.650216,0.334678,-2.709281,-0.168072,-1.491642,-1.744438,-1.689502,0.108994,-1.267742,0.708195
56,-1.341835,1.390997,-0.694338,-0.938050,1.051969,0.790408,1.657750,0.679130,-0.650216,0.334678,-2.709281,-0.168072,-1.491642,-1.744438,-1.689502,0.108994,-1.267742,0.708195
57,-1.341489,1.392259,-0.700642,-0.940329,1.055458,0.789390,1.657750,0.679130,-0.650216,0.334678,-2.709281,-0.168072,-1.491260,-1.744723,-1.688546,0.095131,-1.261117,0.703438
58,-1.340821,1.392567,-0.700542,-0.941725,1.058029,0.789142,1.657750,0.679130,-0.650216,0.334678,-2.709281,-0.168072,-1.491260,-1.744723,-1.688546,0.095131,-1.261117,0.703438
59,-1.341232,1.393076,-0.699607,-0.941924,1.058334,0.789640,1.657750,0.679130,-0.650216,0.334678,-2.709281,-0.168072,-1.491260,-1.744723,-1.688546,0.095131,-1.261117,0.703438
60,-1.345579,1.395316,-0.700954,-0.942121,1.053350,0.790333,1.657750,0.679130,-0.650216,0.334678,-2.709281,-0.168072,-1.490493,-1.731654,-1.689365,0.072540,-1.520814,0.703191
61,-1.346544,1.393938,-0.701617,-0.942834,1.052694,0.790394,1.657750,0.679130,-0.650216,0.334678,-2.709281,-0.168072,-1.490493,-1.731654,-1.689365,0.072540,-1.520814,0.703191
62,-1.337401,1.395744,-0.700838,-0.949158,1.055206,0.790128,1.657750,0.679130,-0.650216,0.334678,-2.709281,-0.168072,-1.491024,-1.743322,-1.674244,0.082062,-1.634858,0.699816
63,-1.330670,1.395647,-0.700059,-0.950553,1.062592,0.787811,1.657750,0.679130,-0.650216,0.334678,-2.709281,-0.168072,-1.490710,-1.732481,-1.688722,0.083352,-1.641699,0.704447
64,-1.327981,1.398532,-0.701512,-0.951516,1.061320,0.788869,1.657750,0.679130,-0.650216,0.334678,-2.709281,-0.168072,-1.491200,-1.738346,-1.678226,0.081450,-1.649431,0.711025
65,-1.331596,1.396493,-0.700893,-0.951355,1.060427,0.789166,1.657750,0.679130,-0.650216,0.334678,-2.709281,-0.168072,-1.491200,-1.738346,-1.678226,0.081450,-1.649431,0.711025
66,-1.336002,1.395146,-0.705065,-0.949681,1.050264,0.786348,1.657750,0.679130,-0.650216,0.334678,-2.709281,-0.168072,-1.491200,-1.738346,-1.678226,0.081450,-1.649431,0.711025
67,-1.333685,1.393454,-0.702969,-0.950335,1.052304,0.788185,1.657750,0.679130,-0.650216,0.334678,-2.709281,-0.168072,-1.491200,-1.738346,-1.678226,0.081450,-1.649431,0.711025
68,-1.330272,1.392233,-0.705256,-0.951562,1.050923,0.791142,1.657750,0.679130,-0.650216,0.334678,-2.709281,-0.168072,-1.491192,-1.740757,-1.674815,0.081101,-1.639509,0.709563
69,-1.334029,1.392311,-0.707073,-0.954127,1.053602,0.790992,1.657750,0.679130,-0.650216,0.334678,-2.709281,-0.168072,-1.491192,-1.740757,-1.674815,0.081101,-1.639509,0.709563
70,-1.333509,1.392024,-0.707153,-0.954311,1.054306,0.790951,1.657750,0.679130,-0.650216,0.334678,-2.709281,-0.168072,-1.491192,-1.740757,-1.674815,0.081101,-1.639509,0.709563
