sequence_id,source,ref,n_frames,loop,size,row,frame_idx,shadow,iou_reported,iou,dice,boundary_iou,nsd,chamfer,hd95,cldice,hu_distance,fourier_distance,d_betti0,d_betti1,betti_error,pw_h0,pw_h1,n_limbs_target,n_limbs_shadow,limb_offset_rel,limbs_unmatched,tc_iou,tc_aspect_target,tc_aspect_shadow,tc_aspect_error,step_to,dq_max_deg,dq_l2_deg,dq_infeasible,shadow_step_iou,target_step_iou,motion_excess,n_transitions,iou_reported_mean,iou_reported_min,iou_reported_max,iou_reported_std,iou_mean,iou_min,iou_max,iou_std,dice_mean,dice_min,dice_max,dice_std,boundary_iou_mean,boundary_iou_min,boundary_iou_max,boundary_iou_std,nsd_mean,nsd_min,nsd_max,nsd_std,chamfer_mean,chamfer_min,chamfer_max,chamfer_std,hd95_mean,hd95_min,hd95_max,hd95_std,cldice_mean,cldice_min,cldice_max,cldice_std,hu_distance_mean,hu_distance_min,hu_distance_max,hu_distance_std,fourier_distance_mean,fourier_distance_min,fourier_distance_max,fourier_distance_std,d_betti0_mean,d_betti0_min,d_betti0_max,d_betti0_std,d_betti1_mean,d_betti1_min,d_betti1_max,d_betti1_std,betti_error_mean,betti_error_min,betti_error_max,betti_error_std,pw_h0_mean,pw_h0_min,pw_h0_max,pw_h0_std,pw_h1_mean,pw_h1_min,pw_h1_max,pw_h1_std,n_limbs_target_mean,n_limbs_target_min,n_limbs_target_max,n_limbs_target_std,n_limbs_shadow_mean,n_limbs_shadow_min,n_limbs_shadow_max,n_limbs_shadow_std,limb_offset_rel_mean,limb_offset_rel_min,limb_offset_rel_max,limb_offset_rel_std,limbs_unmatched_mean,limbs_unmatched_min,limbs_unmatched_max,limbs_unmatched_std,tc_iou_mean,tc_iou_min,tc_iou_max,tc_iou_std,tc_aspect_target_mean,tc_aspect_target_min,tc_aspect_target_max,tc_aspect_target_std,tc_aspect_shadow_mean,tc_aspect_shadow_min,tc_aspect_shadow_max,tc_aspect_shadow_std,tc_aspect_error_mean,tc_aspect_error_min,tc_aspect_error_max,tc_aspect_error_std,dq_max_deg_mean,dq_max_deg_min,dq_max_deg_max,dq_max_deg_std,dq_l2_deg_mean,dq_l2_deg_min,dq_l2_deg_max,dq_l2_deg_std,shadow_step_iou_mean,shadow_step_iou_min,shadow_step_iou_max,shadow_step_iou_std,target_step_iou_mean,target_step_iou_min,target_step_iou_max,target_step_iou_std,motion_excess_mean,motion_excess_min,motion_excess_max,motion_excess_std,dq_infeasible_frac,dq_infeasible_thr_deg,fit_scale,fit_dx,fit_dy,fit_clip_frac,fit_at_bound,assignment_stability,n_arm_swaps,total_path_length_deg,dq_max_deg_by_transition
demo_01_scene_06_M,optimizer,original,10,0,128,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.7879,0.6894,0.8197,0.0362,0.1163,0.0885,0.1274,0.0121,0.2082,0.1627,0.226,0.0197,0.046,0.0344,0.0526,0.0051,0.0859,0.0721,0.1344,0.018,0.0934,0.0897,0.0973,0.0025,0.3107,0.2931,0.3201,0.0084,0.2457,0.21,0.2789,0.0234,2.7528,2.159,3.6355,0.4574,1.9085,0.8204,6.2533,1.5409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0537,0.0446,0.0817,0.0101,0.0458,0.0272,0.0773,0.016,3.1,2.0,4.0,0.9434,3.1,2.0,4.0,0.5385,0.2075,0.1504,0.2529,0.0453,1.0,0.0,2.0,0.4472,0.7324,0.645,0.7514,0.03,1.0212,0.9519,1.1489,0.0868,1.1072,0.9846,1.2281,0.0825,0.0853,0.0334,0.1183,0.0267,8.8889,3.9,12.14,2.2994,17.9533,4.86,25.18,5.4037,0.8548,0.8227,0.9789,0.0449,0.7917,0.704,0.9927,0.078,-0.0631,-0.149,0.0138,0.0466,0.0,68.75,0.6385,-24.69,32.91,0.00799,False,1.0,0,161.58,"[7.42, 3.9, 9.83, 8.62, 11.64, 12.14, 9.19, 9.41, 7.85]"
demo_01_scene_06_M,optimizer,shown,10,0,128,frame,0,,0.7796,0.7744,0.8728,0.3785,0.6444,0.01478,0.06657,0.8751,3.6851,6.4413,0,0,0,0.04274,0.05618,3,4,0.0337,1,0.7739,0.9846,0.9846,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_M,optimizer,shown,10,0,128,frame,1,,0.8068,0.8076,0.8936,0.3603,0.5861,0.01247,0.05524,0.8977,2.1686,1.9977,0,0,0,0.01991,0.0313,2,3,0.0381,1,0.7904,0.9844,1.0476,0.0642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_M,optimizer,shown,10,0,128,frame,2,,0.8117,0.8108,0.8955,0.3894,0.6235,0.01188,0.05524,0.896,2.5351,2.5911,0,0,0,0.03202,0.01952,2,3,0.0299,1,0.7943,0.9844,1.0476,0.0642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_M,optimizer,shown,10,0,128,frame,3,,0.6894,0.6876,0.8149,0.2858,0.5042,0.01738,0.06077,0.7869,3.2419,0.9654,0,0,0,0.05704,0.04131,2,2,0.0366,0,0.6752,1.1207,1.1724,0.0462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_M,optimizer,shown,10,0,128,frame,4,,0.8197,0.819,0.9005,0.3906,0.6436,0.01185,0.05524,0.9205,2.1482,1.6279,0,0,0,0.0269,0.02583,2,3,0.023,1,0.7892,0.9844,1.0645,0.0814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_M,optimizer,shown,10,0,128,frame,5,,0.7803,0.7797,0.8762,0.341,0.5881,0.01439,0.06652,0.8727,2.6541,0.8366,0,0,0,0.04657,0.05306,2,3,0.0388,1,0.7735,1.1897,1.2281,0.0323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_M,optimizer,shown,10,0,128,frame,6,,0.8155,0.8155,0.8984,0.3872,0.6256,0.01218,0.05524,0.9155,2.402,1.8023,0,0,0,0.0292,0.02109,2,3,0.0278,1,0.786,0.9844,1.0645,0.0814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_M,optimizer,shown,10,0,128,frame,7,,0.7823,0.7813,0.8772,0.3464,0.5858,0.01437,0.06813,0.8844,3.0044,0.8958,0,0,0,0.04852,0.04525,2,4,0.0391,2,0.7763,1.1897,1.2069,0.0145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_M,optimizer,shown,10,0,128,frame,8,,0.8109,0.8098,0.8949,0.3788,0.6103,0.01203,0.05524,0.931,2.7278,1.5965,0,0,0,0.02455,0.07113,2,3,0.0299,1,0.775,0.9844,1.0484,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_M,optimizer,shown,10,0,128,frame,9,,0.7824,0.7812,0.8772,0.3533,0.595,0.01404,0.06466,0.8511,2.9744,0.8097,0,0,0,0.04322,0.03044,2,3,0.0371,1,0.7738,1.1897,1.2069,0.0145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_M,optimizer,shown,10,0,128,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.7879,0.6894,0.8197,0.0362,0.7867,0.6876,0.819,0.0367,0.8801,0.8149,0.9005,0.0239,0.3611,0.2858,0.3906,0.0305,0.6007,0.5042,0.6444,0.0386,0.0135,0.0118,0.0174,0.0017,0.0603,0.0552,0.0681,0.0054,0.8831,0.7869,0.931,0.0395,2.7542,2.1482,3.6851,0.4592,1.9564,0.8097,6.4413,1.5955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0371,0.0199,0.057,0.0115,0.0395,0.0195,0.0711,0.016,2.1,2.0,3.0,0.3,3.1,2.0,4.0,0.5385,0.0334,0.023,0.0391,0.0052,1.0,0.0,2.0,0.4472,0.7708,0.6752,0.7943,0.0327,1.0596,0.9844,1.1897,0.094,1.1072,0.9846,1.2281,0.0825,0.0464,0.0,0.0814,0.028,,,,,,,,,,,,,,,,,,,,,,,0.6385,-24.69,32.91,0.00799,False,,,,
