sequence_id,source,ref,n_frames,loop,size,row,frame_idx,shadow,iou_reported,iou,dice,boundary_iou,nsd,chamfer,hd95,cldice,hu_distance,fourier_distance,d_betti0,d_betti1,betti_error,pw_h0,pw_h1,n_limbs_target,n_limbs_shadow,limb_offset_rel,limbs_unmatched,tc_iou,tc_aspect_target,tc_aspect_shadow,tc_aspect_error,step_to,dq_max_deg,dq_l2_deg,dq_infeasible,shadow_step_iou,target_step_iou,motion_excess,n_transitions,iou_reported_mean,iou_reported_min,iou_reported_max,iou_reported_std,iou_mean,iou_min,iou_max,iou_std,dice_mean,dice_min,dice_max,dice_std,boundary_iou_mean,boundary_iou_min,boundary_iou_max,boundary_iou_std,nsd_mean,nsd_min,nsd_max,nsd_std,chamfer_mean,chamfer_min,chamfer_max,chamfer_std,hd95_mean,hd95_min,hd95_max,hd95_std,cldice_mean,cldice_min,cldice_max,cldice_std,hu_distance_mean,hu_distance_min,hu_distance_max,hu_distance_std,fourier_distance_mean,fourier_distance_min,fourier_distance_max,fourier_distance_std,d_betti0_mean,d_betti0_min,d_betti0_max,d_betti0_std,d_betti1_mean,d_betti1_min,d_betti1_max,d_betti1_std,betti_error_mean,betti_error_min,betti_error_max,betti_error_std,pw_h0_mean,pw_h0_min,pw_h0_max,pw_h0_std,pw_h1_mean,pw_h1_min,pw_h1_max,pw_h1_std,n_limbs_target_mean,n_limbs_target_min,n_limbs_target_max,n_limbs_target_std,n_limbs_shadow_mean,n_limbs_shadow_min,n_limbs_shadow_max,n_limbs_shadow_std,limb_offset_rel_mean,limb_offset_rel_min,limb_offset_rel_max,limb_offset_rel_std,limbs_unmatched_mean,limbs_unmatched_min,limbs_unmatched_max,limbs_unmatched_std,tc_iou_mean,tc_iou_min,tc_iou_max,tc_iou_std,tc_aspect_target_mean,tc_aspect_target_min,tc_aspect_target_max,tc_aspect_target_std,tc_aspect_shadow_mean,tc_aspect_shadow_min,tc_aspect_shadow_max,tc_aspect_shadow_std,tc_aspect_error_mean,tc_aspect_error_min,tc_aspect_error_max,tc_aspect_error_std,dq_max_deg_mean,dq_max_deg_min,dq_max_deg_max,dq_max_deg_std,dq_l2_deg_mean,dq_l2_deg_min,dq_l2_deg_max,dq_l2_deg_std,shadow_step_iou_mean,shadow_step_iou_min,shadow_step_iou_max,shadow_step_iou_std,target_step_iou_mean,target_step_iou_min,target_step_iou_max,target_step_iou_std,motion_excess_mean,motion_excess_min,motion_excess_max,motion_excess_std,dq_infeasible_frac,dq_infeasible_thr_deg,fit_scale,fit_dx,fit_dy,fit_clip_frac,fit_at_bound,assignment_stability,n_arm_swaps,total_path_length_deg,dq_max_deg_by_transition
demo_01_scene_05_I,optimizer,original,13,0,128,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.7477,0.7412,0.7531,0.0029,0.3851,0.3826,0.3879,0.0013,0.556,0.5534,0.5589,0.0014,0.0633,0.0611,0.0656,0.0013,0.0918,0.084,0.0966,0.0047,0.0327,0.0325,0.0328,0.0001,0.0652,0.0647,0.0654,0.0003,0.5701,0.5594,0.5908,0.01,2.2215,2.1639,2.2759,0.0343,0.2138,0.2107,0.2195,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0348,0.0321,0.0363,0.0009,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0704,0.0664,0.0782,0.0026,0.0,0.0,0.0,0.0,0.5437,0.5418,0.5487,0.0017,0.4629,0.4545,0.4636,0.0024,0.4766,0.4766,0.4766,0.0,0.0295,0.0279,0.0484,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.9938,0.9903,0.9983,0.0024,-0.0062,-0.0097,-0.0017,0.0024,0.0,68.75,1.0231,-8.23,8.23,0.01709,False,1.0,0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
demo_01_scene_05_I,optimizer,shown,13,0,128,frame,0,,0.7531,0.7483,0.856,0.2546,0.4331,0.01378,0.04972,0.915,2.2418,0.2185,0,0,0,0.0321,0.0,3,3,0.0494,0,0.5223,0.4643,0.4766,0.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,shown,13,0,128,frame,1,,0.7514,0.7472,0.8553,0.2569,0.4339,0.01413,0.04955,0.915,2.277,0.2161,0,0,0,0.03543,0.0,3,3,0.0494,0,0.5221,0.4643,0.4766,0.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,shown,13,0,128,frame,2,,0.7492,0.7469,0.8551,0.2558,0.4365,0.01428,0.04955,0.9151,2.2634,0.2168,0,0,0,0.0348,0.0,3,3,0.0461,0,0.521,0.4643,0.4766,0.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,shown,13,0,128,frame,3,,0.7483,0.7469,0.8551,0.2565,0.4371,0.01414,0.04955,0.915,2.2821,0.2105,0,0,0,0.0339,0.0,3,3,0.0494,0,0.5212,0.4643,0.4766,0.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,shown,13,0,128,frame,4,,0.7461,0.7443,0.8534,0.2515,0.431,0.0145,0.04955,0.915,2.3085,0.2111,0,0,0,0.0348,0.0,3,3,0.0494,0,0.5214,0.4643,0.4766,0.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,shown,13,0,128,frame,5,,0.7465,0.744,0.8532,0.251,0.4295,0.01442,0.04955,0.915,2.3006,0.211,0,0,0,0.0348,0.0,3,3,0.0494,0,0.5222,0.4643,0.4766,0.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,shown,13,0,128,frame,6,,0.7484,0.7453,0.8541,0.2555,0.4367,0.01437,0.04955,0.915,2.3294,0.2104,0,0,0,0.0348,0.0,3,3,0.048,0,0.5229,0.4643,0.4766,0.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,shown,13,0,128,frame,7,,0.747,0.7462,0.8546,0.2541,0.4349,0.0142,0.04955,0.915,2.2928,0.2107,0,0,0,0.0339,0.0,3,3,0.048,0,0.5215,0.4643,0.4766,0.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,shown,13,0,128,frame,8,,0.7501,0.7454,0.8541,0.2531,0.4273,0.01422,0.04833,0.915,2.296,0.2164,0,0,0,0.0339,0.0,3,3,0.0494,0,0.5207,0.4643,0.4766,0.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,shown,13,0,128,frame,9,,0.7463,0.7427,0.8524,0.2499,0.4317,0.01437,0.04955,0.915,2.3359,0.2102,0,0,0,0.0339,0.0,3,3,0.048,0,0.5222,0.4643,0.4766,0.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,shown,13,0,128,frame,10,,0.7446,0.7408,0.8511,0.2476,0.4271,0.01447,0.04972,0.9123,2.3478,0.21,0,0,0,0.0339,0.0,3,3,0.048,0,0.5223,0.4643,0.4766,0.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,shown,13,0,128,frame,11,,0.7412,0.7419,0.8518,0.2486,0.4265,0.01459,0.04955,0.9203,2.3552,0.2166,0,0,0,0.0348,0.0,3,3,0.0533,0,0.5358,0.4554,0.4766,0.0466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,shown,13,0,128,frame,12,,0.7476,0.7427,0.8523,0.2497,0.4215,0.01443,0.04833,0.915,2.3501,0.2158,0,0,0,0.0348,0.0,3,3,0.0494,0,0.5208,0.4643,0.4766,0.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,shown,13,0,128,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.7477,0.7412,0.7531,0.0029,0.7448,0.7408,0.7483,0.0022,0.8537,0.8511,0.856,0.0014,0.2527,0.2476,0.2569,0.003,0.4313,0.4215,0.4371,0.0045,0.0143,0.0138,0.0146,0.0002,0.0494,0.0483,0.0497,0.0005,0.9152,0.9123,0.9203,0.0016,2.3062,2.2418,2.3552,0.0342,0.2134,0.21,0.2185,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0343,0.0321,0.0354,0.0008,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.049,0.0461,0.0533,0.0016,0.0,0.0,0.0,0.0,0.5228,0.5207,0.5358,0.0038,0.4636,0.4554,0.4643,0.0024,0.4766,0.4766,0.4766,0.0,0.028,0.0264,0.0466,0.0054,,,,,,,,,,,,,,,,,,,,,,,1.0231,-8.23,8.23,0.01709,False,,,,
