sequence_id,source,ref,n_frames,loop,size,row,frame_idx,shadow,iou_reported,iou,dice,boundary_iou,nsd,chamfer,hd95,cldice,hu_distance,fourier_distance,d_betti0,d_betti1,betti_error,pw_h0,pw_h1,n_limbs_target,n_limbs_shadow,limb_offset_rel,limbs_unmatched,tc_iou,tc_aspect_target,tc_aspect_shadow,tc_aspect_error,step_to,dq_max_deg,dq_l2_deg,dq_infeasible,shadow_step_iou,target_step_iou,motion_excess,n_transitions,iou_reported_mean,iou_reported_min,iou_reported_max,iou_reported_std,iou_mean,iou_min,iou_max,iou_std,dice_mean,dice_min,dice_max,dice_std,boundary_iou_mean,boundary_iou_min,boundary_iou_max,boundary_iou_std,nsd_mean,nsd_min,nsd_max,nsd_std,chamfer_mean,chamfer_min,chamfer_max,chamfer_std,hd95_mean,hd95_min,hd95_max,hd95_std,cldice_mean,cldice_min,cldice_max,cldice_std,hu_distance_mean,hu_distance_min,hu_distance_max,hu_distance_std,fourier_distance_mean,fourier_distance_min,fourier_distance_max,fourier_distance_std,d_betti0_mean,d_betti0_min,d_betti0_max,d_betti0_std,d_betti1_mean,d_betti1_min,d_betti1_max,d_betti1_std,betti_error_mean,betti_error_min,betti_error_max,betti_error_std,pw_h0_mean,pw_h0_min,pw_h0_max,pw_h0_std,pw_h1_mean,pw_h1_min,pw_h1_max,pw_h1_std,n_limbs_target_mean,n_limbs_target_min,n_limbs_target_max,n_limbs_target_std,n_limbs_shadow_mean,n_limbs_shadow_min,n_limbs_shadow_max,n_limbs_shadow_std,limb_offset_rel_mean,limb_offset_rel_min,limb_offset_rel_max,limb_offset_rel_std,limbs_unmatched_mean,limbs_unmatched_min,limbs_unmatched_max,limbs_unmatched_std,tc_iou_mean,tc_iou_min,tc_iou_max,tc_iou_std,tc_aspect_target_mean,tc_aspect_target_min,tc_aspect_target_max,tc_aspect_target_std,tc_aspect_shadow_mean,tc_aspect_shadow_min,tc_aspect_shadow_max,tc_aspect_shadow_std,tc_aspect_error_mean,tc_aspect_error_min,tc_aspect_error_max,tc_aspect_error_std,dq_max_deg_mean,dq_max_deg_min,dq_max_deg_max,dq_max_deg_std,dq_l2_deg_mean,dq_l2_deg_min,dq_l2_deg_max,dq_l2_deg_std,shadow_step_iou_mean,shadow_step_iou_min,shadow_step_iou_max,shadow_step_iou_std,target_step_iou_mean,target_step_iou_min,target_step_iou_max,target_step_iou_std,motion_excess_mean,motion_excess_min,motion_excess_max,motion_excess_std,dq_infeasible_frac,dq_infeasible_thr_deg,fit_scale,fit_dx,fit_dy,fit_clip_frac,fit_at_bound,assignment_stability,n_arm_swaps,total_path_length_deg,dq_max_deg_by_transition
demo_01_scene_06_I,optimizer,original,10,0,128,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.4301,0.3685,0.5096,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2167,0.2033,0.2341,0.0103,0.3061,0.2886,0.3205,0.0092,0.0,0.0,0.0,0.0,2.9969,1.7509,4.3493,0.7024,0.9146,0.2978,1.5946,0.4174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128,0.0039,0.0266,0.0082,0.0008,0.0,0.0078,0.0023,2.0,2.0,2.0,0.0,2.3,2.0,3.0,0.4583,0.3104,0.2716,0.344,0.0255,0.3,0.0,1.0,0.4583,0.4503,0.2058,0.5766,0.0976,1.1477,0.4444,3.0,0.8132,1.3223,0.9024,2.0606,0.4348,0.5582,0.0212,1.3182,0.4927,28.5311,0.0,67.92,23.156,41.5589,0.0,105.67,34.9445,0.7312,0.4909,1.0,0.1937,0.445,0.2043,0.8049,0.2159,-0.2862,-0.3883,-0.1951,0.0617,0.0,68.75,0.8308,24.69,41.14,0.0112,False,1.0,0,374.03,"[0.0, 2.53, 25.31, 63.16, 21.18, 24.37, 67.92, 41.84, 10.47]"
demo_01_scene_06_I,optimizer,shown,10,0,128,frame,0,,0.4247,0.4146,0.5861,0.1194,0.2551,0.02413,0.05976,0.7711,2.9496,1.1935,0,0,0,0.00469,0.0,2,2,0.0594,0,0.4278,0.4333,1.0303,1.3776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_I,optimizer,shown,10,0,128,frame,1,,0.4992,0.5039,0.6701,0.1342,0.2574,0.01984,0.04746,0.8,2.9619,1.1463,0,0,0,0.00389,0.0,2,2,0.0595,0,0.5465,0.5333,1.0303,0.9318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_I,optimizer,shown,10,0,128,frame,2,,0.4374,0.4335,0.6049,0.1197,0.255,0.02313,0.05267,0.7857,2.9989,1.1573,0,0,0,0.00544,0.0,2,2,0.0572,0,0.4575,0.4667,1.0303,1.2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_I,optimizer,shown,10,0,128,frame,3,,0.3979,0.4014,0.5728,0.0925,0.2109,0.02304,0.04124,0.8103,2.9357,0.7533,0,0,0,0.01564,0.0,2,2,0.0398,0,0.4947,0.8611,0.9024,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_I,optimizer,shown,10,0,128,frame,4,,0.3922,0.3881,0.5592,0.1377,0.2082,0.02293,0.06916,0.8364,2.3236,0.2998,0,0,0,0.02584,0.0,2,3,0.0255,1,0.4352,1.525,1.85,0.2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_I,optimizer,shown,10,0,128,frame,5,,0.3861,0.3841,0.555,0.1541,0.2465,0.02443,0.10425,0.7361,3.9405,0.3775,0,0,0,0.0266,0.00781,2,3,0.0904,1,0.286,2.7667,2.0606,0.2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_I,optimizer,shown,10,0,128,frame,6,,0.3685,0.3691,0.5392,0.1544,0.237,0.02328,0.06711,0.7519,3.4647,0.3749,0,0,0,0.02025,0.0,2,3,0.0717,1,0.4054,2.2059,2.0,0.0933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_I,optimizer,shown,10,0,128,frame,7,,0.4435,0.4417,0.6127,0.1778,0.3056,0.0197,0.04746,0.7885,1.683,1.0494,0,0,0,0.01169,0.0,2,2,0.0351,0,0.5151,1.1562,1.2571,0.0873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_I,optimizer,shown,10,0,128,frame,8,,0.5096,0.5096,0.6751,0.1759,0.3133,0.01813,0.04624,0.8317,2.0178,1.5804,0,0,0,0.00857,0.0,2,2,0.0385,0,0.5947,0.8065,1.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_I,optimizer,shown,10,0,128,frame,9,,0.4415,0.4332,0.6045,0.0971,0.1991,0.02308,0.05058,0.78,3.1746,1.1477,0,0,0,0.01165,0.0,2,2,0.0437,0,0.4793,0.5,1.0625,1.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_06_I,optimizer,shown,10,0,128,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.4301,0.3685,0.5096,0.0444,0.4279,0.3691,0.5096,0.0453,0.598,0.5392,0.6751,0.0436,0.1363,0.0925,0.1778,0.0282,0.2488,0.1991,0.3133,0.0364,0.0222,0.0181,0.0244,0.002,0.0586,0.0412,0.1042,0.0175,0.7892,0.7361,0.8364,0.0304,2.845,1.683,3.9405,0.6368,0.908,0.2998,1.5804,0.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134,0.0039,0.0266,0.008,0.0008,0.0,0.0078,0.0023,2.0,2.0,2.0,0.0,2.3,2.0,3.0,0.4583,0.0521,0.0255,0.0904,0.0184,0.3,0.0,1.0,0.4583,0.4642,0.286,0.5947,0.0806,1.1255,0.4333,2.7667,0.7647,1.3223,0.9024,2.0606,0.4348,0.5579,0.048,1.3776,0.5064,,,,,,,,,,,,,,,,,,,,,,,0.8308,24.69,41.14,0.0112,False,,,,
