sequence_id,source,ref,n_frames,loop,size,row,frame_idx,shadow,iou_reported,iou,dice,boundary_iou,nsd,chamfer,hd95,cldice,hu_distance,fourier_distance,d_betti0,d_betti1,betti_error,pw_h0,pw_h1,n_limbs_target,n_limbs_shadow,limb_offset_rel,limbs_unmatched,tc_iou,tc_aspect_target,tc_aspect_shadow,tc_aspect_error,step_to,dq_max_deg,dq_l2_deg,dq_infeasible,shadow_step_iou,target_step_iou,motion_excess,n_transitions,iou_reported_mean,iou_reported_min,iou_reported_max,iou_reported_std,iou_mean,iou_min,iou_max,iou_std,dice_mean,dice_min,dice_max,dice_std,boundary_iou_mean,boundary_iou_min,boundary_iou_max,boundary_iou_std,nsd_mean,nsd_min,nsd_max,nsd_std,chamfer_mean,chamfer_min,chamfer_max,chamfer_std,hd95_mean,hd95_min,hd95_max,hd95_std,cldice_mean,cldice_min,cldice_max,cldice_std,hu_distance_mean,hu_distance_min,hu_distance_max,hu_distance_std,fourier_distance_mean,fourier_distance_min,fourier_distance_max,fourier_distance_std,d_betti0_mean,d_betti0_min,d_betti0_max,d_betti0_std,d_betti1_mean,d_betti1_min,d_betti1_max,d_betti1_std,betti_error_mean,betti_error_min,betti_error_max,betti_error_std,pw_h0_mean,pw_h0_min,pw_h0_max,pw_h0_std,pw_h1_mean,pw_h1_min,pw_h1_max,pw_h1_std,n_limbs_target_mean,n_limbs_target_min,n_limbs_target_max,n_limbs_target_std,n_limbs_shadow_mean,n_limbs_shadow_min,n_limbs_shadow_max,n_limbs_shadow_std,limb_offset_rel_mean,limb_offset_rel_min,limb_offset_rel_max,limb_offset_rel_std,limbs_unmatched_mean,limbs_unmatched_min,limbs_unmatched_max,limbs_unmatched_std,tc_iou_mean,tc_iou_min,tc_iou_max,tc_iou_std,tc_aspect_target_mean,tc_aspect_target_min,tc_aspect_target_max,tc_aspect_target_std,tc_aspect_shadow_mean,tc_aspect_shadow_min,tc_aspect_shadow_max,tc_aspect_shadow_std,tc_aspect_error_mean,tc_aspect_error_min,tc_aspect_error_max,tc_aspect_error_std,dq_max_deg_mean,dq_max_deg_min,dq_max_deg_max,dq_max_deg_std,dq_l2_deg_mean,dq_l2_deg_min,dq_l2_deg_max,dq_l2_deg_std,shadow_step_iou_mean,shadow_step_iou_min,shadow_step_iou_max,shadow_step_iou_std,target_step_iou_mean,target_step_iou_min,target_step_iou_max,target_step_iou_std,motion_excess_mean,motion_excess_min,motion_excess_max,motion_excess_std,dq_infeasible_frac,dq_infeasible_thr_deg,fit_scale,fit_dx,fit_dy,fit_clip_frac,fit_at_bound,n_arms_solved,loop_anchor,assignment_stability,n_arm_swaps,total_path_length_deg,loop_closure_dq_max_deg,loop_closure_shadow_step_iou,loop_closure_target_step_iou,dq_max_deg_by_transition
wiper,optimizer,original,12,1,128,frame,10,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/wiper/frame_11_20260902_035622/best_shadow.png,0.3725,0.1128,0.2028,0.098,0.2206,0.04511,0.15119,0.0,3.3446,0.2854,0,2,2,0.05715,0.04453,2,2,0.1442,0,0.295,0.3945,0.4938,0.2518,10->11,58.16,92.95,0,0.4192,0.2093,-0.2099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiper,optimizer,original,12,1,128,frame,11,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/wiper/frame_12_20260902_035622/best_shadow.png,0.3395,0.1314,0.2323,0.1012,0.1981,0.04654,0.14363,0.1091,4.0446,0.382,0,2,2,0.03863,0.03813,2,2,0.1351,0,0.2851,0.6535,0.7333,0.1222,wrap,144.6,295.72,1,0.3621,0.2211,-0.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiper,optimizer,original,12,1,128,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.327,0.2285,0.4218,0.056,0.1591,0.0743,0.2878,0.0684,0.2687,0.1383,0.447,0.0988,0.1146,0.06,0.1937,0.0417,0.2302,0.1821,0.2902,0.03,0.0478,0.0267,0.0717,0.014,0.1851,0.0918,0.3185,0.0712,0.1894,0.0,0.4637,0.1642,3.569,1.4837,4.8689,0.9883,1.2344,0.1902,7.0632,2.0069,0.0,0.0,0.0,0.0,0.6667,0.0,2.0,0.7454,0.6667,0.0,2.0,0.7454,0.0391,0.0142,0.0595,0.0124,0.0257,0.0,0.0484,0.0163,2.0,2.0,2.0,0.0,2.0,1.0,3.0,0.5774,0.1516,0.0921,0.2527,0.0488,0.3333,0.0,1.0,0.4714,0.2646,0.024,0.449,0.143,0.5243,0.1892,0.8929,0.2297,0.8135,0.3765,1.3333,0.2594,0.8076,0.0897,3.4252,0.917,52.9958,23.44,144.6,31.0182,103.86,46.13,295.72,67.783,0.4156,0.299,0.593,0.0844,0.211,0.2014,0.2211,0.0075,-0.2045,-0.3916,-0.0888,0.088,0.1667,68.75,0.7346,-8.23,16.46,0.00303,False,3,"{""attempted"": true, ""accepted"": false, ""dq_wrap_deg"": 144.6, ""dq_wrap_deg_closed"": 68.7, ""dq_prev_deg_closed"": 131.7, ""iou"": 0.3395, ""iou_closed"": 0.3688}",1.0,0,1246.32,144.6,0.3621,0.2211,"[39.11, 41.57, 60.05, 36.32, 68.78, 64.75, 31.65, 23.44, 30.61, 36.91, 58.16]"
wiper,optimizer,shown,12,1,128,frame,0,,0.4218,0.4218,0.5933,0.3526,0.4617,0.01659,0.06088,0.5714,1.7038,0.1947,0,0,0,0.0273,0.0,2,2,0.1019,0,0.4496,0.9016,0.973,0.0791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiper,optimizer,shown,12,1,128,frame,1,,0.3577,0.3577,0.5269,0.2242,0.3593,0.02573,0.07362,0.7478,1.4335,0.2484,0,0,0,0.04541,0.00781,2,2,0.1201,0,0.415,0.6486,0.8675,0.3373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiper,optimizer,shown,12,1,128,frame,2,,0.2953,0.2953,0.4559,0.1176,0.2191,0.04444,0.18399,0.5161,4.3406,1.1439,0,0,0,0.04007,0.0,2,3,0.0589,1,0.1907,0.4,0.8471,1.1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiper,optimizer,shown,12,1,128,frame,3,,0.2776,0.2776,0.4346,0.1849,0.2846,0.04365,0.25745,0.4521,4.1534,3.7789,0,0,0,0.04211,0.04138,2,3,0.0509,1,0.0629,0.1951,0.8372,3.2907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiper,optimizer,shown,12,1,128,frame,4,,0.2355,0.2355,0.3813,0.1924,0.3474,0.0499,0.29718,0.3871,4.4188,7.0545,0,1,1,0.04083,0.03828,2,2,0.1464,0,0.0232,0.3875,0.9512,1.4548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiper,optimizer,shown,12,1,128,frame,5,,0.2285,0.2285,0.372,0.0643,0.1091,0.05411,0.23058,0.4516,3.1881,0.7552,0,0,0,0.05316,0.02189,2,2,0.1515,0,0.0517,0.6438,1.3333,1.0709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiper,optimizer,shown,12,1,128,frame,6,,0.323,0.323,0.4883,0.1267,0.2092,0.02554,0.07524,0.7254,4.9663,0.2293,0,1,1,0.0554,0.04843,2,1,0.0199,1,0.3165,0.9,1.1017,0.2241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiper,optimizer,shown,12,1,128,frame,7,,0.3388,0.3388,0.5061,0.0982,0.1719,0.02791,0.06873,0.7627,3.7547,0.2707,0,1,1,0.05089,0.02421,2,1,0.0124,1,0.3429,0.6438,0.7534,0.1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiper,optimizer,shown,12,1,128,frame,8,,0.3493,0.3493,0.5177,0.1019,0.1884,0.02831,0.0595,0.759,3.66,0.2057,0,0,0,0.04841,0.01639,2,2,0.0387,0,0.3512,0.3875,0.4938,0.2744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiper,optimizer,shown,12,1,128,frame,9,,0.3846,0.3846,0.5556,0.1918,0.2777,0.02306,0.06629,0.6432,4.9018,0.2225,0,1,1,0.03747,0.02734,2,2,0.0613,0,0.3991,0.1951,0.3765,0.9294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiper,optimizer,shown,12,1,128,frame,10,,0.3725,0.3725,0.5429,0.1799,0.3108,0.02328,0.07783,0.6551,3.6939,0.2845,0,2,2,0.0499,0.04453,2,2,0.0569,0,0.2887,0.4,0.4938,0.2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiper,optimizer,shown,12,1,128,frame,11,,0.3395,0.3395,0.5069,0.1549,0.2708,0.0282,0.10545,0.5764,4.0901,0.3721,0,2,2,0.0593,0.03813,2,2,0.0618,0,0.2924,0.6486,0.7333,0.1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiper,optimizer,shown,12,1,128,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.327,0.2285,0.4218,0.056,0.327,0.2285,0.4218,0.056,0.4901,0.372,0.5933,0.0648,0.1658,0.0643,0.3526,0.0726,0.2675,0.1091,0.4617,0.0918,0.0326,0.0166,0.0541,0.0116,0.1297,0.0595,0.2972,0.0838,0.604,0.3871,0.7627,0.1264,3.6921,1.4335,4.9663,1.0693,1.23,0.1947,7.0545,2.0064,0.0,0.0,0.0,0.0,0.6667,0.0,2.0,0.7454,0.6667,0.0,2.0,0.7454,0.0459,0.0273,0.0593,0.0085,0.0257,0.0,0.0484,0.0163,2.0,2.0,2.0,0.0,2.0,1.0,3.0,0.5774,0.0734,0.0124,0.1515,0.0442,0.3333,0.0,1.0,0.4714,0.2653,0.0232,0.4496,0.1421,0.5293,0.1951,0.9016,0.2287,0.8135,0.3765,1.3333,0.2594,0.7761,0.0791,3.2907,0.8814,,,,,,,,,,,,,,,,,,,,,,,0.7346,-8.23,16.46,0.00303,False,3,"{""attempted"": true, ""accepted"": false, ""dq_wrap_deg"": 144.6, ""dq_wrap_deg_closed"": 68.7, ""dq_prev_deg_closed"": 131.7, ""iou"": 0.3395, ""iou_closed"": 0.3688}",,,,,,,
