sequence_id,source,ref,n_frames,loop,size,row,frame_idx,shadow,iou_reported,iou,dice,boundary_iou,nsd,chamfer,hd95,cldice,hu_distance,fourier_distance,d_betti0,d_betti1,betti_error,pw_h0,pw_h1,n_limbs_target,n_limbs_shadow,limb_offset_rel,limbs_unmatched,tc_iou,tc_aspect_target,tc_aspect_shadow,tc_aspect_error,step_to,dq_max_deg,dq_l2_deg,dq_infeasible,shadow_step_iou,target_step_iou,motion_excess,n_transitions,iou_reported_mean,iou_reported_min,iou_reported_max,iou_reported_std,iou_mean,iou_min,iou_max,iou_std,dice_mean,dice_min,dice_max,dice_std,boundary_iou_mean,boundary_iou_min,boundary_iou_max,boundary_iou_std,nsd_mean,nsd_min,nsd_max,nsd_std,chamfer_mean,chamfer_min,chamfer_max,chamfer_std,hd95_mean,hd95_min,hd95_max,hd95_std,cldice_mean,cldice_min,cldice_max,cldice_std,hu_distance_mean,hu_distance_min,hu_distance_max,hu_distance_std,fourier_distance_mean,fourier_distance_min,fourier_distance_max,fourier_distance_std,d_betti0_mean,d_betti0_min,d_betti0_max,d_betti0_std,d_betti1_mean,d_betti1_min,d_betti1_max,d_betti1_std,betti_error_mean,betti_error_min,betti_error_max,betti_error_std,pw_h0_mean,pw_h0_min,pw_h0_max,pw_h0_std,pw_h1_mean,pw_h1_min,pw_h1_max,pw_h1_std,n_limbs_target_mean,n_limbs_target_min,n_limbs_target_max,n_limbs_target_std,n_limbs_shadow_mean,n_limbs_shadow_min,n_limbs_shadow_max,n_limbs_shadow_std,limb_offset_rel_mean,limb_offset_rel_min,limb_offset_rel_max,limb_offset_rel_std,limbs_unmatched_mean,limbs_unmatched_min,limbs_unmatched_max,limbs_unmatched_std,tc_iou_mean,tc_iou_min,tc_iou_max,tc_iou_std,tc_aspect_target_mean,tc_aspect_target_min,tc_aspect_target_max,tc_aspect_target_std,tc_aspect_shadow_mean,tc_aspect_shadow_min,tc_aspect_shadow_max,tc_aspect_shadow_std,tc_aspect_error_mean,tc_aspect_error_min,tc_aspect_error_max,tc_aspect_error_std,dq_max_deg_mean,dq_max_deg_min,dq_max_deg_max,dq_max_deg_std,dq_l2_deg_mean,dq_l2_deg_min,dq_l2_deg_max,dq_l2_deg_std,shadow_step_iou_mean,shadow_step_iou_min,shadow_step_iou_max,shadow_step_iou_std,target_step_iou_mean,target_step_iou_min,target_step_iou_max,target_step_iou_std,motion_excess_mean,motion_excess_min,motion_excess_max,motion_excess_std,dq_infeasible_frac,dq_infeasible_thr_deg,fit_scale,fit_dx,fit_dy,fit_clip_frac,fit_at_bound,assignment_stability,n_arm_swaps,total_path_length_deg,dq_max_deg_by_transition
demo_01_scene_01_I,optimizer,shown,10,0,128,frame,0,,0.668,0.6757,0.8065,0.2552,0.4366,0.01462,0.03867,0.8452,1.1898,0.2194,0,0,0,0.02522,0.03516,2,2,0.04,0,0.698,0.4667,0.5373,0.1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_01_I,optimizer,shown,10,0,128,frame,1,,0.6723,0.6779,0.808,0.2636,0.445,0.01441,0.03867,0.8497,1.2409,0.2411,0,0,0,0.02522,0.02734,2,2,0.0374,0,0.6888,0.4667,0.5522,0.1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_01_I,optimizer,shown,10,0,128,frame,2,,0.6804,0.6875,0.8148,0.2562,0.4354,0.01388,0.03507,0.8618,0.9658,0.1596,0,0,0,0.02777,0.01953,2,2,0.036,0,0.7417,0.4688,0.4783,0.0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_01_I,optimizer,shown,10,0,128,frame,3,,0.6861,0.6943,0.8196,0.2145,0.3457,0.01409,0.03827,0.9126,0.9242,0.1379,0,0,0,0.03242,0.01953,2,2,0.0431,0,0.7252,0.4638,0.4384,0.0548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_01_I,optimizer,shown,10,0,128,frame,4,,0.6578,0.657,0.793,0.1818,0.3083,0.01581,0.03867,0.9119,2.4749,0.1098,0,0,0,0.02699,0.02343,2,2,0.0475,0,0.6818,0.44,0.425,0.0341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_01_I,optimizer,shown,10,0,128,frame,5,,0.658,0.6562,0.7924,0.1876,0.3123,0.01565,0.03706,0.9086,2.8768,0.106,0,0,0,0.03794,0.03906,2,2,0.0397,0,0.6843,0.4557,0.4217,0.0746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_01_I,optimizer,shown,10,0,128,frame,6,,0.6575,0.6604,0.7955,0.2165,0.3641,0.01577,0.04433,0.8727,3.3658,0.0826,0,0,0,0.03418,0.0,2,3,0.0457,1,0.6862,0.4588,0.3913,0.1472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_01_I,optimizer,shown,10,0,128,frame,7,,0.645,0.6469,0.7856,0.165,0.2911,0.0169,0.04454,0.8816,3.1627,0.0961,0,0,0,0.03601,0.05466,3,3,0.0358,0,0.6532,0.4494,0.3854,0.1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_01_I,optimizer,shown,10,0,128,frame,8,,0.6512,0.6552,0.7917,0.1615,0.283,0.01719,0.04972,0.8701,3.3945,0.1317,0,0,0,0.03342,0.00781,3,4,0.0242,1,0.6185,0.4725,0.3654,0.2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_01_I,optimizer,shown,10,0,128,frame,9,,0.6539,0.658,0.7937,0.1877,0.2855,0.0174,0.04972,0.8597,3.9697,0.1452,0,0,0,0.03807,0.02734,3,3,0.0375,0,0.5955,0.4725,0.3832,0.1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_01_I,optimizer,shown,10,0,128,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.663,0.645,0.6861,0.0126,0.6669,0.6469,0.6943,0.015,0.8001,0.7856,0.8196,0.0107,0.209,0.1615,0.2636,0.0364,0.3507,0.283,0.445,0.0627,0.0156,0.0139,0.0174,0.0012,0.0415,0.0351,0.0497,0.005,0.8774,0.8452,0.9126,0.0242,2.3565,0.9242,3.9697,1.1056,0.1429,0.0826,0.2411,0.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0317,0.0252,0.0381,0.0048,0.0254,0.0,0.0547,0.0147,2.3,2.0,3.0,0.4583,2.5,2.0,4.0,0.6708,0.0387,0.0242,0.0475,0.0061,0.2,0.0,1.0,0.4,0.6773,0.5955,0.7417,0.0423,0.4615,0.44,0.4725,0.01,0.4378,0.3654,0.5522,0.0618,0.1224,0.0203,0.2267,0.0678,,,,,,,,,,,,,,,,,,,,,,,0.8308,-8.23,16.46,0.0,False,,,,
