sequence_id,frame_idx,source,input,clip_rank,clip_rr,clip_top1,n_classes,chance_top1
demo_01_scene_05_I,3,,authored,42,0.0238,0,49,0.0204
demo_01_scene_05_I,4,,authored,42,0.0238,0,49,0.0204
demo_01_scene_05_I,5,,authored,42,0.0238,0,49,0.0204
demo_01_scene_05_I,6,,authored,42,0.0238,0,49,0.0204
demo_01_scene_05_I,7,,authored,42,0.0238,0,49,0.0204
demo_01_scene_05_I,8,,authored,42,0.0238,0,49,0.0204
demo_01_scene_05_I,9,,authored,42,0.0238,0,49,0.0204
demo_01_scene_05_I,10,,authored,42,0.0238,0,49,0.0204
demo_01_scene_05_I,11,,authored,42,0.0238,0,49,0.0204
demo_01_scene_05_I,12,,authored,42,0.0238,0,49,0.0204
demo_01_scene_05_I,,optimizer,reassembled,41.0,0.0244,0.0,49,0.0204
demo_01_scene_05_I,,,authored,42.0,0.0238,0.0,49,0.0204
demo_01_scene_05_M,0,optimizer,reassembled,20,0.05,0,49,0.0204
demo_01_scene_05_M,1,optimizer,reassembled,10,0.1,0,49,0.0204
demo_01_scene_05_M,2,optimizer,reassembled,17,0.0588,0,49,0.0204
demo_01_scene_05_M,3,optimizer,reassembled,23,0.0435,0,49,0.0204
demo_01_scene_05_M,4,optimizer,reassembled,23,0.0435,0,49,0.0204
demo_01_scene_05_M,5,optimizer,reassembled,17,0.0588,0,49,0.0204
demo_01_scene_05_M,6,optimizer,reassembled,17,0.0588,0,49,0.0204
demo_01_scene_05_M,7,optimizer,reassembled,15,0.0667,0,49,0.0204
demo_01_scene_05_M,8,optimizer,reassembled,15,0.0667,0,49,0.0204
demo_01_scene_05_M,9,optimizer,reassembled,15,0.0667,0,49,0.0204
demo_01_scene_05_M,10,optimizer,reassembled,15,0.0667,0,49,0.0204
demo_01_scene_05_M,11,optimizer,reassembled,15,0.0667,0,49,0.0204
demo_01_scene_05_M,12,optimizer,reassembled,15,0.0667,0,49,0.0204
demo_01_scene_05_M,0,,authored,1,1.0,1,49,0.0204
demo_01_scene_05_M,1,,authored,1,1.0,1,49,0.0204
demo_01_scene_05_M,2,,authored,1,1.0,1,49,0.0204
demo_01_scene_05_M,3,,authored,1,1.0,1,49,0.0204
demo_01_scene_05_M,4,,authored,1,1.0,1,49,0.0204
demo_01_scene_05_M,5,,authored,1,1.0,1,49,0.0204
demo_01_scene_05_M,6,,authored,1,1.0,1,49,0.0204
demo_01_scene_05_M,7,,authored,1,1.0,1,49,0.0204
demo_01_scene_05_M,8,,authored,1,1.0,1,49,0.0204
demo_01_scene_05_M,9,,authored,1,1.0,1,49,0.0204
demo_01_scene_05_M,10,,authored,1,1.0,1,49,0.0204
demo_01_scene_05_M,11,,authored,1,1.0,1,49,0.0204
demo_01_scene_05_M,12,,authored,1,1.0,1,49,0.0204
demo_01_scene_05_M,,optimizer,reassembled,16.692,0.0626,0.0,49,0.0204
demo_01_scene_05_M,,,authored,1.0,1.0,1.0,49,0.0204
demo_01_scene_06_A,0,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_A,1,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_A,2,optimizer,reassembled,2,0.5,0,49,0.0204
demo_01_scene_06_A,3,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_A,4,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_A,5,optimizer,reassembled,2,0.5,0,49,0.0204
demo_01_scene_06_A,6,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_A,7,optimizer,reassembled,2,0.5,0,49,0.0204
demo_01_scene_06_A,8,optimizer,reassembled,2,0.5,0,49,0.0204
demo_01_scene_06_A,9,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_A,0,,authored,2,0.5,0,49,0.0204
demo_01_scene_06_A,1,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_A,2,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_A,3,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_A,4,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_A,5,,authored,2,0.5,0,49,0.0204
demo_01_scene_06_A,6,,authored,2,0.5,0,49,0.0204
demo_01_scene_06_A,7,,authored,2,0.5,0,49,0.0204
demo_01_scene_06_A,8,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_A,9,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_A,,optimizer,reassembled,1.4,0.8,0.6,49,0.0204
demo_01_scene_06_A,,,authored,1.4,0.8,0.6,49,0.0204
demo_01_scene_06_F,0,optimizer,reassembled,2,0.5,0,49,0.0204
demo_01_scene_06_F,1,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_F,2,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_F,3,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_F,4,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_F,5,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_F,6,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_F,7,optimizer,reassembled,6,0.1667,0,49,0.0204
demo_01_scene_06_F,8,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_F,9,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_F,0,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_F,1,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_F,2,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_F,3,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_F,4,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_F,5,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_F,6,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_F,7,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_F,8,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_F,9,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_F,,optimizer,reassembled,1.6,0.8667,0.8,49,0.0204
demo_01_scene_06_F,,,authored,1.0,1.0,1.0,49,0.0204
demo_01_scene_06_I,0,optimizer,reassembled,39,0.0256,0,49,0.0204
demo_01_scene_06_I,1,optimizer,reassembled,39,0.0256,0,49,0.0204
demo_01_scene_06_I,2,optimizer,reassembled,39,0.0256,0,49,0.0204
demo_01_scene_06_I,3,optimizer,reassembled,44,0.0227,0,49,0.0204
demo_01_scene_06_I,4,optimizer,reassembled,38,0.0263,0,49,0.0204
demo_01_scene_06_I,5,optimizer,reassembled,41,0.0244,0,49,0.0204
demo_01_scene_06_I,6,optimizer,reassembled,40,0.025,0,49,0.0204
demo_01_scene_06_I,7,optimizer,reassembled,45,0.0222,0,49,0.0204
demo_01_scene_06_I,8,optimizer,reassembled,39,0.0256,0,49,0.0204
demo_01_scene_06_I,9,optimizer,reassembled,37,0.027,0,49,0.0204
demo_01_scene_06_I,0,,authored,42,0.0238,0,49,0.0204
demo_01_scene_06_I,1,,authored,41,0.0244,0,49,0.0204
demo_01_scene_06_I,2,,authored,41,0.0244,0,49,0.0204
demo_01_scene_06_I,3,,authored,36,0.0278,0,49,0.0204
demo_01_scene_06_I,4,,authored,44,0.0227,0,49,0.0204
demo_01_scene_06_I,5,,authored,44,0.0227,0,49,0.0204
demo_01_scene_06_I,6,,authored,44,0.0227,0,49,0.0204
demo_01_scene_06_I,7,,authored,45,0.0222,0,49,0.0204
demo_01_scene_06_I,8,,authored,42,0.0238,0,49,0.0204
demo_01_scene_06_I,9,,authored,41,0.0244,0,49,0.0204
demo_01_scene_06_I,,optimizer,reassembled,40.1,0.025,0.0,49,0.0204
demo_01_scene_06_I,,,authored,42.0,0.0239,0.0,49,0.0204
demo_01_scene_06_L,0,optimizer,reassembled,4,0.25,0,49,0.0204
demo_01_scene_06_L,1,optimizer,reassembled,2,0.5,0,49,0.0204
demo_01_scene_06_L,2,optimizer,reassembled,2,0.5,0,49,0.0204
demo_01_scene_06_L,3,optimizer,reassembled,3,0.3333,0,49,0.0204
demo_01_scene_06_L,0,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_L,1,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_L,2,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_L,3,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_L,,optimizer,reassembled,2.75,0.3958,0.0,49,0.0204
demo_01_scene_06_L,,,authored,1.0,1.0,1.0,49,0.0204
demo_01_scene_06_M,0,optimizer,reassembled,8,0.125,0,49,0.0204
demo_01_scene_06_M,1,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_M,2,optimizer,reassembled,2,0.5,0,49,0.0204
demo_01_scene_06_M,3,optimizer,reassembled,14,0.0714,0,49,0.0204
demo_01_scene_06_M,4,optimizer,reassembled,3,0.3333,0,49,0.0204
demo_01_scene_06_M,5,optimizer,reassembled,11,0.0909,0,49,0.0204
demo_01_scene_06_M,6,optimizer,reassembled,3,0.3333,0,49,0.0204
demo_01_scene_06_M,7,optimizer,reassembled,12,0.0833,0,49,0.0204
demo_01_scene_06_M,8,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_M,9,optimizer,reassembled,8,0.125,0,49,0.0204
demo_01_scene_06_M,0,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_M,1,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_M,2,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_M,3,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_M,4,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_M,5,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_M,6,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_M,7,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_M,8,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_M,9,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_M,,optimizer,reassembled,6.3,0.3662,0.2,49,0.0204
demo_01_scene_06_M,,,authored,1.0,1.0,1.0,49,0.0204
demo_01_scene_06_Y,0,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_Y,1,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_Y,2,optimizer,reassembled,1,1.0,1,49,0.0204
demo_01_scene_06_Y,0,,authored,2,0.5,0,49,0.0204
demo_01_scene_06_Y,1,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_Y,2,,authored,1,1.0,1,49,0.0204
demo_01_scene_06_Y,,optimizer,reassembled,1.0,1.0,1.0,49,0.0204
demo_01_scene_06_Y,,,authored,1.333,0.8333,0.6667,49,0.0204
