frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
12,f11.png,0.5425,0.4581,49735,0,31.2,-85.22,-43.83,23.25,53.52,162.69,52.3,93.6,-93.15,79.02,34.57,61.73,-9.65,-23.03,35.43,-39.39,60.57,160.91,-2.7
13,f12.png,0.566,0.4345,36487,0,22.1,-83.88,-46.24,21.76,59.69,158.81,99.99,88.68,-94.4,56.0,25.69,82.04,-1.04,-3.94,28.19,-30.14,86.19,162.79,7.91
14,f13.png,0.5575,0.443,49735,0,30.6,-85.12,-44.89,21.55,53.98,149.97,99.76,96.08,-86.86,54.95,25.66,87.57,-0.62,-4.92,23.77,-28.93,85.96,162.79,8.55
15,f14.png,0.5587,0.4417,49735,0,30.7,-84.52,-44.24,23.26,48.03,151.54,99.32,96.1,-83.36,51.88,33.32,95.6,-1.93,-5.25,20.78,-32.76,85.94,162.73,8.78
16,f15.png,0.555,0.4453,49735,0,30.6,-83.94,-39.38,19.53,45.5,154.86,97.79,95.73,-83.86,56.45,31.6,91.75,-0.38,-5.67,17.9,-37.08,84.99,161.71,7.51
17,f16.png,0.5432,0.4572,49735,0,30.7,-83.27,-41.06,19.29,47.35,158.54,99.98,95.89,-87.99,60.4,34.62,92.08,-0.96,-8.01,11.82,-36.07,84.82,162.78,7.42
18,f17.png,0.5353,0.4652,49735,0,30.7,-83.68,-44.38,23.92,41.02,152.11,99.45,96.05,-88.87,65.11,30.89,94.81,-1.15,-7.89,7.3,-35.41,77.61,162.78,8.11
19,f18.png,0.5475,0.4532,49735,0,30.7,-83.84,-43.16,20.13,41.28,162.4,39.79,97.07,-99.83,69.82,36.17,103.56,8.84,17.2,63.81,-50.25,20.36,161.37,-9.46
20,f19.png,0.5554,0.4453,49735,0,30.5,-82.52,-53.42,28.18,36.06,162.55,48.86,97.8,-89.06,71.34,28.29,97.67,-8.02,18.52,57.14,-44.33,26.77,162.77,1.82
21,f20.png,0.5459,0.4548,49735,0,30.7,-85.53,-47.07,24.87,36.29,160.34,48.48,98.27,-90.52,74.53,27.06,100.79,-7.67,20.16,54.03,-49.77,26.14,162.61,0.99
22,f21.png,0.5477,0.453,49735,0,30.6,-85.36,-51.6,29.52,26.77,162.65,64.2,106.87,-87.24,73.36,29.7,80.91,-8.26,17.59,46.1,-43.23,30.28,144.25,32.35
23,f22.png,0.565,0.4356,49735,0,30.8,-85.2,-64.83,38.36,24.39,161.79,63.32,69.69,-64.69,71.81,33.9,85.56,-3.74,15.57,43.17,-43.45,29.86,143.2,32.72
24,f23.png,0.5659,0.4347,49735,0,30.6,-85.24,-67.34,38.2,28.4,137.56,64.44,68.47,-63.03,68.57,37.83,84.11,1.85,12.08,38.31,-45.42,26.67,143.48,33.55
25,f24.png,0.5783,0.4222,49735,0,31.0,-87.39,-73.06,44.27,21.97,147.32,63.32,70.54,-34.75,49.55,34.61,82.63,9.85,11.66,34.69,-45.31,27.73,141.45,33.8
26,f25.png,0.6002,0.4002,49735,0,31.5,-86.23,-90.34,66.88,-9.76,159.19,63.55,70.0,-20.6,34.43,40.8,80.64,17.19,10.62,30.05,-42.24,25.74,143.17,32.3
27,f26.png,0.6417,0.3586,49735,0,31.5,-85.78,-100.0,81.24,-36.73,162.45,59.99,69.19,-26.46,32.37,54.71,88.14,31.04,-0.53,24.29,-43.97,53.5,138.76,-9.72
28,f27.png,0.6463,0.354,49735,0,31.3,-90.71,-100.0,85.02,-48.07,149.38,56.79,67.74,-32.83,33.43,58.8,84.61,34.8,7.36,18.8,-37.66,53.24,135.96,-10.0
29,f28.png,0.634,0.3665,49735,0,31.1,-93.78,-99.98,84.92,-46.53,147.28,59.58,68.05,-39.0,35.22,56.41,93.54,40.56,7.02,13.64,-34.51,53.93,135.75,-9.96
30,f29.png,0.6034,0.3972,49735,0,31.2,-94.89,-99.96,86.5,-48.88,156.6,59.78,69.14,-34.72,32.32,53.62,93.73,48.53,13.2,12.58,-37.16,53.01,136.7,-9.42
31,f30.png,0.5761,0.4246,49735,0,31.0,-96.71,-99.97,85.08,-39.54,156.59,53.97,66.73,-44.0,38.35,48.73,91.54,48.88,13.65,9.68,-40.85,42.66,143.01,-9.88
32,f31.png,0.5908,0.4098,41287,0,25.0,-95.22,-76.38,70.08,-27.4,159.73,33.46,64.84,-44.8,33.25,65.07,87.66,62.35,63.01,31.39,-44.43,3.01,162.78,7.43
