frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
18,f17.png,0.562,0.4385,49735,0,31.0,66.04,-96.9,44.42,70.52,114.89,30.16,109.98,-38.15,22.4,47.15,105.13,1.89,-4.14,30.31,47.34,-44.48,74.33,21.18
19,f18.png,0.5903,0.4101,49735,0,31.0,71.46,-99.98,43.54,74.12,80.25,-9.29,109.5,-35.95,21.86,43.59,109.51,-1.57,-27.57,32.8,50.05,-56.01,80.58,19.57
20,f19.png,0.5907,0.4097,49735,0,31.0,74.57,-99.92,39.84,79.0,74.45,-9.79,109.5,-35.95,21.86,43.59,109.51,-1.57,-18.78,31.43,59.12,-61.46,77.15,19.36
21,f20.png,0.6012,0.3992,36487,0,22.3,78.56,-100.0,43.98,72.59,78.59,-9.09,109.82,-35.42,23.19,42.03,113.06,34.79,-26.98,30.19,61.71,-66.12,76.14,37.7
22,f21.png,0.5975,0.4029,48583,0,30.2,74.63,-100.0,44.11,71.07,105.34,28.17,107.98,-14.6,4.94,43.57,125.27,67.82,-7.53,31.49,56.65,-58.65,85.94,60.55
23,f22.png,0.5764,0.4241,49735,0,31.2,74.63,-100.0,44.11,71.07,105.34,28.17,107.98,-14.6,4.94,43.57,125.27,67.82,-5.49,28.54,51.63,-46.6,81.37,60.23
24,f23.png,0.556,0.4444,49735,0,31.4,62.05,-98.61,40.73,77.32,115.71,20.75,107.98,-14.6,4.94,43.57,125.27,67.82,-5.55,32.14,47.27,-48.26,83.3,59.96
25,f24.png,0.5666,0.4338,49735,0,31.4,63.86,-100.0,42.27,75.74,112.43,21.12,107.98,-14.6,4.94,43.57,125.27,67.82,-5.38,32.27,47.12,-47.75,83.05,59.71
26,f25.png,0.6197,0.3806,49735,0,31.4,72.39,-100.0,46.71,64.3,94.02,7.52,107.14,13.79,-27.86,48.45,118.65,41.23,-6.66,25.49,67.06,-56.6,79.62,94.62
27,f26.png,0.6009,0.3995,49735,0,31.7,72.77,-98.32,47.26,63.69,99.41,7.41,107.14,13.79,-27.86,48.45,118.65,41.23,-7.1,22.71,70.01,-54.92,79.12,94.94
28,f27.png,0.5901,0.4103,49735,0,31.5,72.3,-99.22,44.84,69.44,114.04,7.12,107.14,13.79,-27.86,48.45,118.65,41.23,-6.72,26.88,62.16,-54.39,85.13,95.1
29,f28.png,0.572,0.4285,49735,0,31.5,72.01,-99.52,44.53,69.79,117.36,9.5,107.14,13.79,-27.86,48.45,118.65,41.23,-5.86,25.78,59.64,-49.74,86.96,94.32
30,f29.png,0.5708,0.4296,36679,0,22.6,73.32,-100.0,47.01,69.48,107.74,14.61,108.08,19.49,-36.59,52.69,127.65,68.93,-4.46,18.49,59.86,-30.68,90.65,99.93
31,f30.png,0.5664,0.4341,49735,0,32.9,59.09,-99.86,44.03,80.03,115.64,9.38,108.08,19.49,-36.59,52.69,127.65,68.93,-4.46,18.49,59.86,-30.68,90.65,99.93
32,f31.png,0.5981,0.4023,49735,0,31.9,69.6,-96.66,46.3,71.07,105.55,9.33,108.58,21.78,-37.71,48.63,132.79,67.74,-5.34,22.54,73.8,-54.88,100.06,99.67
