frame,arm0_q0,arm0_q1,arm0_q2,arm0_q3,arm0_q4,arm0_q5,arm1_q0,arm1_q1,arm1_q2,arm1_q3,arm1_q4,arm1_q5,arm2_q0,arm2_q1,arm2_q2,arm2_q3,arm2_q4,arm2_q5
55,-1.642789,-1.291357,0.867226,0.141282,1.689326,0.289956,-1.241417,1.744722,-1.551580,-1.058920,-0.474042,0.141100,1.425942,-0.030775,0.672321,-0.323945,-0.215633,0.601866
56,-1.642789,-1.291357,0.867226,0.141282,1.689326,0.289956,-1.240905,1.745118,-1.552507,-1.058849,-0.474666,0.140979,1.425942,-0.030775,0.672321,-0.323945,-0.215633,0.601866
57,-1.642789,-1.291357,0.867226,0.141282,1.689326,0.289956,-1.240905,1.745118,-1.552507,-1.058849,-0.474666,0.140979,1.425942,-0.030775,0.672321,-0.323945,-0.215633,0.601866
58,-1.647407,-1.245892,0.844558,0.130630,1.717034,0.340747,-1.241194,1.742901,-1.552198,-1.058827,-0.473947,0.140910,1.424809,-0.033450,0.665499,-0.323599,-0.208787,0.602101
59,-1.647407,-1.245892,0.844558,0.130630,1.717034,0.340747,-1.241194,1.742901,-1.552198,-1.058827,-0.473947,0.140910,1.423615,-0.037485,0.661814,-0.323691,-0.216623,0.602761
60,-1.647407,-1.245892,0.844558,0.130630,1.717034,0.340747,-1.239092,1.744405,-1.553526,-1.059893,-0.475103,0.141679,1.423615,-0.037485,0.661814,-0.323691,-0.216623,0.602761
61,-1.647407,-1.245892,0.844558,0.130630,1.717034,0.340747,-1.240116,1.743446,-1.554458,-1.060086,-0.475340,0.141865,1.423615,-0.037485,0.661814,-0.323691,-0.216623,0.602761
62,-1.646949,-1.226590,0.839607,0.118016,1.712779,0.332439,-1.240708,1.744794,-1.554152,-1.058508,-0.477079,0.142617,1.423615,-0.037485,0.661814,-0.323691,-0.216623,0.602761
63,-1.646949,-1.226590,0.839607,0.118016,1.712779,0.332439,-1.244136,1.744190,-1.554932,-1.056270,-0.481633,0.144252,1.423615,-0.037485,0.661814,-0.323691,-0.216623,0.602761
64,-1.646949,-1.226590,0.839607,0.118016,1.712779,0.332439,-1.242939,1.745230,-1.554656,-1.056331,-0.481926,0.144218,1.423615,-0.037485,0.661814,-0.323691,-0.216623,0.602761
65,-1.646949,-1.226590,0.839607,0.118016,1.712779,0.332439,-1.243126,1.745099,-1.553223,-1.056536,-0.484668,0.143289,1.423615,-0.037485,0.661814,-0.323691,-0.216623,0.602761
66,-1.646949,-1.226590,0.839607,0.118016,1.712779,0.332439,-1.244041,1.745310,-1.553674,-1.056758,-0.485879,0.143353,1.423615,-0.037485,0.661814,-0.323691,-0.216623,0.602761
67,-1.646949,-1.226590,0.839607,0.118016,1.712779,0.332439,-1.246153,1.743060,-1.551381,-1.050985,-0.485678,0.145312,1.423850,-0.035503,0.673509,-0.322356,-0.220827,0.596940
68,-1.646949,-1.226590,0.839607,0.118016,1.712779,0.332439,-1.243731,1.744321,-1.551043,-1.050366,-0.483596,0.144028,1.423850,-0.035503,0.673509,-0.322356,-0.220827,0.596940
69,-1.646949,-1.226590,0.839607,0.118016,1.712779,0.332439,-1.243731,1.744321,-1.551043,-1.050366,-0.483596,0.144028,1.423464,-0.036881,0.671149,-0.335210,-0.225565,0.596143
70,-1.646949,-1.226590,0.839607,0.118016,1.712779,0.332439,-1.243182,1.744816,-1.554221,-1.054914,-0.481880,0.146049,1.423158,-0.039331,0.673300,-0.335799,-0.223176,0.594928
