frame,arm0_q0,arm0_q1,arm0_q2,arm0_q3,arm0_q4,arm0_q5,arm1_q0,arm1_q1,arm1_q2,arm1_q3,arm1_q4,arm1_q5,arm2_q0,arm2_q1,arm2_q2,arm2_q3,arm2_q4,arm2_q5
21,-1.721561,-1.277588,1.053799,1.197014,-0.125045,1.177877,0.630466,0.576006,-0.464480,0.014355,2.654526,-0.099617,1.919750,-1.130126,1.232184,-0.005399,2.725639,0.838944
22,-1.736897,-1.258895,1.046881,1.199222,-0.136253,1.176880,0.601088,0.650958,-0.543575,-0.071907,2.656352,-0.064229,1.919853,-1.146777,1.299187,-0.048428,2.751571,0.842500
23,-1.736443,-1.254845,1.046605,1.195746,-0.132063,1.175071,0.583640,0.684472,-0.529168,-0.107790,2.820309,-0.087934,1.919853,-1.146777,1.299187,-0.048428,2.751571,0.842500
24,-1.712118,-1.494561,1.160200,0.809553,0.536245,1.276155,0.540760,0.655374,-0.505614,-0.296199,2.602729,0.660345,1.915232,-1.233115,1.327435,-0.013225,2.223816,0.196844
25,-1.712118,-1.494561,1.160200,0.809553,0.536245,1.276155,0.540760,0.655374,-0.505614,-0.296199,2.602729,0.660345,1.915232,-1.233115,1.327435,-0.013225,2.223816,0.196844
26,-1.759831,-1.526186,1.160460,0.742519,0.183212,1.291468,0.579838,0.567575,-0.454196,-0.278567,2.505297,0.656083,1.919846,-1.184229,1.324140,-0.046692,2.324568,0.190071
27,-1.765317,-1.533351,1.167115,0.721285,0.174809,1.296926,0.601403,0.558992,-0.440766,-0.282666,2.518561,0.652311,1.919759,-1.184319,1.314534,-0.019215,2.388979,0.258725
28,-1.742200,-1.744541,1.302921,0.846534,0.159126,1.744727,0.609528,0.494663,-0.384130,-0.680711,2.838669,0.999128,1.919801,-1.116718,1.245365,-0.096510,2.840560,0.009605
29,-1.742200,-1.744541,1.302921,0.846534,0.159126,1.744727,0.617007,0.567963,-0.447436,-0.677961,2.836969,0.988315,1.919730,-1.143107,1.292397,-0.178212,2.840105,0.015042
30,-1.742975,-1.745317,1.296604,0.886427,0.168325,1.745067,0.519363,0.692809,-0.538781,-0.579232,2.811033,1.454163,1.919859,-1.239254,1.342192,-0.148084,2.841131,0.087165
31,-1.670266,-1.708719,1.262359,0.893446,0.623504,1.729161,0.446690,0.770299,-0.557853,-0.575066,2.819525,1.454720,1.919416,-1.312535,1.403294,-0.181509,2.839253,0.090125
32,-1.628075,-1.688728,1.245259,0.911084,0.766341,1.733458,0.477464,0.965474,-0.771446,-0.441160,2.841160,1.542819,1.919599,-1.372319,1.465615,-0.148406,2.301039,0.084411
33,-1.132404,-1.199304,1.310442,1.371327,1.552590,1.686084,-0.708561,1.745329,-1.557647,-0.920617,2.395657,1.736044,1.919795,-1.474209,1.506911,0.112348,1.834224,-0.171220
34,-1.164014,-1.287750,1.369230,1.343346,1.568860,1.685698,-0.917239,1.745328,-1.560015,-0.907907,2.380762,1.745215,1.919384,-1.504194,1.555046,0.133711,1.510127,-0.166307
35,-1.302277,-1.314857,1.394967,1.286241,1.466125,1.739642,-1.197867,1.745327,-1.386655,-1.009589,2.018971,1.715035,1.919568,-1.516404,1.588423,0.420043,2.519793,-0.174518
36,-1.594848,-1.402016,0.826478,1.030252,2.596932,1.715791,-1.192150,1.743841,-1.378803,-1.013340,2.027222,1.714340,1.167809,-1.637836,1.561762,0.573664,2.573323,-0.076201
37,-1.533967,-0.288974,0.517280,1.658059,2.666545,1.744987,-1.239783,1.745293,-1.509311,-0.912403,2.195905,1.085618,1.813611,-1.745317,1.009123,1.122253,2.820305,-0.174512
38,-1.487156,0.055597,0.910484,1.195349,2.388542,1.715560,-1.204741,1.744951,-1.558532,-0.513514,1.847231,1.695801,1.790119,-1.729834,1.066488,1.111159,2.631978,-0.171208
39,-1.402060,0.064025,1.203180,0.729558,1.658844,1.627637,-1.199898,1.744813,-1.459639,-0.502954,1.895950,1.679778,1.793211,-1.743502,1.072529,1.132726,2.835210,0.320604
40,-1.402060,0.064025,1.203180,0.729558,1.658844,1.627637,-1.203585,1.744599,-1.460003,-0.513388,1.895703,1.678555,1.793211,-1.743502,1.072529,1.132726,2.835210,0.320604
41,-1.402060,0.064025,1.203180,0.729558,1.658844,1.627637,-1.204180,1.742237,-1.455938,-0.511261,1.898345,1.678298,1.793211,-1.743502,1.072529,1.132726,2.835210,0.320604
42,-1.402060,0.064025,1.203180,0.729558,1.658844,1.627637,-1.206791,1.742209,-1.458610,-0.512530,1.889544,1.677434,1.793211,-1.743502,1.072529,1.132726,2.835210,0.320604
43,-1.402060,0.064025,1.203180,0.729558,1.658844,1.627637,-1.198588,1.744918,-1.460707,-0.512199,1.888630,1.676797,1.793211,-1.743502,1.072529,1.132726,2.835210,0.320604
44,-1.402060,0.064025,1.203180,0.729558,1.658844,1.627637,-1.210032,1.733553,-1.460569,-0.510226,1.870166,1.680725,1.793211,-1.743502,1.072529,1.132726,2.835210,0.320604
45,-1.402060,0.064025,1.203180,0.729558,1.658844,1.627637,-1.215004,1.740497,-1.461740,-0.503170,1.861739,1.684139,1.793211,-1.743502,1.072529,1.132726,2.835210,0.320604
46,-1.402060,0.064025,1.203180,0.729558,1.658844,1.627637,-1.213113,1.742991,-1.458347,-0.499592,1.863974,1.683041,1.793211,-1.743502,1.072529,1.132726,2.835210,0.320604
47,-1.402060,0.064025,1.203180,0.729558,1.658844,1.627637,-1.204641,1.734682,-1.456476,-0.520291,1.870979,1.678967,1.793211,-1.743502,1.072529,1.132726,2.835210,0.320604
48,-1.402060,0.064025,1.203180,0.729558,1.658844,1.627637,-1.222230,1.744823,-1.442045,-0.515019,1.866575,1.675792,1.793211,-1.743502,1.072529,1.132726,2.835210,0.320604
49,-1.402060,0.064025,1.203180,0.729558,1.658844,1.627637,-1.218720,1.740014,-1.454822,-0.523130,1.875092,1.682881,1.793211,-1.743502,1.072529,1.132726,2.835210,0.320604
50,-1.402060,0.064025,1.203180,0.729558,1.658844,1.627637,-1.219652,1.742496,-1.453116,-0.525117,1.874151,1.682694,1.793211,-1.743502,1.072529,1.132726,2.835210,0.320604
51,-1.433269,-0.046118,1.271048,0.570187,1.060888,1.711733,-1.228341,1.745187,-1.383027,-0.605898,2.358319,1.354698,1.803376,-1.745174,1.099134,1.101034,2.825576,0.286435
52,-1.433269,-0.046118,1.271048,0.570187,1.060888,1.711733,-1.228464,1.745162,-1.390981,-0.606120,2.356970,1.351900,1.803376,-1.745174,1.099134,1.101034,2.825576,0.286435
53,-1.433269,-0.046118,1.271048,0.570187,1.060888,1.711733,-1.237588,1.745250,-1.390044,-0.612482,2.368504,1.348746,1.725263,-1.419818,1.140678,0.885235,2.569704,0.297622
54,-1.434200,-0.159949,1.250902,0.558093,1.068778,1.716287,-1.234980,1.745290,-1.392695,-0.607903,2.367411,1.351582,1.363234,-1.183090,1.053804,0.890624,2.549280,0.297794
55,-1.484673,-0.356186,1.116876,0.418248,1.351884,1.255365,-1.234951,1.744975,-1.434845,-0.594562,2.337856,1.142095,1.423941,-1.296067,1.270735,0.400462,2.132172,0.572808
56,-1.550277,-1.404060,1.578990,0.522170,0.828424,0.949301,-1.248923,1.745170,-1.417520,-0.719982,2.836543,1.589596,1.564604,-1.146047,1.181448,0.648768,1.621287,0.318716
57,-1.417233,-0.330176,1.551998,-0.136204,0.571529,1.489379,-1.231132,1.745031,-1.451119,-0.789529,2.649383,1.564432,1.471288,-0.692030,0.827899,1.603518,1.401977,-0.040076
58,-1.417233,-0.330176,1.551998,-0.136204,0.571529,1.489379,-1.226794,1.744754,-1.450079,-0.782796,2.647560,1.564222,1.471288,-0.692030,0.827899,1.603518,1.401977,-0.040076
59,-1.416203,-0.276964,1.560085,-0.133390,0.586944,1.492802,-1.228367,1.745211,-1.451016,-0.781154,2.645155,1.564165,1.542863,-0.887130,0.911072,1.645598,1.245014,0.076280
60,-1.462534,-0.245471,1.492549,-0.269421,0.162313,1.406161,-1.238001,1.745222,-1.422340,-0.771234,2.099440,1.475212,1.568276,-0.912542,0.905594,1.655805,1.254994,0.240584
61,-1.582102,0.089311,1.234339,-0.458938,-0.018125,1.249503,-1.215943,1.743563,-1.454585,-0.805441,1.832302,1.638943,1.635953,-0.876447,1.057557,1.389491,0.680217,0.598256
62,-1.582102,0.089311,1.234339,-0.458938,-0.018125,1.249503,-1.215943,1.743563,-1.454585,-0.805441,1.832302,1.638943,1.655149,-0.859476,1.043453,1.374615,0.706360,0.594752
63,-1.646553,-0.137210,0.828523,-0.318621,-0.348515,1.325664,-1.207543,1.734333,-1.560193,-0.722025,2.567536,1.616438,1.481446,-0.952401,0.946544,1.533616,0.480336,0.720124
64,-1.646553,-0.137210,0.828523,-0.318621,-0.348515,1.325664,-1.226416,1.741220,-1.562711,-0.720198,2.574234,1.611903,1.389864,-0.991884,0.936130,1.492397,0.631838,0.724975
65,-1.646553,-0.137210,0.828523,-0.318621,-0.348515,1.325664,-1.232524,1.745022,-1.556889,-0.716065,2.582737,1.614652,1.388426,-1.002360,0.940948,1.480860,0.649331,0.725691
66,-1.644578,-0.313463,0.971731,-0.259362,-0.335053,1.319066,-1.232838,1.744156,-1.552005,-0.717333,2.595409,1.614766,1.391481,-1.000387,0.940141,1.479138,0.672242,0.725311
67,-1.644578,-0.313463,0.971731,-0.259362,-0.335053,1.319066,-1.236246,1.742836,-1.542800,-0.716302,2.561035,1.611371,1.391481,-1.000387,0.940141,1.479138,0.672242,0.725311
68,-1.644578,-0.313463,0.971731,-0.259362,-0.335053,1.319066,-1.236246,1.742836,-1.542800,-0.716302,2.561035,1.611371,1.391481,-1.000387,0.940141,1.479138,0.672242,0.725311
69,-1.644578,-0.313463,0.971731,-0.259362,-0.335053,1.319066,-1.236246,1.742836,-1.542800,-0.716302,2.561035,1.611371,1.391481,-1.000387,0.940141,1.479138,0.672242,0.725311
70,-1.644578,-0.313463,0.971731,-0.259362,-0.335053,1.319066,-1.243782,1.742322,-1.528803,-0.718625,2.566981,1.617713,1.391144,-0.998784,0.939317,1.472839,0.663345,0.726151
