shadow_name,subset,target,best_iou,mean_iou,std_iou,min_iou,n_runs,best_run,n_robots,arm_gap_m,seconds,best_iou_vs_original,mean_iou_vs_original,fit_scale,fit_dx,fit_dy,uncastable_before,uncastable_after,best_shadow_png,q_rad_json,a_rot_deg,a_pitch_deg,a_elbow_deg,a_wristpitch_deg,a_wristroll_deg,a_grip_deg,b_rot_deg,b_pitch_deg,b_elbow_deg,b_wristpitch_deg,b_wristroll_deg,b_grip_deg,c_rot_deg,c_pitch_deg,c_elbow_deg,c_wristpitch_deg,c_wristroll_deg,c_grip_deg
figures/face_mpeg7-01,figures,targets/figures/face_mpeg7-01.png,0.8124,0.788,0.0157,0.7629,10,5,3,0.2,185.7,,,,,,,,figures/face_mpeg7-01/face_mpeg7-01_best.png,"[1.334187, -1.609786, -0.369309, -0.181687, 2.84121, -0.030974, 1.015221, -0.912075, 0.096346, -1.223458, 2.810445, -0.174533, 0.634034, -1.312008, -0.79723, 0.682379, -1.625744, 0.066395]",76.44,-92.23,-21.16,-10.41,162.79,-1.77,58.17,-52.26,5.52,-70.1,161.03,-10.0,36.33,-75.17,-45.68,39.1,-93.15,3.8
figures/face_mpeg7-05,figures,targets/figures/face_mpeg7-05.png,0.8104,0.7742,0.0154,0.7549,10,2,3,0.2,178.8,,,,,,,,figures/face_mpeg7-05/face_mpeg7-05_best.png,"[1.231989, -1.375972, -0.707235, 0.937554, -0.298822, -0.148519, -1.91986, 0.735349, -1.347284, -0.938732, 1.040764, -0.0516, 1.91986, -0.610749, -1.67583, 1.193033, -1.030598, -0.064942]",70.59,-78.84,-40.52,53.72,-17.12,-8.51,-110.0,42.13,-77.19,-53.79,59.63,-2.96,110.0,-34.99,-96.02,68.36,-59.05,-3.72
figures/face_mpeg7-04,figures,targets/figures/face_mpeg7-04.png,0.8037,0.7808,0.0121,0.7652,10,5,3,0.2,185.3,,,,,,,,figures/face_mpeg7-04/face_mpeg7-04_best.png,"[1.264067, -1.465797, -0.943511, 0.394006, 2.820858, -0.144526, 0.911095, -0.570974, -0.517547, -1.363614, -1.424874, 0.520829, -0.549072, -0.609427, -0.877646, -1.063057, -2.715008, 0.827738]",72.43,-83.98,-54.06,22.57,161.62,-8.28,52.2,-32.71,-29.65,-78.13,-81.64,29.84,-31.46,-34.92,-50.29,-60.91,-155.56,47.43
letters_upper/L_dejavusans-bold,letters_upper,targets/letters_upper/L_dejavusans-bold.png,0.7993,0.748,0.0353,0.6778,10,0,3,0.2,179.9,,,,,,,,letters_upper/L_dejavusans-bold/L_dejavusans-bold_best.png,"[1.729453, -0.919689, -0.173327, -1.44146, -2.46056, -0.174196, -1.288253, 0.211776, -1.685885, -0.96973, -0.842556, 1.209774, 1.100513, -1.41324, -1.44469, -0.566167, 2.509612, 0.894018]",99.09,-52.69,-9.93,-82.59,-140.98,-9.98,-73.81,12.13,-96.59,-55.56,-48.27,69.31,63.05,-80.97,-82.77,-32.44,143.79,51.22
letters_lower/r_dejavusans-bold,letters_lower,targets/letters_lower/r_dejavusans-bold.png,0.7987,0.7718,0.0156,0.7507,10,7,3,0.2,180.1,,,,,,,,letters_lower/r_dejavusans-bold/r_dejavusans-bold_best.png,"[-0.462176, -0.519203, -1.30006, -0.807607, -2.127199, -0.085249, 1.913342, -0.995146, -0.6949, 0.677852, 1.973095, 0.368296, 1.890709, -0.080378, -1.234483, 0.142834, -2.2618, 1.574748]",-26.48,-29.75,-74.49,-46.27,-121.88,-4.88,109.63,-57.02,-39.81,38.84,113.05,21.1,108.33,-4.61,-70.73,8.18,-129.59,90.23
abstract/comma_mpeg7-02,abstract,targets/abstract/comma_mpeg7-02.png,0.7924,0.7718,0.0105,0.757,10,8,3,0.2,115.5,,,,,,,,abstract/comma_mpeg7-02/comma_mpeg7-02_best.png,"[-0.875983, -0.870535, -1.441998, 0.447177, 2.332629, 1.257481, -0.943526, -1.174314, -1.686847, 1.39442, -2.372544, 0.683538, -0.904226, -0.848348, -0.920704, -0.317843, -1.318199, 0.397617]",-50.19,-49.88,-82.62,25.62,133.65,72.05,-54.06,-67.28,-96.65,79.89,-135.94,39.16,-51.81,-48.61,-52.75,-18.21,-75.53,22.78
objects/bell_mpeg7-03,objects,targets/objects/bell_mpeg7-03.png,0.7924,0.7553,0.0148,0.7386,10,5,3,0.2,124.1,,,,,,,,objects/bell_mpeg7-03/bell_mpeg7-03_best.png,"[-1.91935, -0.706584, 0.627686, -1.125564, -1.953051, -0.142752, -1.087959, -0.032582, -1.689089, -0.686632, 1.959404, -0.084957, 0.945956, -1.335806, -1.687479, 1.654671, -2.688409, -0.157492]",-109.97,-40.48,35.96,-64.49,-111.9,-8.18,-62.34,-1.87,-96.78,-39.34,112.27,-4.87,54.2,-76.54,-96.69,94.81,-154.03,-9.02
letters_upper/I_dejavusans-bold,letters_upper,targets/letters_upper/I_dejavusans-bold.png,0.791,0.7756,0.0113,0.7573,10,7,3,0.2,172.9,,,,,,,,letters_upper/I_dejavusans-bold/I_dejavusans-bold_best.png,"[1.91986, 0.532985, -1.69, -1.214526, 2.2766, -0.022465, -0.532655, -1.252362, -0.200498, -0.228411, -1.279608, 0.44285, -1.159503, -1.070159, -0.368427, -0.281009, 2.315616, 0.09811]",110.0,30.54,-96.83,-69.59,130.44,-1.29,-30.52,-71.76,-11.49,-13.09,-73.32,25.37,-66.43,-61.32,-21.11,-16.1,132.68,5.62
abstract/comma_mpeg7-05,abstract,targets/abstract/comma_mpeg7-05.png,0.7879,0.7574,0.0163,0.7335,10,2,3,0.2,115.1,,,,,,,,abstract/comma_mpeg7-05/comma_mpeg7-05_best.png,"[1.194562, -1.163846, -1.269306, 0.219598, -2.743224, 1.353236, -1.041462, -1.478734, -1.220599, 0.634455, 1.179638, -0.17288, 0.64828, -0.684223, -0.930135, -0.942753, 1.678763, 0.182323]",68.44,-66.68,-72.73,12.58,-157.18,77.53,-59.67,-84.73,-69.94,36.35,67.59,-9.91,37.14,-39.2,-53.29,-54.02,96.19,10.45
hand_shadow/chicken_hasper-01,hand_shadow,targets/hand_shadow/chicken_hasper-01.png,0.7859,0.7452,0.0179,0.719,10,1,3,0.2,180.0,,,,,,,,hand_shadow/chicken_hasper-01/chicken_hasper-01_best.png,"[-1.813348, -0.404252, -0.786923, 1.0497, -1.782965, 1.722041, -1.225598, 0.384075, -1.523802, -1.142989, 1.784506, 0.64078, -1.91986, -0.136282, -0.317965, -0.390501, 1.459023, 1.304094]",-103.9,-23.16,-45.09,60.14,-102.16,98.67,-70.22,22.01,-87.31,-65.49,102.24,36.71,-110.0,-7.81,-18.22,-22.37,83.6,74.72
objects/bell_mpeg7-04,objects,targets/objects/bell_mpeg7-04.png,0.7836,0.739,0.0284,0.6741,10,5,3,0.2,124.5,,,,,,,,objects/bell_mpeg7-04/bell_mpeg7-04_best.png,"[-1.82968, -0.153269, 0.104349, -1.615768, -1.96552, -0.174533, 1.91986, -1.066028, -0.441519, 0.606645, -0.889211, 0.318696, 0.950171, -1.363816, -1.681586, 1.65806, -2.396844, -0.174533]",-104.83,-8.78,5.98,-92.58,-112.62,-10.0,110.0,-61.08,-25.3,34.76,-50.95,18.26,54.44,-78.14,-96.35,95.0,-137.33,-10.0
objects/bell_mpeg7-05,objects,targets/objects/bell_mpeg7-05.png,0.7817,0.7311,0.0225,0.6982,10,7,3,0.2,120.6,,,,,,,,objects/bell_mpeg7-05/bell_mpeg7-05_best.png,"[1.299957, -1.274362, -1.328044, 0.677029, 2.773683, -0.103953, 1.91986, -0.992574, -0.214873, 0.187543, -0.901014, 1.007419, 0.8098, -1.643751, -1.137383, 1.65806, 1.1208, 1.087369]",74.48,-73.02,-76.09,38.79,158.92,-5.96,110.0,-56.87,-12.31,10.75,-51.62,57.72,46.4,-94.18,-65.17,95.0,64.22,62.3
abstract/comma_mpeg7-04,abstract,targets/abstract/comma_mpeg7-04.png,0.781,0.757,0.0141,0.7279,10,9,3,0.2,113.6,,,,,,,,abstract/comma_mpeg7-04/comma_mpeg7-04_best.png,"[1.250259, -1.254438, -0.735581, -0.004935, -1.625757, 0.90892, -1.919796, 0.653599, -1.02894, -0.755544, -0.093885, -0.113802, -0.616309, -0.862689, -1.118043, 0.330887, 1.387243, 0.084158]",71.63,-71.87,-42.15,-0.28,-93.15,52.08,-110.0,37.45,-58.95,-43.29,-5.38,-6.52,-35.31,-49.43,-64.06,18.96,79.48,4.82
abstract/comma_mpeg7-01,abstract,targets/abstract/comma_mpeg7-01.png,0.7805,0.7651,0.0128,0.7373,10,7,3,0.2,113.1,,,,,,,,abstract/comma_mpeg7-01/comma_mpeg7-01_best.png,"[1.21879, -1.057588, -1.667997, 0.85045, 2.820007, 1.163381, -0.226407, -0.735433, -0.756875, -0.909847, 1.464752, 1.192383, -0.898411, -1.229531, -1.69, 1.208151, -2.587601, -0.121539]",69.83,-60.6,-95.57,48.73,161.57,66.66,-12.97,-42.14,-43.37,-52.13,83.92,68.32,-51.48,-70.45,-96.83,69.22,-148.26,-6.96
letters_upper/Y_dejavusans-bold,letters_upper,targets/letters_upper/Y_dejavusans-bold.png,0.7799,0.7463,0.0181,0.7162,10,6,3,0.2,127.2,,,,,,,,letters_upper/Y_dejavusans-bold/Y_dejavusans-bold_best.png,"[0.523521, -0.873909, -0.522959, 0.734881, 0.79455, -0.174533, 0.708992, -0.887294, -0.976977, -0.626898, 1.637163, 0.339109, -0.133048, -1.250056, -0.450681, -0.393395, 1.592677, 1.631317]",30.0,-50.07,-29.96,42.11,45.52,-10.0,40.62,-50.84,-55.98,-35.92,93.8,19.43,-7.62,-71.62,-25.82,-22.54,91.25,93.47
letters_upper/L_dejavusansmono-bold,letters_upper,targets/letters_upper/L_dejavusansmono-bold.png,0.7778,0.7445,0.0262,0.6842,10,6,3,0.2,180.8,,,,,,,,letters_upper/L_dejavusansmono-bold/L_dejavusansmono-bold_best.png,"[1.442016, -0.198466, -1.113245, 0.688, -0.634998, 0.294064, 1.402066, -1.123964, 1.18438, -1.207698, -2.37061, -0.122796, 1.21913, -1.427572, -1.69, 0.213571, 1.58828, -0.033901]",82.62,-11.37,-63.78,39.42,-36.38,16.85,80.33,-64.4,67.86,-69.2,-135.83,-7.04,69.85,-81.79,-96.83,12.24,91.0,-1.94
letters_upper/V_dejavusans-bold,letters_upper,targets/letters_upper/V_dejavusans-bold.png,0.7752,0.7474,0.0153,0.7286,10,9,3,0.2,182.1,,,,,,,,letters_upper/V_dejavusans-bold/V_dejavusans-bold_best.png,"[1.020219, -0.783025, -0.189187, 0.217639, 2.788327, -0.148912, 0.633265, -1.146955, -0.780705, -0.247024, 1.435693, 0.67534, -0.41343, -1.51558, -0.516769, 0.297035, 0.909211, 0.411378]",58.45,-44.86,-10.84,12.47,159.76,-8.53,36.28,-65.72,-44.73,-14.15,82.26,38.69,-23.69,-86.84,-29.61,17.02,52.09,23.57
objects/bottle_mpeg7-02,objects,targets/objects/bottle_mpeg7-02.png,0.7732,0.7365,0.0325,0.6743,10,6,3,0.2,122.9,,,,,,,,objects/bottle_mpeg7-02/bottle_mpeg7-02_best.png,"[1.331275, -1.74533, -0.472867, 0.37166, 0.522851, -0.112132, 1.91986, 0.130931, -0.976294, -0.441141, 2.401281, 0.086149, -1.525791, -1.491213, -0.696069, -1.618917, -2.743731, 1.722903]",76.28,-100.0,-27.09,21.29,29.96,-6.42,110.0,7.5,-55.94,-25.28,137.58,4.94,-87.42,-85.44,-39.88,-92.76,-157.2,98.72
objects/bottle_mpeg7-01,objects,targets/objects/bottle_mpeg7-01.png,0.7718,0.7211,0.0348,0.6294,10,0,3,0.2,121.7,,,,,,,,objects/bottle_mpeg7-01/bottle_mpeg7-01_best.png,"[-1.366586, -1.594459, -0.979531, 1.645283, 2.777764, 1.657471, 1.909228, 0.428706, -1.288553, -0.802554, 2.577289, 0.271712, 1.914898, 0.119703, -0.229641, 1.630288, 0.337017, 1.165296]",-78.3,-91.36,-56.12,94.27,159.15,94.97,109.39,24.56,-73.83,-45.98,147.67,15.57,109.72,6.86,-13.16,93.41,19.31,66.77
letters_lower/l_dejavusans-bold,letters_lower,targets/letters_lower/l_dejavusans-bold.png,0.7675,0.7504,0.0108,0.7287,10,1,3,0.2,181.2,,,,,,,,letters_lower/l_dejavusans-bold/l_dejavusans-bold_best.png,"[-1.118052, -1.412207, -0.389403, 0.711888, -0.017668, 0.972906, -1.025393, -1.123755, -0.372149, -0.452885, -1.340681, 0.308962, -1.266354, -1.713137, -0.099197, -0.385854, -2.698901, 0.450709]",-64.06,-80.91,-22.31,40.79,-1.01,55.74,-58.75,-64.39,-21.32,-25.95,-76.82,17.7,-72.56,-98.16,-5.68,-22.11,-154.64,25.82
objects/cup_mpeg7-02,objects,targets/objects/cup_mpeg7-02.png,0.7651,0.7206,0.0242,0.6839,10,3,3,0.2,123.6,,,,,,,,objects/cup_mpeg7-02/cup_mpeg7-02_best.png,"[-1.91986, 0.47466, -1.647541, -1.157811, 1.530318, 1.082609, -1.36787, 0.821212, -1.593309, -0.337907, 0.061071, 0.470823, 1.836461, -0.769706, -1.022337, -0.443859, 2.479153, 1.175788]",-110.0,27.2,-94.4,-66.34,87.68,62.03,-78.37,47.05,-91.29,-19.36,3.5,26.98,105.22,-44.1,-58.58,-25.43,142.05,67.37
objects/bell_mpeg7-01,objects,targets/objects/bell_mpeg7-01.png,0.7644,0.734,0.0271,0.6698,10,7,3,0.2,121.8,,,,,,,,objects/bell_mpeg7-01/bell_mpeg7-01_best.png,"[1.654334, -0.949298, -1.503471, 0.040338, 2.109388, -0.023448, -0.742742, -0.809374, -0.98865, 1.023104, 2.013549, 0.860678, 0.811793, -1.178426, -1.374654, 1.65806, 1.874512, 1.099856]",94.79,-54.39,-86.14,2.31,120.86,-1.34,-42.56,-46.37,-56.65,58.62,115.37,49.31,46.51,-67.52,-78.76,95.0,107.4,63.02
objects/bell_mpeg7-02,objects,targets/objects/bell_mpeg7-02.png,0.7642,0.7212,0.03,0.6838,10,3,3,0.2,123.4,,,,,,,,objects/bell_mpeg7-02/bell_mpeg7-02_best.png,"[-1.91986, 0.661801, -1.237547, -1.55098, -0.332959, 1.74533, 0.871132, -0.834624, -0.201042, -1.316265, 1.936929, -0.174533, -1.303745, -0.120426, 0.647697, -0.921721, 0.46049, 1.042308]",-110.0,37.92,-70.91,-88.86,-19.08,100.0,49.91,-47.82,-11.52,-75.42,110.98,-10.0,-74.7,-6.9,37.11,-52.81,26.38,59.72
letters_lower/r_dejavusansmono-bold,letters_lower,targets/letters_lower/r_dejavusansmono-bold.png,0.7631,0.7386,0.0156,0.7154,10,7,3,0.2,182.3,,,,,,,,letters_lower/r_dejavusansmono-bold/r_dejavusansmono-bold_best.png,"[-0.106518, -0.352985, -1.329515, -1.199133, -1.939055, 0.236806, -1.282759, -0.349191, -1.69, 1.398758, 1.930563, 0.53994, 1.17329, 0.253348, -1.686392, -0.953104, -2.168771, 0.055695]",-6.1,-20.22,-76.18,-68.71,-111.1,13.57,-73.5,-20.01,-96.83,80.14,110.61,30.94,67.22,14.52,-96.62,-54.61,-124.26,3.19
animals/butterfly_mpeg7-05,animals,targets/animals/butterfly_mpeg7-05.png,0.7623,0.7077,0.0364,0.6514,10,5,3,0.2,172.0,,,,,,,,animals/butterfly_mpeg7-05/butterfly_mpeg7-05_best.png,"[1.47557, -1.052606, -1.356621, 1.52096, 0.611417, 0.146346, 0.954428, -1.15542, -1.06215, -1.352671, 0.82807, 1.547458, -1.114326, 0.153322, -0.469447, -1.65806, 2.237656, 0.411866]",84.54,-60.31,-77.73,87.14,35.03,8.39,54.68,-66.2,-60.86,-77.5,47.44,88.66,-63.85,8.78,-26.9,-95.0,128.21,23.6
letters_upper/L_dejavuserif-bold,letters_upper,targets/letters_upper/L_dejavuserif-bold.png,0.7608,0.7175,0.0295,0.6655,10,7,3,0.2,187.0,,,,,,,,letters_upper/L_dejavuserif-bold/L_dejavuserif-bold_best.png,"[1.520801, -1.240179, 0.007666, 0.339581, 2.174104, 0.36596, -1.086347, -0.120585, -1.344944, -0.734604, -1.907244, 1.704132, -0.800158, -1.636881, -1.69, 0.407784, 2.814348, 1.74533]",87.14,-71.06,0.44,19.46,124.57,20.97,-62.24,-6.91,-77.06,-42.09,-109.28,97.64,-45.85,-93.79,-96.83,23.36,161.25,100.0
abstract/device4_mpeg7-02,abstract,targets/abstract/device4_mpeg7-02.png,0.7577,0.7263,0.0286,0.6596,10,3,3,0.2,112.2,,,,,,,,abstract/device4_mpeg7-02/device4_mpeg7-02_best.png,"[-1.746909, 0.212059, -0.297638, -1.102189, 0.35987, 1.74533, 1.755266, -1.692356, -0.641668, 1.628133, 2.454898, 1.566497, -1.91986, 0.632578, -0.453535, -0.573185, -0.327802, 1.504665]",-100.09,12.15,-17.05,-63.15,20.62,100.0,100.57,-96.96,-36.76,93.29,140.66,89.75,-110.0,36.24,-25.99,-32.84,-18.78,86.21
digits/0_dejavusans-bold,digits,targets/digits/0_dejavusans-bold.png,0.7575,0.7159,0.0231,0.6795,10,2,3,0.2,177.5,,,,,,,,digits/0_dejavusans-bold/0_dejavusans-bold_best.png,"[-0.771664, -0.190928, -1.438506, -1.026092, 1.216323, 1.159387, -1.91986, 0.827969, -1.155016, -0.775468, -0.116574, 0.801336, -0.692708, 0.286978, -1.69, -0.733588, 1.994313, 1.404836]",-44.21,-10.94,-82.42,-58.79,69.69,66.43,-110.0,47.44,-66.18,-44.43,-6.68,45.91,-39.69,16.44,-96.83,-42.03,114.27,80.49
letters_upper/O_dejavusansmono-bold,letters_upper,targets/letters_upper/O_dejavusansmono-bold.png,0.7573,0.7179,0.0222,0.6804,10,3,3,0.2,185.4,,,,,,,,letters_upper/O_dejavusansmono-bold/O_dejavusansmono-bold_best.png,"[-0.786828, -0.30303, -1.141064, -1.206775, -1.57965, 0.026458, 0.509651, -1.147636, -1.041407, 0.940961, 1.716192, 0.342101, -0.991295, -1.487344, -1.684059, 0.920272, -0.991667, 0.360977]",-45.08,-17.36,-65.38,-69.14,-90.51,1.52,29.2,-65.75,-59.67,53.91,98.33,19.6,-56.8,-85.22,-96.49,52.73,-56.82,20.68
objects/spoon_mpeg7-04,objects,targets/objects/spoon_mpeg7-04.png,0.7552,0.6954,0.039,0.6474,10,0,3,0.2,123.9,,,,,,,,objects/spoon_mpeg7-04/spoon_mpeg7-04_best.png,"[-1.91986, -1.70296, 0.332139, 1.47358, 0.431994, -0.124416, 0.803085, 0.267834, 1.466104, -1.253476, 0.263835, 0.458602, 0.343141, -0.497651, -1.69, -0.065409, -2.102722, 0.584815]",-110.0,-97.57,19.03,84.43,24.75,-7.13,46.01,15.35,84.0,-71.82,15.12,26.28,19.66,-28.51,-96.83,-3.75,-120.48,33.51
letters_upper/I_dejavuserif-bold,letters_upper,targets/letters_upper/I_dejavuserif-bold.png,0.7549,0.7283,0.0179,0.7021,10,0,3,0.2,179.3,,,,,,,,letters_upper/I_dejavuserif-bold/I_dejavuserif-bold_best.png,"[-0.818546, -1.006525, -0.474068, -0.296826, 1.623922, 1.529514, -0.620894, -1.280361, -0.299404, 0.546669, -0.906645, 1.07352, 1.879274, -1.718281, 1.53088, -0.111764, -1.851956, 0.169453]",-46.9,-57.67,-27.16,-17.01,93.04,87.63,-35.57,-73.36,-17.15,31.32,-51.95,61.51,107.67,-98.45,87.71,-6.4,-106.11,9.71
objects/apple_mpeg7-05,objects,targets/objects/apple_mpeg7-05.png,0.7532,0.6997,0.0337,0.6575,10,5,3,0.2,123.7,,,,,,,,objects/apple_mpeg7-05/apple_mpeg7-05_best.png,"[-1.729273, 0.162936, -0.316406, -0.673874, -0.642063, 0.667378, 0.760429, -1.161455, -1.69, 1.575587, 0.236329, -0.120756, -1.218326, 0.871382, -1.660417, -1.570027, -1.338877, -0.104991]",-99.08,9.34,-18.13,-38.61,-36.79,38.24,43.57,-66.55,-96.83,90.27,13.54,-6.92,-69.8,49.93,-95.13,-89.96,-76.71,-6.02
letters_lower/v_dejavusansmono-bold,letters_lower,targets/letters_lower/v_dejavusansmono-bold.png,0.7531,0.7327,0.0096,0.7161,10,0,3,0.2,176.1,,,,,,,,letters_lower/v_dejavusansmono-bold/v_dejavusansmono-bold_best.png,"[-1.042162, -0.892564, -0.104723, 0.018491, 2.2647, 1.315015, 0.454278, -1.124913, -0.6721, -0.209212, -1.411865, 0.724313, 0.518064, -1.342597, -0.707141, 0.303764, -1.856548, -0.049265]",-59.71,-51.14,-6.0,1.06,129.76,75.34,26.03,-64.45,-38.51,-11.99,-80.89,41.5,29.68,-76.93,-40.52,17.4,-106.37,-2.82
letters_lower/f_dejavusans-bold,letters_lower,targets/letters_lower/f_dejavusans-bold.png,0.7527,0.7323,0.0137,0.704,10,4,3,0.2,184.1,,,,,,,,letters_lower/f_dejavusans-bold/f_dejavusans-bold_best.png,"[0.801978, -0.866647, -0.653525, -0.923338, 1.501703, 1.741944, 1.015585, -0.8495, -0.840052, 1.59858, -0.621285, 0.991741, -0.91299, -1.016945, -0.925937, -0.705137, -1.946192, 1.728687]",45.95,-49.66,-37.44,-52.9,86.04,99.81,58.19,-48.67,-48.13,91.59,-35.6,56.82,-52.31,-58.27,-53.05,-40.4,-111.51,99.05
