frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg,q_r3_j0_deg,q_r3_j1_deg,q_r3_j2_deg,q_r3_j3_deg,q_r3_j4_deg,q_r3_j5_deg,q_r4_j0_deg,q_r4_j1_deg,q_r4_j2_deg,q_r4_j3_deg,q_r4_j4_deg,q_r4_j5_deg
11,f10.png,0.6016,0.3992,54282,0,42.0,-93.8,-55.8,86.26,-94.9,26.93,99.94,-69.75,-100.0,61.85,-95.0,-113.6,64.05,-61.99,-77.4,45.93,36.77,82.25,30.02,-73.46,-91.83,43.6,30.93,90.15,-9.46,-79.74,-92.11,-75.79,-15.91,62.85,78.98
12,f11.png,0.6272,0.3735,51594,0,39.5,-91.15,-55.21,65.43,-77.13,45.02,89.86,-67.95,-100.0,70.39,-95.0,-145.09,54.59,-63.57,-67.85,40.9,30.03,88.38,28.13,-75.27,-90.58,44.24,31.39,90.48,-9.99,-80.42,-96.38,-74.55,-14.61,56.44,78.94
13,f12.png,0.6443,0.3563,52362,0,40.5,-90.8,-57.92,65.67,-74.36,55.08,90.18,-110.0,-92.28,63.02,-94.85,-149.71,54.07,-61.42,-70.42,42.07,27.0,88.92,28.13,-75.55,-89.33,45.01,31.12,89.75,-9.76,-82.41,-98.8,-75.77,-11.69,55.22,77.8
14,f13.png,0.6408,0.3598,49674,0,37.0,-94.6,-63.84,67.94,-71.31,60.64,91.54,-101.73,-99.74,75.62,-94.92,-157.16,50.85,-30.71,-34.52,22.51,15.6,89.45,27.64,-65.1,-80.97,56.59,63.89,57.08,-10.0,-84.37,-98.96,-76.29,-14.83,51.39,77.9
15,f14.png,0.6519,0.3486,49482,0,37.0,-96.71,-68.43,71.66,-76.08,61.89,92.08,-100.72,-96.15,81.17,-92.09,-156.97,51.21,-26.12,-36.97,21.18,12.85,87.22,27.56,-65.56,-82.11,57.67,55.23,51.73,-9.88,-85.19,-99.61,-78.24,-12.81,44.89,76.82
16,f15.png,0.626,0.3746,49098,0,35.8,-96.23,-65.61,71.39,-73.37,65.75,97.16,-100.73,-93.28,76.97,-81.98,-157.2,53.26,-13.15,-40.07,18.99,17.28,78.17,27.33,-65.01,-75.45,55.27,47.93,57.93,-9.67,-88.39,-99.95,-79.44,-14.22,43.51,76.9
17,f16.png,0.6114,0.3891,49866,0,37.1,-94.0,-72.98,73.53,-58.46,73.86,100.0,-100.61,-86.79,74.88,-68.31,-157.13,49.98,-8.48,-36.09,9.05,12.25,78.76,27.86,-66.43,-66.75,52.16,36.87,62.22,-9.92,-100.82,-100.0,-84.03,-16.98,37.53,76.39
18,f17.png,0.5997,0.401,54858,0,41.3,-92.19,-75.4,73.45,-59.34,92.2,100.0,-101.18,-82.86,70.07,-55.45,-155.29,46.81,-2.75,-34.29,0.96,26.45,78.68,29.13,-65.98,-61.12,51.14,27.9,63.31,-9.62,-92.03,-97.14,-84.01,-18.99,24.47,73.64
19,f18.png,0.5853,0.4155,50058,0,37.2,-93.18,-81.11,78.03,-61.37,97.92,99.88,-98.68,-79.09,67.98,-46.4,-150.96,47.58,-7.68,-32.98,-4.9,30.0,78.0,31.04,-65.84,-54.58,50.37,15.73,65.39,-9.93,-91.78,-97.08,-84.17,-19.06,24.61,73.72
20,f19.png,0.5658,0.4352,51786,0,38.4,-91.54,-84.83,79.88,-64.89,109.3,100.0,-100.53,-77.78,64.96,-40.04,-139.67,47.04,-4.47,-29.75,-13.6,42.68,71.61,31.94,-63.99,-51.16,48.23,12.56,70.17,-9.77,-91.38,-98.51,-84.68,-19.18,23.48,73.05
21,f20.png,0.5503,0.4509,51594,0,37.7,-91.85,-77.1,72.92,-54.56,123.66,100.0,-102.18,-79.71,64.46,-34.61,-132.99,42.96,-4.02,-29.78,-19.42,44.39,88.11,31.79,-65.58,-45.62,45.22,3.84,76.58,-9.51,-91.62,-88.18,-85.98,-18.98,18.54,73.78
22,f21.png,0.612,0.3887,47178,0,34.0,-90.29,-81.46,74.55,-49.85,125.39,99.63,-98.0,-86.08,69.36,-42.76,-80.25,38.6,-4.02,7.14,-1.46,41.94,88.95,30.13,-25.44,-30.78,39.55,-8.96,73.05,-9.95,-91.86,-87.7,-86.09,-19.33,17.93,73.46
23,f22.png,0.6197,0.3808,46026,0,33.2,-91.55,-83.04,73.19,-45.09,134.85,100.0,-100.03,-87.59,68.63,-36.2,-72.82,35.15,-3.62,5.88,-1.97,41.7,89.08,30.16,-24.65,-28.75,33.56,2.69,73.83,-9.79,-91.82,-88.29,-86.26,-19.81,18.15,73.12
24,f23.png,0.6236,0.377,49098,0,35.2,-90.87,-81.75,70.96,-41.07,139.21,100.0,-105.72,-100.0,71.71,-33.15,-63.45,35.59,-3.1,1.77,-3.4,41.98,89.65,29.96,-21.98,-28.77,30.78,-1.3,74.51,-9.26,-91.7,-87.66,-85.93,-20.23,18.57,73.0
25,f24.png,0.608,0.3926,48330,0,34.4,-90.34,-71.87,68.46,-50.38,145.03,100.0,-109.8,-99.15,64.24,-5.41,-65.9,36.18,-6.15,-3.7,-5.14,40.88,95.28,26.98,-20.9,-32.35,28.58,7.01,75.57,-9.85,-85.98,-85.93,-79.6,-15.02,20.23,72.73
26,f25.png,0.5838,0.4168,45642,0,32.0,-93.23,-65.8,62.11,-45.06,157.24,99.98,-110.0,-71.99,47.87,8.65,-104.78,35.22,-7.52,-9.14,-4.62,41.36,95.8,27.03,-17.95,-34.38,24.74,11.57,73.55,-9.78,-86.6,-85.99,-79.86,-15.33,19.93,72.7
27,f26.png,0.6096,0.3909,50250,0,35.7,-94.62,-67.15,62.64,-42.47,162.75,99.9,-100.19,-69.59,44.65,19.53,-104.49,42.12,-6.65,-25.53,10.38,43.48,97.27,26.88,-14.24,-35.28,21.31,16.45,73.51,-9.5,-109.9,-92.64,-82.64,-15.34,-24.1,71.86
28,f27.png,0.5907,0.4099,48138,0,34.2,-94.93,-64.54,58.72,-32.8,162.79,100.0,-102.17,-66.67,43.06,20.11,-97.89,47.05,-5.1,-29.11,8.92,43.33,98.15,26.88,-14.04,-38.54,19.71,19.53,83.13,-9.47,-110.0,-94.53,-77.85,-16.14,-35.6,75.58
29,f28.png,0.5726,0.4283,51978,0,37.4,-101.19,-85.13,72.59,-44.58,162.78,93.83,-102.44,-61.86,41.88,18.28,-93.85,52.31,-5.14,-27.99,2.51,43.24,101.49,27.0,-13.1,-41.5,18.19,22.69,91.3,-9.34,-109.99,-93.99,-76.85,-15.08,-44.36,75.5
30,f29.png,0.5665,0.4346,48522,0,35.2,-104.97,-88.44,72.28,-39.55,162.79,86.43,-86.89,-65.81,45.23,20.4,-121.44,54.79,-3.27,-30.98,1.13,43.97,101.84,26.98,-12.56,-40.01,14.33,24.44,93.0,-7.68,-73.06,-80.72,-85.86,1.04,-62.85,72.04
31,f30.png,0.582,0.4191,48138,0,34.9,-110.0,-92.73,74.64,-40.49,162.79,66.64,-82.62,-72.96,50.29,11.68,-133.23,52.63,-3.66,-36.71,0.75,46.34,96.13,26.38,-9.43,-36.96,4.14,33.28,93.17,-9.99,-75.13,-82.91,-86.84,0.34,-63.11,72.24
32,f31.png,0.5529,0.4483,48522,0,34.8,-109.04,-91.6,70.74,-27.96,162.79,60.93,-81.95,-72.8,50.22,7.72,-135.88,51.77,-3.79,-38.39,-0.71,45.31,96.11,26.47,-8.87,-31.76,-3.99,42.35,90.62,-9.85,-76.52,-83.75,-87.64,0.09,-62.8,72.32
