frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg,q_r3_j0_deg,q_r3_j1_deg,q_r3_j2_deg,q_r3_j3_deg,q_r3_j4_deg,q_r3_j5_deg,q_r4_j0_deg,q_r4_j1_deg,q_r4_j2_deg,q_r4_j3_deg,q_r4_j4_deg,q_r4_j5_deg
11,f10.png,0.5553,0.4463,51978,0,37.4,-75.6,-78.11,18.89,-95.0,84.86,99.11,109.92,0.71,-17.48,-10.6,79.92,-2.4,-110.0,-55.6,-96.83,15.72,-67.61,100.0,54.57,-54.02,-96.83,-27.4,4.83,-8.12,102.81,-82.02,51.35,67.07,74.66,34.26
12,f11.png,0.5464,0.4552,47562,0,33.9,-77.03,-77.9,15.55,-92.8,86.75,99.03,109.81,0.18,-17.88,-10.82,79.91,-2.35,-110.0,-53.3,-96.83,13.68,-69.0,100.0,49.32,-49.51,-96.83,-36.81,-26.26,-1.34,102.47,-82.34,51.46,66.82,74.64,34.15
13,f12.png,0.5517,0.4499,49098,0,35.0,-77.18,-78.12,15.64,-92.55,86.83,99.02,110.0,2.75,-24.57,-3.66,82.19,-4.99,-110.0,-53.14,-96.83,12.64,-69.65,100.0,49.2,-49.38,-96.83,-37.56,-26.21,-1.46,102.51,-82.38,51.38,66.99,74.83,34.13
14,f13.png,0.554,0.4476,48714,0,34.8,-77.01,-78.32,15.51,-92.54,87.02,99.02,109.98,2.77,-24.61,-3.7,82.18,-4.98,-110.0,-53.06,-96.83,10.97,-69.56,100.0,50.53,-50.79,-96.83,-33.85,-26.16,-2.19,102.49,-82.47,51.55,67.19,74.94,34.19
15,f14.png,0.5545,0.4471,50442,0,36.0,-77.38,-78.45,15.68,-92.34,87.19,99.02,109.98,2.78,-24.6,-3.7,82.18,-4.98,-110.0,-53.19,-96.83,11.63,-70.63,100.0,50.74,-50.88,-96.83,-33.59,-26.03,-2.56,102.54,-82.41,51.5,67.21,75.13,34.02
16,f15.png,0.554,0.4476,52554,0,37.8,-77.38,-78.45,15.68,-92.34,87.19,99.02,109.98,2.78,-24.6,-3.7,82.18,-4.98,-110.0,-53.19,-96.83,11.63,-70.63,100.0,50.74,-50.88,-96.83,-33.59,-26.03,-2.56,102.53,-82.41,51.55,67.19,75.08,34.0
17,f16.png,0.5522,0.4494,51978,0,37.4,-77.38,-78.45,15.68,-92.34,87.19,99.02,109.98,2.78,-24.6,-3.7,82.18,-4.98,-110.0,-53.19,-96.83,11.63,-70.63,100.0,50.74,-50.88,-96.83,-33.59,-26.03,-2.56,102.77,-82.44,51.29,67.23,75.28,33.93
18,f17.png,0.5947,0.4073,48138,0,34.2,-74.32,-85.91,25.09,-83.09,88.45,99.89,59.47,-9.8,-3.51,8.84,94.45,-0.4,-110.0,-51.48,-96.83,11.49,-71.31,100.0,50.13,-48.14,-96.83,-38.78,-25.91,-1.61,102.76,-83.18,51.08,66.99,75.39,34.07
19,f18.png,0.6231,0.3787,48522,0,34.4,-77.12,-85.5,20.27,-80.62,87.23,99.61,52.71,-26.28,1.75,37.52,61.59,-2.96,-110.0,-51.96,-96.83,13.01,-72.4,100.0,46.88,-44.83,-96.83,-46.54,-26.86,-3.81,102.46,-83.48,51.11,66.84,75.05,34.01
20,f19.png,0.6304,0.3713,49866,0,35.4,-78.97,-85.03,14.03,-78.76,89.71,99.67,51.05,-30.29,3.29,41.88,61.21,-2.92,-110.0,-49.11,-96.6,4.46,-71.1,99.82,44.98,-43.11,-96.83,-51.34,-28.6,-5.65,102.44,-83.68,51.04,67.32,74.94,34.25
21,f20.png,0.6314,0.3704,49482,0,35.1,-80.16,-85.85,15.28,-77.83,90.21,99.4,51.08,-30.14,3.55,41.94,61.21,-2.92,-110.0,-49.32,-96.83,3.74,-71.35,99.98,45.29,-42.04,-96.83,-52.29,-28.51,-5.55,99.68,-83.24,50.36,67.96,75.46,33.89
22,f21.png,0.6327,0.369,50442,0,35.8,-79.01,-85.12,14.12,-78.72,90.03,99.58,51.62,-30.41,4.45,39.95,61.45,-1.4,-110.0,-49.53,-96.83,4.35,-72.45,99.95,46.36,-43.69,-96.83,-48.77,-28.48,-6.2,99.54,-83.41,50.32,67.96,75.6,33.73
23,f22.png,0.6327,0.369,51018,0,36.2,-79.44,-86.26,15.19,-77.83,90.89,99.12,51.29,-30.48,4.35,39.84,61.46,-1.37,-110.0,-46.78,-95.89,-4.2,-68.34,99.83,44.27,-42.22,-96.83,-54.67,-23.06,-5.85,99.23,-83.27,50.47,68.14,75.46,33.76
24,f23.png,0.6304,0.3713,49098,0,34.8,-78.99,-85.3,14.17,-78.89,90.08,99.6,52.5,-31.31,4.47,39.18,63.85,-2.01,-110.0,-46.88,-95.72,-3.92,-68.64,99.77,43.38,-43.39,-96.26,-54.37,-23.01,-5.85,99.36,-83.25,50.38,68.07,75.24,33.66
25,f24.png,0.6307,0.371,51594,0,36.5,-78.99,-85.3,14.17,-78.89,90.08,99.6,52.5,-31.31,4.47,39.18,63.85,-2.01,-110.0,-46.88,-95.72,-3.92,-68.64,99.77,43.38,-43.39,-96.26,-54.37,-23.01,-5.85,98.97,-83.14,50.16,68.09,74.96,33.71
26,f25.png,0.6315,0.3702,48714,0,34.5,-78.92,-84.81,13.44,-79.6,89.43,99.86,52.29,-31.44,2.36,43.72,69.11,-2.09,-109.94,-46.76,-95.65,-3.9,-68.62,99.78,43.97,-43.54,-96.21,-54.48,-23.02,-5.89,98.89,-82.96,50.26,67.93,74.64,33.82
27,f26.png,0.6315,0.3702,52554,0,37.4,-78.94,-85.26,13.63,-79.3,89.68,99.8,52.38,-31.4,2.33,43.73,69.11,-2.09,-109.39,-46.57,-95.57,-4.02,-68.45,99.82,42.02,-42.96,-96.83,-56.05,-23.09,-5.52,98.82,-83.03,50.29,68.07,74.67,33.67
28,f27.png,0.6314,0.3704,49674,0,35.2,-78.94,-85.26,13.63,-79.3,89.68,99.8,52.38,-31.4,2.33,43.73,69.11,-2.09,-109.39,-46.57,-95.57,-4.02,-68.45,99.82,42.02,-42.96,-96.83,-56.05,-23.09,-5.52,98.74,-83.0,50.19,68.07,74.81,33.7
29,f28.png,0.6314,0.3704,49290,0,34.9,-78.94,-85.26,13.63,-79.3,89.68,99.8,52.38,-31.4,2.33,43.73,69.11,-2.09,-109.39,-46.57,-95.57,-4.02,-68.45,99.82,42.02,-42.96,-96.83,-56.05,-23.09,-5.52,98.73,-83.0,50.24,68.08,74.75,33.7
30,f29.png,0.6314,0.3703,50442,0,35.8,-78.94,-85.26,13.63,-79.3,89.68,99.8,52.38,-31.4,2.33,43.73,69.11,-2.09,-109.39,-46.57,-95.57,-4.02,-68.45,99.82,42.02,-42.96,-96.83,-56.05,-23.09,-5.52,98.76,-83.02,50.36,68.18,75.03,33.73
31,f30.png,0.6315,0.3702,53514,0,38.1,-78.94,-85.26,13.63,-79.3,89.68,99.8,52.38,-31.4,2.33,43.73,69.11,-2.09,-109.39,-46.57,-95.57,-4.02,-68.45,99.82,42.02,-42.96,-96.83,-56.05,-23.09,-5.52,98.75,-83.13,50.4,68.14,75.09,33.75
32,f31.png,0.6311,0.3706,55050,0,39.2,-78.94,-85.26,13.63,-79.3,89.68,99.8,52.38,-31.4,2.33,43.73,69.11,-2.09,-109.39,-46.57,-95.57,-4.02,-68.45,99.82,42.02,-42.96,-96.83,-56.05,-23.09,-5.52,98.76,-83.05,50.54,68.2,75.02,33.78
