frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg,q_r3_j0_deg,q_r3_j1_deg,q_r3_j2_deg,q_r3_j3_deg,q_r3_j4_deg,q_r3_j5_deg,q_r4_j0_deg,q_r4_j1_deg,q_r4_j2_deg,q_r4_j3_deg,q_r4_j4_deg,q_r4_j5_deg
11,f10.png,0.5121,0.4886,46794,0,33.5,11.94,-96.09,-79.68,54.51,106.55,9.56,-91.55,-95.57,90.6,59.67,1.35,-9.95,-93.21,40.44,-92.01,33.45,-156.73,53.96,-94.0,-93.87,47.83,11.59,-85.07,21.89,88.01,99.99,-96.8,-0.95,86.03,12.02
12,f11.png,0.511,0.4897,50634,0,36.5,11.9,-95.93,-79.75,54.56,106.5,9.47,-91.61,-95.62,90.53,59.89,1.61,-10.0,-93.01,39.7,-92.16,34.17,-157.17,53.74,-92.97,-94.94,46.31,12.41,-78.74,19.94,89.71,99.68,-96.76,-0.99,86.18,12.04
13,f12.png,0.5248,0.4759,51210,0,37.2,12.25,-96.29,-79.8,54.48,106.18,9.53,-91.78,-95.78,90.69,60.15,2.89,-9.84,-96.2,40.75,-96.83,31.3,-109.75,55.48,-80.83,-85.65,34.21,25.77,-95.2,22.89,89.76,99.73,-96.67,-0.83,86.14,12.0
14,f13.png,0.5344,0.4663,49290,0,35.7,12.25,-96.45,-79.82,54.61,106.32,9.48,-91.78,-95.51,90.73,59.59,3.67,-9.67,-97.21,40.92,-96.83,30.52,-99.27,60.09,-71.29,-68.5,21.07,32.34,-93.65,22.34,89.6,99.83,-96.75,-0.65,86.52,11.97
15,f14.png,0.5354,0.4653,51210,0,36.9,12.16,-96.41,-79.87,54.47,106.29,9.53,-91.68,-95.45,90.62,59.7,3.85,-9.7,-98.52,31.36,-85.95,32.16,-94.64,70.28,-64.39,-56.56,10.9,35.68,-120.69,22.77,89.79,99.81,-96.82,-0.35,86.6,12.05
16,f15.png,0.5427,0.458,52554,0,37.9,12.08,-96.35,-79.83,54.43,106.64,9.46,-91.68,-95.45,90.62,59.7,3.85,-9.7,-98.27,33.1,-87.48,29.55,-93.46,69.73,-62.78,-52.28,3.85,43.74,-136.77,23.69,89.83,99.73,-96.77,-0.33,86.67,12.01
17,f16.png,0.542,0.4587,51402,0,37.2,12.17,-96.43,-80.48,54.2,107.45,9.19,-91.68,-95.45,90.62,59.7,3.85,-9.7,-98.26,33.12,-87.5,29.52,-93.44,69.73,-62.78,-52.29,3.85,43.73,-136.77,23.69,89.94,99.79,-96.82,-0.49,86.83,12.03
18,f17.png,0.5424,0.4584,50442,0,36.8,12.25,-96.65,-80.37,54.29,107.35,9.31,-91.55,-96.04,90.92,60.84,3.85,-9.39,-98.27,33.1,-87.48,29.55,-93.45,69.73,-62.79,-52.29,3.85,43.74,-136.77,23.69,89.89,99.47,-96.77,-0.44,86.67,12.13
19,f18.png,0.5435,0.4572,50826,0,37.5,11.57,-95.81,-80.35,54.87,107.24,9.51,-91.64,-96.15,91.0,60.93,3.78,-9.38,-98.24,33.13,-87.96,29.0,-93.19,69.68,-62.83,-52.3,3.86,43.76,-136.78,23.7,90.06,99.53,-96.83,-0.31,86.76,12.18
20,f19.png,0.5497,0.4511,49098,0,36.2,11.63,-95.93,-80.27,54.83,107.36,9.47,-91.64,-96.15,91.0,60.93,3.78,-9.38,-98.26,32.77,-83.7,26.06,-84.25,73.56,-60.16,-48.55,-2.46,51.46,-147.31,23.07,90.11,99.71,-96.75,-0.35,86.31,12.08
21,f20.png,0.5701,0.4306,49674,0,36.5,12.16,-96.43,-80.44,54.83,107.65,9.32,-91.67,-96.09,90.95,60.88,3.5,-9.37,-97.28,14.47,-65.17,42.15,-78.11,74.12,-57.72,-31.1,-20.66,66.32,-152.87,22.17,90.11,99.83,-96.7,-0.27,86.23,12.07
22,f21.png,0.5808,0.4199,46794,0,33.9,12.12,-96.53,-80.85,54.21,107.22,9.23,-91.67,-96.09,90.95,60.88,3.5,-9.37,-99.08,6.87,-51.73,40.54,-63.6,74.41,-56.25,-27.8,-28.46,75.64,-157.08,16.58,90.06,99.98,-96.59,-0.44,86.26,12.01
23,f22.png,0.584,0.4168,47562,0,34.7,12.28,-96.44,-80.91,54.32,107.35,9.2,-91.67,-96.09,90.95,60.88,3.5,-9.37,-99.08,6.87,-51.73,40.55,-63.6,74.41,-55.3,-22.04,-37.83,85.79,-157.15,17.27,89.89,99.97,-96.48,-0.61,86.57,12.03
24,f23.png,0.5882,0.4125,50250,0,36.7,12.15,-96.5,-80.95,54.2,107.42,9.18,-91.67,-96.09,90.95,60.88,3.5,-9.37,-103.74,-2.16,-41.77,45.06,-54.09,71.85,-60.44,-24.17,-41.87,85.41,-154.88,15.37,89.82,99.93,-96.54,-0.59,86.54,12.01
25,f24.png,0.5781,0.4227,46410,0,33.9,12.61,-96.96,-80.36,54.19,107.65,8.81,-91.57,-96.08,90.73,60.95,3.9,-9.33,-110.0,3.13,-51.57,59.6,-43.02,77.39,-62.85,-30.34,-47.38,95.0,-152.34,13.27,89.71,100.0,-96.54,-0.33,86.9,12.02
26,f25.png,0.5612,0.4396,46218,0,33.6,12.8,-97.06,-80.42,54.63,107.41,8.81,-91.57,-96.08,90.73,60.95,3.9,-9.33,-110.0,11.15,-58.38,57.07,-40.39,80.84,-63.81,-40.94,-43.73,95.0,-151.81,15.79,89.55,100.0,-96.66,-0.31,86.87,12.01
27,f26.png,0.5599,0.4408,46794,0,34.1,13.14,-97.25,-80.73,54.49,107.21,8.59,-91.57,-96.08,90.73,60.95,3.9,-9.33,-110.0,13.56,-59.39,53.76,-37.69,80.51,-60.91,-45.69,-41.86,95.0,-150.31,15.79,89.45,99.92,-96.82,-0.32,86.52,12.06
28,f27.png,0.608,0.3927,45834,0,33.3,13.32,-97.26,-80.68,54.67,107.43,8.44,-91.57,-96.08,90.73,60.95,3.9,-9.33,-110.0,14.59,-61.03,52.81,-38.56,80.9,-59.94,-44.59,-37.43,92.55,-149.45,12.1,93.64,39.99,-96.83,-9.89,55.91,14.05
29,f28.png,0.623,0.3777,51594,0,37.7,13.39,-97.22,-80.86,54.7,107.61,8.34,-91.57,-96.08,90.73,60.95,3.9,-9.33,-110.0,0.86,-48.75,58.7,-40.4,80.43,-56.61,-37.06,-35.96,92.26,-155.19,10.02,89.12,35.85,-96.48,-7.46,48.21,8.34
30,f29.png,0.6367,0.364,46986,0,33.9,13.36,-97.28,-80.89,54.77,107.66,8.39,-91.82,-96.08,90.4,60.61,2.8,-9.46,-110.0,-7.34,-41.3,60.65,-43.09,80.46,-61.44,-27.87,-38.48,87.69,-155.53,5.79,85.86,34.42,-94.86,-0.92,51.06,3.33
31,f30.png,0.6365,0.3643,45258,0,32.5,13.48,-97.24,-80.73,54.63,107.73,8.49,-91.72,-96.13,90.65,61.21,3.9,-9.71,-110.0,-7.17,-41.89,61.45,-42.86,80.09,-61.41,-27.96,-38.49,87.76,-155.53,5.81,85.88,34.45,-94.87,-0.96,51.05,3.28
