frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
19,f18.png,0.7638,0.2364,28592,0,16.6,-88.19,-12.9,31.39,-45.35,61.1,22.68,-4.44,-36.85,27.85,41.54,-113.93,19.72,-68.24,-100.0,-67.76,-23.21,-44.17,61.29
20,f19.png,0.8089,0.1913,28592,0,16.7,-84.86,-17.76,40.07,-49.92,46.4,23.89,-8.12,-30.88,31.85,39.27,-113.72,19.7,-72.08,-96.75,-68.32,-22.3,-30.32,61.06
21,f20.png,0.7876,0.2126,28592,0,16.7,-84.86,-17.76,40.07,-49.92,46.4,23.89,-19.4,-15.69,26.36,49.76,-112.86,18.83,-74.82,-92.69,-72.29,-20.05,-19.5,61.7
22,f21.png,0.8316,0.1685,26768,0,15.7,-83.44,-18.84,44.3,-55.18,45.62,20.45,-21.3,-13.32,23.72,54.24,-112.19,19.82,-74.82,-92.69,-72.29,-20.05,-19.5,61.7
23,f22.png,0.8323,0.1678,26768,0,15.8,-83.44,-18.84,44.3,-55.18,45.62,20.45,-21.3,-13.32,23.72,54.24,-112.19,19.82,-75.22,-92.79,-72.87,-19.86,-18.35,61.73
24,f23.png,0.8376,0.1626,26768,0,15.7,-83.44,-18.84,44.3,-55.18,45.62,20.45,-22.09,-14.55,24.94,54.28,-113.03,20.42,-75.22,-92.79,-72.87,-19.86,-18.35,61.73
25,f24.png,0.7756,0.2245,28592,0,16.7,-83.44,-18.84,44.3,-55.18,45.62,20.45,-26.52,-18.52,22.22,50.28,-113.27,21.15,-73.36,-93.29,-74.39,-20.55,-23.93,61.84
26,f25.png,0.7693,0.2309,28592,0,16.6,-86.58,-22.43,43.5,-50.52,58.19,22.36,-19.48,-35.76,30.97,40.67,-103.09,21.51,-70.3,-99.21,-70.14,-20.73,-33.93,62.59
27,f26.png,0.7603,0.2399,28592,0,16.6,-87.52,-20.83,39.91,-46.27,61.24,24.35,-14.54,-40.19,29.99,36.54,-98.91,22.8,-68.4,-99.99,-71.1,-20.71,-42.51,63.34
28,f27.png,0.7655,0.2346,26768,0,15.6,-87.52,-20.83,39.91,-46.27,61.24,24.35,-9.82,-40.21,27.02,38.68,-95.41,21.37,-67.86,-99.98,-69.83,-20.49,-40.29,63.32
29,f28.png,0.7655,0.2347,26768,0,15.7,-87.52,-20.83,39.91,-46.27,61.24,24.35,-9.82,-40.21,27.02,38.68,-95.41,21.37,-68.6,-99.91,-72.5,-17.43,-41.68,65.67
30,f29.png,0.7812,0.2189,26768,0,15.6,-86.91,-21.31,40.2,-45.66,57.43,24.13,-3.73,-39.75,29.54,36.59,-95.2,21.6,-68.23,-100.0,-69.8,-17.49,-41.73,65.56
31,f30.png,0.8142,0.1859,28592,0,16.7,-84.94,-19.81,42.22,-52.24,52.26,19.03,-8.2,-30.9,31.87,39.05,-96.38,21.83,-73.51,-97.96,-69.84,-17.6,-29.24,65.39
32,f31.png,0.8237,0.1764,28592,0,16.6,-83.63,-18.21,43.64,-56.5,47.12,15.6,-11.94,-24.93,31.98,42.87,-96.1,22.2,-75.27,-99.28,-65.77,-14.62,-19.46,64.42
